exp_num,subrun,N_species,N_dose,control_or_nutrient,N_species_dose,temp,food,sym_state,food_sym_state,col_num,treat_ID,beetag,beetag_exprun,image_day,beetag_day1_exp_concat,image_name_day1,red_day1,beetag_day11_exp_concat,image_name_day11,red_day11,red_percent_change,red_delta
3,B,A,0,control,A_0,30,S,S,S_S,250,CNTRL_30_S_S,W4O22,W4O22_exp3B,1,W4O22_day1_exp3B,W4O22_3B_day1.JPG,0.26257,W4O22_day11_exp3B,W4O22_3B_day11.JPG,0.2964,0.128841833,0.03383
2,A,A,0,control,A_0,20,S,S,S_S,222,CNTRL_20_S_S,B24G42,B24G42_exp2A,1,B24G42_day1_exp2A,B24G42_2A_day1.JPG,0.32875,B24G42_day11_exp2A,B24G42_2A_day11.JPG,0.29254,-0.110144487,-0.03621
1,A,A,0,control,A_0,20,S,A,S_A,146,CNTRL_20_S_A,B34G100,B34G100_exp1A,1,B34G100_day1_exp1A,B34G100_1A_day1.JPG,0.26966,B34G100_day11_exp1A,B34G100_1A_day11.JPG,0.2908,0.078395016,0.02114
1,B,A,0,control,A_0,20,F,S,F_S,173,CNTRL_20_F_S,B26G52,B26G52_exp1B,1,B26G52_day1_exp1B,B26G52_1B_day1.JPG,0.33867,B26G52_day11_exp1B,B26G52_1B_day11.JPG,0.28662,-0.153689432,-0.05205
1,A,A,0,control,A_0,20,S,A,S_A,162,CNTRL_20_S_A,B34G97,B34G97_exp1A,1,B34G97_day1_exp1A,B34G97_1A_day1.JPG,0.33191,B34G97_day11_exp1A,B34G97_1A_day11.JPG,0.28619,-0.137748185,-0.04572
1,B,A,0,control,A_0,30,S,A,S_A,169,CNTRL_30_S_A,B25G43,B25G43_exp1B,1,B25G43_day1_exp1B,B25G43_1B_day1.JPG,0.28862,B25G43_day11_exp1B,B25G43_1B_day11.JPG,0.28524,-0.0117109,-0.00338
1,A,A,0,control,A_0,20,F,S,F_S,143,CNTRL_20_F_S,B24G40,B24G40_exp1A,1,B24G40_day1_exp1A,B24G40_1A_day1.JPG,0.40953,B24G40_day11_exp1A,B24G40_1A_day11.JPG,0.28424,-0.305936073,-0.12529
2,B,A,0,control,A_0,30,F,S,F_S,196,CNTRL_30_F_S,B33G93,B33G93_exp2B,1,B33G93_day1_exp2B,B33G93_2B_day1.JPG,0.28361,B33G93_day11_exp2B,B33G93_2B_day11.JPG,0.28421,0.002115581,0.0006
3,B,A,0,control,A_0,20,S,A,S_A,242,CNTRL_20_S_A,O4B21,O4B21_exp3B,1,O4B21_day1_exp3B,O4B21_3B_day1.JPG,0.30109,O4B21_day11_exp3B,O4B21_3B_day11.JPG,0.27957,-0.071473646,-0.02152
1,A,A,0,control,A_0,20,F,A,F_A,152,CNTRL_20_F_A,B24G39,B24G39_exp1A,1,B24G39_day1_exp1A,B24G39_1A_day1.JPG,0.20963,B24G39_day11_exp1A,B24G39_1A_day11.JPG,0.27793,0.325812145,0.0683
3,A,A,0,control,A_0,20,S,A,S_A,237,CNTRL_20_S_A,B24G40,B24G40_exp3A,1,B24G40_day1_exp3A,B24G40_3A_day1.JPG,0.29039,B24G40_day11_exp3A,B24G40_3A_day11.JPG,0.27427,-0.055511553,-0.01612
2,A,A,0,control,A_0,20,F,A,F_A,194,CNTRL_20_F_A,B23G33,B23G33_exp2A,1,B23G33_day1_exp2A,B23G33_2A_day1.JPG,0.2461,B23G33_day11_exp2A,B23G33_2A_day11.JPG,0.25858,0.050711093,0.01248
3,B,A,0,control,A_0,30,F,A,F_A,244,CNTRL_30_F_A,W2O8,W2O8_exp3B,1,W2O8_day1_exp3B,W2O8_3B_day1.JPG,0.25789,W2O8_day11_exp3B,W2O8_3B_day11.JPG,0.25413,-0.01457986,-0.00376
2,A,A,0,control,A_0,30,F,A,F_A,196,CNTRL_30_F_A,B28G58,B28G58_exp2A,1,B28G58_day1_exp2A,B28G58_2A_day1.JPG,0.26094,B28G58_day11_exp2A,B28G58_2A_day11.JPG,0.25092,-0.038399632,-0.01002
3,A,A,0,control,A_0,30,F,A,F_A,237,CNTRL_30_F_A,B28G60,B28G60_exp3A,1,B28G60_day1_exp3A,B28G60_3A_day1.JPG,0.31366,B28G60_day11_exp3A,B28G60_3A_day11.JPG,0.24945,-0.204712109,-0.06421
1,A,A,0,control,A_0,30,F,A,F_A,144,CNTRL_30_F_A,B31G78,B31G78_exp1A,1,B31G78_day1_exp1A,B31G78_1A_day1.JPG,0.25341,B31G78_day11_exp1A,B31G78_1A_day1.JPG,0.24092,-0.049287716,-0.01249
1,B,A,0,control,A_0,30,F,A,F_A,184,CNTRL_30_F_A,B13G8,B13G8_exp1B,1,B13G8_day1_exp1B,B13G8_1B_day1.JPG,0.23483,B13G8_day11_exp1B,B13G8_1B_day11.JPG,0.23077,-0.017289103,-0.00406
2,B,A,0,control,A_0,20,S,S,S_S,233,CNTRL_20_S_S,B30G76,B30G76_exp2B,1,B30G76_day1_exp2B,B30G76_2B_day1.JPG,0.3275,B30G76_day11_exp2B,B30G76_2B_day11.JPG,0.21668,-0.338381679,-0.11082
3,A,A,0,control,A_0,20,S,A,S_A,235,CNTRL_20_S_A,B24G38,B24G38_exp3A,1,B24G38_day1_exp3A,B24G38_3A_day1.JPG,0.18843,B24G38_day11_exp3A,B24G38_3A_day11.JPG,0.20786,0.103115215,0.01943
3,B,A,0,control,A_0,20,F,A,F_A,242,CNTRL_20_F_A,O2B8,O2B8_exp3B,1,O2B8_day1_exp3B,O2B8_3B_day1.JPG,0.2624,O2B8_day11_exp3B,O2B8_3B_day11.JPG,0.19688,-0.249695122,-0.06552
2,A,A,0,control,A_0,20,S,A,S_A,197,CNTRL_20_S_A,B24G38,B24G38_exp2A,1,B24G38_day1_exp2A,B24G38_2A_day1.JPG,0.24026,B24G38_day11_exp2A,B24G38_2A_day11.JPG,0.19347,-0.194747357,-0.04679
3,B,A,0,control,A_0,20,S,S,S_S,247,CNTRL_20_S_S,O4B22,O4B22_exp3B,1,O4B22_day1_exp3B,O4B22_3B_day1.JPG,0.2035,O4B22_day11_exp3B,O4B22_3B_day11.JPG,0.18716,-0.08029484,-0.01634
2,A,A,0,control,A_0,20,F,A,F_A,231,CNTRL_20_F_A,B23G35,B23G35_exp2A,1,B23G35_day1_exp2A,B23G35_2A_day1.JPG,0.16706,B23G35_day11_exp2A,B23G35_2A_day11.JPG,0.15916,-0.047288399,-0.0079
3,A,A,0,control,A_0,30,S,S,S_S,241,CNTRL_30_S_S,B29G71,B29G71_exp3A,1,B29G71_day1_exp3A,B29G71_3A_day1.JPG,0.42412,B29G71_day11_exp3A,B29G71_3A_day11.JPG,-0.04565,-1.107634632,-0.46977
2,B,A,5,nutrient,A_5,20,S,A,S_A,216,A_5_20_S_A,G37Y30,G37Y30_exp2B,1,G37Y30_day1_exp2B,G37Y30_2B_day1.JPG,0.39516,G37Y30_day11_exp2B,G37Y30_2B_day11.JPG,0.40329,0.020573945,0.00813
2,A,A,5,nutrient,A_5,30,F,S,F_S,220,A_5_30_F_S,G35Y24,G35Y24_exp2A,1,G35Y24_day1_exp2A,G35Y24_2A_day1.JPG,0.48458,G35Y24_day11_exp2A,G35Y24_2A_day11.JPG,0.4443,-0.08312353,-0.04028
1,B,A,5,nutrient,A_5,20,S,S,S_S,167,A_5_20_S_S,G38Y37,G38Y37_exp1B,1,G38Y37_day1_exp1B,G38Y37_1B_day1.JPG,0.67775,G38Y37_day11_exp1B,G38Y37_1B_day11.JPG,0.71221,0.050844707,0.03446
1,A,A,5,nutrient,A_5,20,S,S,S_S,157,A_5_20_S_S,G27Y59,G27Y59_exp1A,1,G27Y59_day1_exp1A,G27Y59_1A_day1.JPG,0.59235,G27Y59_day11_exp1A,G27Y59_1A_day11.JPG,0.66727,0.126479277,0.07492
2,B,A,5,nutrient,A_5,20,F,A,F_A,170,A_5_20_F_A,G36Y22,G36Y22_exp2B,1,G36Y22_day1_exp2B,G36Y22_2B_day1.JPG,0.63516,G36Y22_day11_exp2B,G36Y22_2B_day11.JPG,0.63504,-0.000188929,-0.00012
3,A,A,5,nutrient,A_5,20,S,S,S_S,241,A_5_20_S_S,G32Y93,G32Y93_exp3A,1,G32Y93_day1_exp3A,G32Y93_3A_day1.JPG,0.53379,G32Y93_day11_exp3A,G32Y93_3A_day11.JPG,0.62806,0.176605032,0.09427
1,A,A,5,nutrient,A_5,30,S,A,S_A,157,A_5_30_S_A,G37Y30,G37Y30_exp1A,1,G37Y30_day1_exp1A,G37Y30_1A_day1.JPG,0.59675,G37Y30_day11_exp1A,G37Y30_1A_day11.JPG,0.60057,0.006401341,0.00382
1,B,A,5,nutrient,A_5,30,F,A,F_A,167,A_5_30_F_A,G33Y94,G33Y94_exp1B,1,G33Y94_day1_exp1B,G33Y94_1B_day1.JPG,0.53062,G33Y94_day11_exp1B,G33Y94_1B_day11.JPG,0.59465,0.120670159,0.06403
1,B,A,5,nutrient,A_5,30,F,S,F_S,181,A_5_30_F_S,G33Y1,G33Y1_exp1B,1,G33Y1_day1_exp1B,G33Y100_1B_day1.JPG,0.56963,G33Y1_day11_exp1B,G33Y100_1B_day11.JPG,0.57779,0.014325088,0.00816
1,B,A,5,nutrient,A_5,30,F,A,F_A,178,A_5_30_F_A,G33Y95,G33Y95_exp1B,1,G33Y95_day1_exp1B,G33Y95_1B_day1.JPG,0.45856,G33Y95_day11_exp1B,G33Y95_1B_day11.JPG,0.56433,0.230656839,0.10577
1,A,A,5,nutrient,A_5,30,F,A,F_A,145,A_5_30_F_A,G32Y88,G32Y88_exp1A,1,G32Y88_day1_exp1A,G32Y88_1A_day1.JPG,0.54249,G32Y88_day11_exp1A,G32Y88_1A_day11.JPG,0.56175,0.035502959,0.01926
1,B,A,5,nutrient,A_5,30,F,S,F_S,167,A_5_30_F_S,G33Y100,G33Y100_exp1B,1,G33Y100_day1_exp1B,G33Y1_1B_day1.JPG,0.51585,G33Y100_day11_exp1B,G33Y1_1B_day11.JPG,0.56026,0.086090918,0.04441
1,B,A,5,nutrient,A_5,30,S,S,S_S,167,A_5_30_S_S,Y12B65,Y12B65_exp1B,1,Y12B65_day1_exp1B,Y12B65_1B_day1.JPG,0.50261,Y12B65_day11_exp1B,Y12B65_1B_day11.JPG,0.55469,0.103619108,0.05208
1,A,A,5,nutrient,A_5,30,F,S,F_S,152,A_5_30_F_S,G32Y92,G32Y92_exp1A,1,G32Y92_day1_exp1A,G32Y92_1A_day1.JPG,0.60385,G32Y92_day11_exp1A,G32Y92_1A_day11.JPG,0.54613,-0.095586652,-0.05772
1,A,A,5,nutrient,A_5,20,F,S,F_S,155,A_5_20_F_S,G36Y28,G36Y28_exp1A,1,G36Y28_day1_exp1A,G36Y28_1A_day1.JPG,0.57575,G36Y28_day11_exp1A,G36Y28_1A_day11.JPG,0.53782,-0.065879288,-0.03793
3,B,A,5,nutrient,A_5,20,F,S,F_S,252,A_5_20_F_S,O10G20,O10G20_exp3B,1,O10G20_day1_exp3B,O12Y4_3B_day1.JPG,0.41418,O10G20_day11_exp3B,O10G20_3B_day11.JPG,0.5352,0.292191801,0.12102
1,A,A,5,nutrient,A_5,30,F,S,F_S,157,A_5_30_F_S,G32Y93,G32Y93_exp1A,1,G32Y93_day1_exp1A,G32Y93_1A_day1.JPG,0.67688,G32Y93_day11_exp1A,G32Y93_1A_day11.JPG,0.53094,-0.215606902,-0.14594
3,A,A,5,nutrient,A_5,30,F,S,F_S,241,A_5_30_F_S,G35Y24,G35Y24_exp3A,1,G35Y24_day1_exp3A,G35Y24_3A_day1.JPG,0.48433,G35Y24_day11_exp3A,G35Y24_3A_day11.JPG,0.52749,0.089112795,0.04316
2,B,A,5,nutrient,A_5,30,F,A,F_A,170,A_5_30_F_A,G29Y70,G29Y70_exp2B,11,G29Y70_day1_exp2B,G29Y70_2B_day1.JPG,0.42281,G29Y70_day11_exp2B,G29Y70_2B_day11.JPG,0.51665,0.221943663,0.09384
1,B,A,5,nutrient,A_5,20,F,A,F_A,167,A_5_20_F_A,G35Y12,G35Y12_exp1B,1,G35Y12_day1_exp1B,G35Y12_1B_day1.JPG,0.52175,G35Y12_day11_exp1B,G35Y12_1B_day11.JPG,0.51584,-0.011327264,-0.00591
3,B,A,5,nutrient,A_5,30,F,S,F_S,248,A_5_30_F_S,W8O38,W8O38_exp3B,1,W8O38_day1_exp3B,W8O38_3B_day1.JPG,0.49945,W8O38_day11_exp3B,W8O38_3B_day11.JPG,0.51253,0.026188808,0.01308
3,A,A,5,nutrient,A_5,20,F,A,F_A,234,A_5_20_F_A,G30Y75,G30Y75_exp3A,1,G30Y75_day1_exp3A,G30Y75_3A_day1.JPG,0.48772,G30Y75_day11_exp3A,G30Y75_3A_day11.JPG,0.51221,0.050213237,0.02449
2,A,A,5,nutrient,A_5,30,F,A,F_A,210,A_5_30_F_A,G35Y14,G35Y14_exp2A,1,G35Y14_day1_exp2A,G35Y14_2A_day1.JPG,0.40874,G35Y14_day11_exp2A,G35Y14_2A_day11.JPG,0.50877,0.2447277,0.10003
1,A,A,5,nutrient,A_5,30,F,A,F_A,160,A_5_30_F_A,G32Y87,G32Y87_exp1A,1,G32Y87_day1_exp1A,G32Y87_1A_day1.JPG,0.47414,G32Y87_day11_exp1A,G32Y87_1A_day11.JPG,0.50025,0.055068123,0.02611
2,A,A,5,nutrient,A_5,20,F,A,F_A,209,A_5_20_F_A,G30Y76,G30Y76_exp2A,1,G30Y76_day1_exp2A,G30Y76_2A_day1.JPG,0.45835,G30Y76_day11_exp2A,G30Y76_2A_day11.JPG,0.49618,0.082535181,0.03783
1,A,A,5,nutrient,A_5,30,S,S,S_S,145,A_5_30_S_S,G37Y31,G37Y31_exp1A,1,G37Y31_day1_exp1A,G37Y31_1A_day1.JPG,0.48341,G37Y31_day11_exp1A,G37Y31_1A_day11.JPG,0.49565,0.025320122,0.01224
1,A,A,5,nutrient,A_5,30,S,S,S_S,157,A_5_30_S_S,G37Y33,G37Y33_exp1A,1,G37Y33_day1_exp1A,G37Y33_1A_day1.JPG,0.512,G37Y33_day11_exp1A,G37Y33_1A_day11.JPG,0.49559,-0.032050781,-0.01641
1,B,A,5,nutrient,A_5,30,S,A,S_A,169,A_5_30_S_A,Y12B62,Y12B62_exp1B,1,Y12B62_day1_exp1B,Y12B62_1B_day1.JPG,0.48708,Y12B62_day11_exp1B,Y12B62_1B_day11.JPG,0.48802,0.001929868,0.00094
3,A,A,5,nutrient,A_5,30,S,S,S_S,240,A_5_30_S_S,G38Y37,G38Y37_exp3A,1,G38Y37_day1_exp3A,G38Y37_3A_day1.JPG,0.40339,G38Y37_day11_exp3A,G38Y37_3A_day11.JPG,0.48346,0.198492774,0.08007
1,A,A,5,nutrient,A_5,20,F,A,F_A,152,A_5_20_F_A,G36Y22,G36Y22_exp1A,1,G36Y22_day1_exp1A,G36Y22_1A_day1.JPG,0.56393,G36Y22_day11_exp1A,G36Y22_1A_day11.JPG,0.48239,-0.144592414,-0.08154
1,B,A,5,nutrient,A_5,20,F,S,F_S,166,A_5_20_F_S,G35Y23,G35Y23_exp1B,1,G35Y23_day1_exp1B,G35Y23_1B_day1.JPG,0.46411,G35Y23_day11_exp1B,G35Y23_1B_day11.JPG,0.48039,0.035077891,0.01628
3,B,A,5,nutrient,A_5,30,F,S,F_S,252,A_5_30_F_S,W8O39,W8O39_exp3B,1,W8O39_day1_exp3B,W8O39_3B_day1.JPG,0.57064,W8O39_day11_exp3B,W8O39_3B_day11.JPG,0.47949,-0.159732931,-0.09115
2,B,A,5,nutrient,A_5,30,S,S,S_S,198,A_5_30_S_S,G31Y83,G31Y83_exp2B,1,G31Y83_day1_exp2B,G31Y83_2B_day1.JPG,0.50971,G31Y83_day11_exp2B,G31Y83_2B_day11.JPG,0.47657,-0.065017363,-0.03314
2,A,A,5,nutrient,A_5,30,S,A,S_A,221,A_5_30_S_A,G38Y35,G38Y35_exp2A,1,G38Y35_day1_exp2A,G38Y35_2A_day1.JPG,0.50602,G38Y35_day11_exp2A,G38Y35_2A_day11.JPG,0.47085,-0.069503182,-0.03517
2,A,A,5,nutrient,A_5,30,F,S,F_S,198,A_5_30_F_S,G35Y23,G35Y23_exp2A,1,G35Y23_day1_exp2A,G35Y23_2A_day1.JPG,0.44176,G35Y23_day11_exp2A,G35Y23_2A_day11.JPG,0.47011,0.064175118,0.02835
3,B,A,5,nutrient,A_5,20,S,S,S_S,254,A_5_20_S_S,O11G25,O11G25_exp3B,1,O11G25_day1_exp3B,O13Y7_3B_day1.JPG,0.30986,O11G25_day11_exp3B,O11G25_3B_day11.JPG,0.46883,0.513038146,0.15897
3,B,A,5,nutrient,A_5,30,F,A,F_A,242,A_5_30_F_A,W8O36,W8O36_exp3B,1,W8O36_day1_exp3B,W8O36_3B_day1.JPG,0.42147,W8O36_day11_exp3B,W8O36_3B_day11.JPG,0.46766,0.109592616,0.04619
2,A,A,5,nutrient,A_5,30,S,S,S_S,222,A_5_30_S_S,G38Y38,G38Y38_exp2A,1,G38Y38_day1_exp2A,G38Y38_2A_day1.JPG,0.41787,G38Y38_day11_exp2A,G38Y38_2A_day11.JPG,0.46672,0.116902386,0.04885
2,B,A,5,nutrient,A_5,20,F,A,F_A,212,A_5_20_F_A,G36Y25,G36Y25_exp2B,1,G36Y25_day1_exp2B,G36Y25_2B_day1.JPG,0.4131,G36Y25_day11_exp2B,G36Y25_2B_day11.JPG,0.46629,0.12875817,0.05319
2,B,A,5,nutrient,A_5,30,F,S,F_S,211,A_5_30_F_S,G29Y73,G29Y73_exp2B,11,G29Y73_day1_exp2B,G29Y73_2B_day1.JPG,0.46959,G29Y73_day11_exp2B,G29Y73_2B_day11.JPG,0.46089,-0.0185268,-0.0087
1,A,A,5,nutrient,A_5,20,S,S,S_S,144,A_5_20_S_S,G27Y57,G27Y57_exp1A,1,G27Y57_day1_exp1A,G27Y57_1A_day1.JPG,0.55761,G27Y57_day11_exp1A,G27Y57_1A_day11.JPG,0.45421,-0.185434264,-0.1034
3,B,A,5,nutrient,A_5,30,F,A,F_A,243,A_5_30_F_A,W7O35,W7O35_exp3B,1,W7O35_day1_exp3B,W7O35_3B_day1.JPG,0.47153,W7O35_day11_exp3B,W7O35_3B_day11.JPG,0.45369,-0.037834284,-0.01784
2,A,A,5,nutrient,A_5,20,S,A,S_A,233,A_5_20_S_A,G32Y90,G32Y90_exp2A,1,G32Y90_day1_exp2A,G32Y90_2A_day1.JPG,0.48679,G32Y90_day11_exp2A,G32Y90_2A_day11.JPG,0.44956,-0.076480618,-0.03723
3,A,A,5,nutrient,A_5,20,F,A,F_A,237,A_5_20_F_A,G30Y77,G30Y77_exp3A,1,G30Y77_day1_exp3A,G30Y77_3A_day1.JPG,0.37358,G30Y77_day11_exp3A,G30Y77_3A_day11(1).JPG,0.44949,0.203196103,0.07591
2,B,A,5,nutrient,A_5,30,F,S,F_S,228,A_5_30_F_S,G29Y74,G29Y74_exp2B,11,G29Y74_day1_exp2B,G29Y74_2B_day1.JPG,0.43468,G29Y74_day11_exp2B,G29Y74_2B_day11.JPG,0.44779,0.030160118,0.01311
2,A,A,5,nutrient,A_5,20,S,S,S_S,222,A_5_20_S_S,G32Y93,G32Y93_exp2A,1,G32Y93_day1_exp2A,G32Y93_2A_day1.JPG,0.44803,G32Y93_day11_exp2A,G32Y93_2A_day11.JPG,0.44768,-0.000781198,-0.00035
1,B,A,5,nutrient,A_5,20,S,S,S_S,182,A_5_20_S_S,G38Y38,G38Y38_exp1B,1,G38Y38_day1_exp1B,G38Y38_1B_day1.JPG,0.4409,G38Y38_day11_exp1B,G38Y38_1B_day11.JPG,0.44332,0.005488773,0.00242
3,A,A,5,nutrient,A_5,30,F,A,F_A,235,A_5_30_F_A,G35Y12,G35Y12_exp3A,1,G35Y12_day1_exp3A,G35Y12_3A_day1.JPG,0.38079,G35Y12_day11_exp3A,G35Y12_3A_day11.JPG,0.44173,0.160035715,0.06094
1,B,A,5,nutrient,A_5,30,F,A,F_A,186,A_5_30_F_A,G33Y97,G33Y97_exp1B,1,G33Y97_day1_exp1B,G33Y97_1B_day1.JPG,0.34496,G33Y97_day11_exp1B,G33Y97_1B_day11.JPG,0.43954,0.274176716,0.09458
2,A,A,5,nutrient,A_5,30,F,A,F_A,196,A_5_30_F_A,G35Y12,G35Y12_exp2A,1,G35Y12_day1_exp2A,G35Y12_2A_day1.JPG,0.32398,G35Y12_day11_exp2A,G35Y12_2A_day11.JPG,0.43918,0.355577505,0.1152
3,B,A,5,nutrient,A_5,20,S,A,S_A,248,A_5_20_S_A,O11G24,O11G24_exp3B,1,O11G24_day1_exp3B,O13Y12_3B_day1.JPG,0.46576,O11G24_day11_exp3B,O11G24_3B_day11.JPG,0.43721,-0.061297664,-0.02855
2,B,A,5,nutrient,A_5,20,F,S,F_S,171,A_5_20_F_S,G36Y28,G36Y28_exp2B,1,G36Y28_day1_exp2B,G36Y28_2B_day1.JPG,0.41339,G36Y28_day11_exp2B,G36Y28_2B_day11.JPG,0.43587,0.054379642,0.02248
3,A,A,5,nutrient,A_5,20,S,A,S_A,237,A_5_20_S_A,G32Y90,G32Y90_exp3A,1,G32Y90_day1_exp3A,G32Y90_3A_day1.JPG,0.4458,G32Y90_day11_exp3A,G32Y90_3A_day11.jpg,0.4349,-0.024450426,-0.0109
3,A,A,5,nutrient,A_5,30,F,S,F_S,240,A_5_30_F_S,G35Y23,G35Y23_exp3A,1,G35Y23_day1_exp3A,G35Y23_3A_day1.JPG,0.31573,G35Y23_day11_exp3A,G35Y23_3A_day11.JPG,0.42927,0.35961106,0.11354
2,A,A,5,nutrient,A_5,20,F,A,F_A,232,A_5_20_F_A,G30Y77,G30Y77_exp2A,1,G30Y77_day1_exp2A,G30Y77_2A_day1.JPG,0.39325,G30Y77_day11_exp2A,G30Y77_2A_day11.JPG,0.4268,0.085314685,0.03355
2,B,A,5,nutrient,A_5,20,S,S,S_S,233,A_5_20_S_S,G37Y33,G37Y33_exp2B,1,G37Y33_day1_exp2B,G37Y33_2B_day1.JPG,0.48455,G37Y33_day11_exp2B,G37Y33_2B_day11.JPG,0.4241,-0.124754927,-0.06045
2,B,A,5,nutrient,A_5,30,S,S,S_S,218,A_5_30_S_S,G31Y84,G31Y84_exp2B,1,G31Y84_day1_exp2B,G31Y84_2B_day1.JPG,0.44329,G31Y84_day11_exp2B,G31Y84_2B_day11.JPG,0.42299,-0.04579395,-0.0203
3,A,A,5,nutrient,A_5,20,S,S,S_S,240,A_5_20_S_S,G32Y92,G32Y92_exp3A,1,G32Y92_day1_exp3A,G32Y92_3A_day1.JPG,0.49052,G32Y92_day11_exp3A,G32Y92_3A_day11.JPG,0.42253,-0.138608008,-0.06799
3,B,A,5,nutrient,A_5,20,S,S,S_S,252,A_5_20_S_S,O11G26,O11G26_exp3B,1,O11G26_day1_exp3B,O13Y8_3B_day1.JPG,0.2012,O11G26_day11_exp3B,O11G26_3B_day11.JPG,0.42205,1.097664016,0.22085
3,B,A,5,nutrient,A_5,30,S,S,S_S,255,A_5_30_S_S,W10O44,W10O44_exp3B,1,W10O44_day1_exp3B,W10O44_3B_day1.JPG,0.44768,W10O44_day11_exp3B,W10O44_3B_day11.JPG,0.41646,-0.069737312,-0.03122
1,A,A,5,nutrient,A_5,20,F,S,F_S,151,A_5_20_F_S,G36Y27,G36Y27_exp1A,1,G36Y27_day1_exp1A,G36Y27_1A_day1.JPG,0.35891,G36Y27_day11_exp1A,G36Y27_1A_day11.JPG,0.4154,0.157393218,0.05649
3,A,A,5,nutrient,A_5,30,F,A,F_A,237,A_5_30_F_A,G35Y14,G35Y14_exp3A,1,G35Y14_day1_exp3A,G35Y14_3A_day1.JPG,0.40166,G35Y14_day11_exp3A,G35Y14_3A_day11.JPG,0.4151,0.033461136,0.01344
2,B,A,5,nutrient,A_5,20,F,S,F_S,211,A_5_20_F_S,G36Y27,G36Y27_exp2B,1,G36Y27_day1_exp2B,G36Y27_2B_day1.JPG,0.41258,G36Y27_day11_exp2B,G36Y27_2B_day11.JPG,0.41438,0.00436279,0.0018
1,A,A,5,nutrient,A_5,30,F,S,F_S,144,A_5_30_F_S,G32Y90,G32Y90_exp1A,1,G32Y90_day1_exp1A,G32Y90_1A_day1.JPG,0.56721,G32Y90_day11_exp1A,G32Y90_1A_day11.JPG,0.41386,-0.270358421,-0.15335
2,A,A,5,nutrient,A_5,30,S,A,S_A,198,A_5_30_S_A,G38Y34,G38Y34_exp2A,1,G38Y34_day1_exp2A,G38Y34_2A_day1.JPG,0.33528,G38Y34_day11_exp2A,G38Y34_2A_day11.JPG,0.40999,0.222828681,0.07471
3,A,A,5,nutrient,A_5,30,F,A,F_A,237,A_5_30_F_A,G34Y5,G34Y5_exp3A,1,G34Y5_day1_exp3A,G34Y5_3A_day1.JPG,0.41768,G34Y5_day11_exp3A,G34Y5_3A_day11.JPG,0.40961,-0.019321011,-0.00807
3,A,A,5,nutrient,A_5,20,S,A,S_A,237,A_5_20_S_A,G32Y88,G32Y88_exp3A,1,G32Y88_day1_exp3A,G32Y88_3A_day1.JPG,0.44925,G32Y88_day11_exp3A,G32Y88_3A_day11.JPG,0.40593,-0.096427379,-0.04332
1,A,A,5,nutrient,A_5,30,S,S,S_S,153,A_5_30_S_S,G37Y32,G37Y32_exp1A,1,G37Y32_day1_exp1A,G37Y32_1A_day1.JPG,0.39793,G37Y32_day11_exp1A,G37Y32_1A_day11.JPG,0.4001,0.00545322,0.00217
2,A,A,5,nutrient,A_5,20,F,S,F_S,198,A_5_20_F_S,G30Y78,G30Y78_exp2A,1,G30Y78_day1_exp2A,G30Y78_2A_day1.JPG,0.40583,G30Y78_day11_exp2A,G30Y78_2A_day11.JPG,0.39642,-0.023187049,-0.00941
2,A,A,5,nutrient,A_5,20,S,S,S_S,201,A_5_20_S_S,G32Y92,G32Y92_exp2A,1,G32Y92_day1_exp2A,G32Y92_2A_day1.JPG,0.36627,G32Y92_day11_exp2A,G32Y92_2A_day11.JPG,0.39479,0.077866055,0.02852
2,B,A,5,nutrient,A_5,20,F,S,F_S,191,A_5_20_F_S,G36Y26,G36Y26_exp2B,1,G36Y26_day1_exp2B,G36Y26_2B_day1.JPG,0.36753,G36Y26_day11_exp2B,G36Y26_2B_day11.JPG,0.3947,0.073925938,0.02717
2,A,A,5,nutrient,A_5,20,F,S,F_S,220,A_5_20_F_S,G30Y79,G30Y79_exp2A,1,G30Y79_day1_exp2A,G30Y79_2A_day1.JPG,0.42553,G30Y79_day11_exp2A,G30Y79_2A_day11.JPG,0.39302,-0.076398844,-0.03251
3,B,A,5,nutrient,A_5,20,S,S,S_S,242,A_5_20_S_S,O11G22,O11G22_exp3B,1,O11G22_day1_exp3B,O13Y10_3B_day1.JPG,0.48328,O11G22_day11_exp3B,O11G22_3B_day11.JPG,0.39126,-0.190407217,-0.09202
