exp_num,subrun,N_species,N_dose,control_or_nutrient,N_species_dose,temp,food,sym_state,food_sym_state,col_num,treat_ID,beetag,beetag_exprun,image_day,beetag_day1_exp_concat,image_name_day1,red_day1,beetag_day11_exp_concat,image_name_day11,red_day11,red_percent_change,red_delta
1,B,A,5,nutrient,A_5,30,S,A,S_A,187,A_5_30_S_A,Y12B64,Y12B64_exp1B,1,Y12B64_day1_exp1B,Y12B64_1B_day1.JPG,0.36638,Y12B64_day11_exp1B,Y12B64_1B_day11.JPG,0.39073,0.066461051,0.02435
3,A,A,5,nutrient,A_5,20,F,S,F_S,241,A_5_20_F_S,G30Y79,G30Y79_exp3A,1,G30Y79_day1_exp3A,G30Y79_3A_day1.JPG,0.36729,G30Y79_day11_exp3A,G30Y78_3A_day11.JPG,0.38954,0.060578834,0.02225
3,B,A,5,nutrient,A_5,30,F,S,F_S,245,A_5_30_F_S,W8O37,W8O37_exp3B,1,W8O37_day1_exp3B,W8O37_3B_day1.JPG,0.37035,W8O37_day11_exp3B,W8O37_3B_day11.JPG,0.38891,0.050114756,0.01856
1,B,A,5,nutrient,A_5,20,F,S,F_S,173,A_5_20_F_S,G35Y24,G35Y24_exp1B,1,G35Y24_day1_exp1B,G35Y24_1B_day1.JPG,0.50935,G35Y24_day11_exp1B,G35Y24_1B_day11.JPG,0.38589,-0.242387356,-0.12346
3,B,A,5,nutrient,A_5,20,F,S,F_S,243,A_5_20_F_S,O10G21,O10G21_exp3B,1,O10G21_day1_exp3B,O12Y5_3B_day1.JPG,0.3957,O10G21_day11_exp3B,O10G21_3B_day11.JPG,0.38158,-0.035683599,-0.01412
1,B,A,5,nutrient,A_5,20,S,A,S_A,187,A_5_20_S_A,G38Y36,G38Y36_exp1B,1,G38Y36_day1_exp1B,G38Y36_1B_day1.JPG,0.36974,G38Y36_day11_exp1B,G38Y36_1B_day11.JPG,0.37866,0.024125061,0.00892
1,B,A,5,nutrient,A_5,30,S,A,S_A,181,A_5_30_S_A,Y12B63,Y12B63_exp1B,1,Y12B63_day1_exp1B,Y12B63_1B_day1.JPG,0.37586,Y12B63_day11_exp1B,Y12B63_1B_day11.JPG,0.37118,-0.012451445,-0.00468
2,A,A,5,nutrient,A_5,20,F,A,F_A,195,A_5_20_F_A,G30Y75,G30Y75_exp2A,1,G30Y75_day1_exp2A,G30Y75_2A_day1.JPG,0.3351,G30Y75_day11_exp2A,G30Y75_2A_day11.JPG,0.37073,0.10632647,0.03563
2,A,A,5,nutrient,A_5,20,S,A,S_A,197,A_5_20_S_A,G32Y87,G32Y87_exp2A,1,G32Y87_day1_exp2A,G32Y87_2A_day1.JPG,0.26479,G32Y87_day11_exp2A,G32Y87_2A_day11.JPG,0.36981,0.396616186,0.10502
1,A,A,5,nutrient,A_5,20,F,S,F_S,143,A_5_20_F_S,G36Y26,G36Y26_exp1A,1,G36Y26_day1_exp1A,G36Y26_1A_day1.JPG,0.4384,G36Y26_day11_exp1A,G36Y26_1A_day11.JPG,0.36808,-0.16040146,-0.07032
3,A,A,5,nutrient,A_5,20,F,A,F_A,237,A_5_20_F_A,G30Y76,G30Y76_exp3A,1,G30Y76_day1_exp3A,G30Y76_3A_day1.JPG,0.359,G30Y76_day11_exp3A,G30Y76_3A_day11.JPG,0.3617,0.007520891,0.0027
1,A,A,5,nutrient,A_5,30,S,A,S_A,155,A_5_30_S_A,G37Y29,G37Y29_exp1A,1,G37Y29_day1_exp1A,G37Y29_1A_day1.JPG,0.31238,G37Y29_day11_exp1A,G37Y29_1A_day11.JPG,0.35563,0.138453166,0.04325
2,B,A,5,nutrient,A_5,20,S,A,S_A,171,A_5_20_S_A,G37Y29,G37Y29_exp2B,1,G37Y29_day1_exp2B,G37Y29_2B_day1.JPG,0.43376,G37Y29_day11_exp2B,G37Y29_2B_day11.JPG,0.35545,-0.180537624,-0.07831
2,A,A,5,nutrient,A_5,30,S,A,S_A,175,A_5_30_S_A,G38Y36,G38Y36_exp2A,1,G38Y36_day1_exp2A,G38Y36_2A_day1.JPG,0.28684,G38Y36_day11_exp2A,G38Y36_2A_day11.JPG,0.35175,0.226293404,0.06491
3,B,A,5,nutrient,A_5,20,F,S,F_S,248,A_5_20_F_S,O10G17,O10G17_exp3B,1,O10G17_day1_exp3B,O12Y3_3B_day1.JPG,0.33765,O10G17_day11_exp3B,O10G17_3B_day11.JPG,0.34127,0.010721161,0.00362
1,A,A,5,nutrient,A_5,20,F,A,F_A,152,A_5_20_F_A,G36Y25,G36Y25_exp1A,1,G36Y25_day1_exp1A,G36Y25_1A_day1.JPG,0.3916,G36Y25_day11_exp1A,G36Y25_1A_day11.JPG,0.34086,-0.129570991,-0.05074
2,A,A,5,nutrient,A_5,30,F,A,F_A,232,A_5_30_F_A,G35Y21,G35Y21_exp2A,1,G35Y21_day1_exp2A,G35Y21_2A_day1.JPG,0.28218,G35Y21_day11_exp2A,G35Y21_2A_day11.JPG,0.3369,0.193918775,0.05472
1,B,A,5,nutrient,A_5,20,S,A,S_A,168,A_5_20_S_A,G38Y34,G38Y34_exp1B,1,G38Y34_day1_exp1B,G38Y34_1B_day1.JPG,0.34172,G38Y34_day11_exp1B,G38Y34_1B_day11.JPG,0.3331,-0.025225331,-0.00862
3,A,A,5,nutrient,A_5,30,S,A,S_A,237,A_5_30_S_A,G38Y35,G38Y35_exp3A,1,G38Y35_day1_exp3A,G38Y35_3A_day1.JPG,0.30631,G38Y35_day11_exp3A,G38Y35_3A_day11.JPG,0.3296,0.076034083,0.02329
1,A,A,5,nutrient,A_5,20,S,S,S_S,153,A_5_20_S_S,G27Y58,G27Y58_exp1A,1,G27Y58_day1_exp1A,G27Y58_1A_day1.JPG,0.33053,G27Y58_day11_exp1A,G27Y58_1A_day11.JPG,0.32887,-0.005022237,-0.00166
2,A,A,5,nutrient,A_5,20,S,A,S_A,218,A_5_20_S_A,G32Y88,G32Y88_exp2A,1,G32Y88_day1_exp2A,G32Y88_2A_day1.JPG,0.3696,G32Y88_day11_exp2A,G32Y88_2A_day11.JPG,0.32844,-0.111363636,-0.04116
3,B,A,5,nutrient,A_5,20,F,A,F_A,242,A_5_20_F_A,O10G14,O10G14_exp3B,1,O10G14_day1_exp3B,O12Y1_3B_day1.JPG,0.29352,O10G14_day11_exp3B,O10G14_3B_day11.JPG,0.32134,0.094780594,0.02782
1,B,A,5,nutrient,A_5,20,F,A,F_A,178,A_5_20_F_A,G35Y14,G35Y14_exp1B,1,G35Y14_day1_exp1B,G35Y14_1B_day1.JPG,0.34924,G35Y14_day11_exp1B,G35Y14_1B_day11.JPG,0.31616,-0.094719963,-0.03308
3,A,A,5,nutrient,A_5,20,F,S,F_S,239,A_5_20_F_S,G30Y78,G30Y78_exp3A,1,G30Y78_day1_exp3A,G30Y78_3A_day1.JPG,0.29497,G30Y78_day11_exp3A,G30Y77_3A_day11.JPG,0.31536,0.069125674,0.02039
3,B,A,5,nutrient,A_5,30,S,S,S_S,245,A_5_30_S_S,W10O43,W10O43_exp3B,1,W10O43_day1_exp3B,W10O43_3B_day1.JPG,0.35074,W10O43_day11_exp3B,W10O43_3B_day11.JPG,0.31013,-0.115783771,-0.04061
1,B,A,5,nutrient,A_5,30,S,S,S_S,182,A_5_30_S_S,Y12B67,Y12B67_exp1B,1,Y12B67_day1_exp1B,Y12B67_1B_day1.JPG,0.3594,Y12B67_day11_exp1B,Y12B67_1B_day11.JPG,0.30676,-0.146466333,-0.05264
3,A,A,5,nutrient,A_5,30,S,A,S_A,237,A_5_30_S_A,G38Y34,G38Y34_exp3A,1,G38Y34_day1_exp3A,G38Y34_3A_day1.JPG,0.31511,G38Y34_day11_exp3A,G38Y34_3A_day11.JPG,0.30366,-0.036336517,-0.01145
1,A,A,5,nutrient,A_5,20,S,A,S_A,162,A_5_20_S_A,G27Y55,G27Y55_exp1A,1,G27Y55_day1_exp1A,G27Y55_1A_day1.JPG,0.28853,G27Y55_day11_exp1A,G27Y55_1A_day11.JPG,0.30337,0.051433127,0.01484
2,B,A,5,nutrient,A_5,30,S,A,S_A,178,A_5_30_S_A,G31Y80,G31Y80_exp2B,1,G31Y80_day1_exp2B,G31Y80_2B_day1.JPG,0.34336,G31Y80_day11_exp2B,G31Y80_2B_day11.JPG,0.29799,-0.132135368,-0.04537
3,A,A,5,nutrient,A_5,20,S,A,S_A,236,A_5_20_S_A,G32Y87,G32Y87_exp3A,1,G32Y87_day1_exp3A,G32Y87_3A_day1.JPG,0.34228,G32Y87_day11_exp3A,G32Y87_3A_day11.JPG,0.29,-0.152740446,-0.05228
2,A,A,5,nutrient,A_5,30,S,S,S_S,205,A_5_30_S_S,G38Y37,G38Y37_exp2A,1,G38Y37_day1_exp2A,G38Y37_2A_day1.JPG,0.40224,G38Y37_day11_exp2A,G38Y37_2A_day11.JPG,0.28518,-0.291020286,-0.11706
3,B,A,5,nutrient,A_5,20,F,A,F_A,244,A_5_20_F_A,O10G15,O10G15_exp3B,1,O10G15_day1_exp3B,O12Y2_3B_day1.JPG,0.34342,O10G15_day11_exp3B,O10G15_3B_day11.JPG,0.27911,-0.187263409,-0.06431
2,B,A,5,nutrient,A_5,30,S,S,S_S,233,A_5_30_S_S,G31Y85,G31Y85_exp2B,1,G31Y85_day1_exp2B,G31Y85_2B_day1.JPG,0.28075,G31Y85_day11_exp2B,G31Y85_2B_day11.JPG,0.27843,-0.00826358,-0.00232
3,B,A,5,nutrient,A_5,30,S,S,S_S,250,A_5_30_S_S,W10O42,W10O42_exp3B,1,W10O42_day1_exp3B,W10O42_3B_day1.JPG,0.34251,W10O42_day11_exp3B,W10O42_3B_day11.JPG,0.27476,-0.197804444,-0.06775
3,B,A,5,nutrient,A_5,30,S,A,S_A,242,A_5_30_S_A,W10O41,W10O41_exp3B,1,W10O41_day1_exp3B,W10O41_3B_day1.JPG,0.29312,W10O41_day11_exp3B,W10O41_3B_day11.JPG,0.26996,-0.079012009,-0.02316
1,B,A,5,nutrient,A_5,20,S,A,S_A,179,A_5_20_S_A,G38Y35,G38Y35_exp1B,1,G38Y35_day1_exp1B,G38Y35_1B_day1.JPG,0.25843,G38Y35_day11_exp1B,G38Y35_1B_day11.JPG,0.26843,0.038695198,0.01
3,A,A,5,nutrient,A_5,30,S,A,S_A,238,A_5_30_S_A,G38Y36,G38Y36_exp3A,1,G38Y36_day1_exp3A,G38Y36_3A_day1.JPG,0.24037,G38Y36_day11_exp3A,G38Y36_3A_day11.JPG,0.26461,0.100844531,0.02424
2,B,A,5,nutrient,A_5,30,F,A,F_A,213,A_5_30_F_A,G29Y71,G29Y71_exp2B,11,G29Y71_day1_exp2B,G29Y71_2B_day1.JPG,0.30449,G29Y71_day11_exp2B,G29Y71_2B_day11.JPG,0.264,-0.132976452,-0.04049
1,A,A,5,nutrient,A_5,20,S,A,S_A,146,A_5_20_S_A,G27Y56,G27Y56_exp1A,1,G27Y56_day1_exp1A,G27Y56_1A_day1.JPG,0.29545,G27Y56_day11_exp1A,G27Y56_1A_day11.JPG,0.260577,-0.118033508,-0.034873
2,B,A,5,nutrient,A_5,30,F,S,F_S,196,A_5_30_F_S,G29Y72,G29Y72_exp2B,11,G29Y72_day1_exp2B,G29Y72_2B_day1.JPG,0.28315,G29Y72_day11_exp2B,G29Y72_2B_day11.JPG,0.24549,-0.133003708,-0.03766
2,B,A,5,nutrient,A_5,20,S,S,S_S,196,A_5_20_S_S,G37Y31,G37Y31_exp2B,1,G37Y31_day1_exp2B,G37Y31_2B_day1.JPG,0.26176,G37Y31_day11_exp2B,G37Y31_2B_day11.JPG,0.24242,-0.073884474,-0.01934
2,B,A,5,nutrient,A_5,20,S,S,S_S,217,A_5_20_S_S,G37Y32,G37Y32_exp2B,1,G37Y32_day1_exp2B,G37Y32_2B_day1.JPG,0.21892,G37Y32_day11_exp2B,G37Y32_2B_day11.JPG,0.2403,0.097661246,0.02138
3,A,A,5,nutrient,A_5,30,F,A,F_A,237,A_5_30_F_A,G35Y21,G35Y21_exp3A,1,G35Y21_day1_exp3A,G35Y21_3A_day1.JPG,0.23463,G35Y21_day11_exp3A,G35Y21_3A_day11.JPG,0.22636,-0.035246985,-0.00827
1,B,A,5,nutrient,A_5,20,F,A,F_A,184,A_5_20_F_A,G35Y21,G35Y21_exp1B,1,G35Y21_day1_exp1B,G35Y21_1B_day1.JPG,0.21768,G35Y21_day11_exp1B,G35Y21_1B_day11.JPG,0.21782,0.000643146,0.00014
3,A,A,5,nutrient,A_5,30,S,A,S_A,238,A_5_30_S_A,R21W97,R21W97_exp3A,1,R21W97_day1_exp3A,R21W97_3A_day1.JPG,0.21833,R21W97_day11_exp3A,R21W97_3A_day11.JPG,0.21582,-0.011496359,-0.00251
2,B,A,5,nutrient,A_5,30,S,A,S_A,225,A_5_30_S_A,G31Y82,G31Y82_exp2B,1,G31Y82_day1_exp2B,G31Y82_2B_day1.JPG,0.21471,G31Y82_day11_exp2B,G31Y82_2B_day11.JPG,0.19966,-0.070094546,-0.01505
3,B,A,5,nutrient,A_5,20,S,A,S_A,247,A_5_20_S_A,O11G23,O11G23_exp3B,1,O11G23_day1_exp3B,O13Y11_3B_day1.JPG,0.37938,O11G23_day11_exp3B,O11G23_3B_day11.JPG,0.19643,-0.482234172,-0.18295
3,A,A,5,nutrient,A_5,30,S,S,S_S,241,A_5_30_S_S,G38Y38,G38Y38_exp3A,1,G38Y38_day1_exp3A,G38Y38_3A_day1.JPG,0.48436,G38Y38_day11_exp3A,G38Y38_3A_day11.JPG,-0.20386,-1.420885292,-0.68822
1,B,A,7.5,nutrient,A_7.5,20,S,S,S_S,167,A_7.5_20_S_S,Y23B1927,Y23B1927_exp1B,1,Y23B1927_day1_exp1B,Y23B19_1B_day1.JPG,0.4624,Y23B1927_day11_exp1B,Y23B19_1B_day11.JPG,0.63279,0.368490484,0.17039
2,B,A,7.5,nutrient,A_7.5,20,F,A,F_A,170,A_7.5_20_F_A,Y10B50,Y10B50_exp2B,1,Y10B50_day1_exp2B,Y10B50_2B_day1.JPG,0.53426,Y10B50_day11_exp2B,Y10B50_2B_day11.JPG,0.60161,0.126062217,0.06735
2,A,A,7.5,nutrient,A_7.5,30,S,A,S_A,198,A_7.5_30_S_A,Y23B3299,Y23B3299_exp2A,1,Y23B3299_day1_exp2A,Y23B3299_2A_day1.JPG,0.37109,Y23B3299_day11_exp2A,Y23B9_2A_day11.JPG,0.582,0.568352691,0.21091
1,B,A,7.5,nutrient,A_7.5,30,F,S,F_S,167,A_7.5_30_F_S,Y3B28,Y3B28_exp1B,1,Y3B28_day1_exp1B,Y3B28_1B_day1.JPG,0.53557,Y3B28_day11_exp1B,Y3B28_1B_day11.JPG,0.55176,0.030229475,0.01619
1,B,A,7.5,nutrient,A_7.5,20,S,S,S_S,182,A_7.5_20_S_S,Y23B3299,Y23B3299_exp1B,1,Y23B3299_day1_exp1B,Y23B32_1B_day1.JPG,0.48704,Y23B3299_day11_exp1B,Y23B32_1B_day11.JPG,0.52867,0.085475526,0.04163
3,A,A,7.5,nutrient,A_7.5,30,S,S,S_S,241,A_7.5_30_S_S,Y13B74,Y13B74_exp3A,1,Y13B74_day1_exp3A,Y13B74_3A_day1.JPG,0.36128,Y13B74_day11_exp3A,Y13B74_3A_day1.JPG,0.52587,0.455574624,0.16459
3,B,A,7.5,nutrient,A_7.5,30,F,S,F_S,253,A_7.5_30_F_S,W13O59,W13O59_exp3B,1,W13O59_day1_exp3B,W13O59_3B_day1.JPG,0.36677,W13O59_day11_exp3B,W12O54_3B_day11.JPG,0.52566,0.433214276,0.15889
1,B,A,7.5,nutrient,A_7.5,20,F,A,F_A,178,A_7.5_20_F_A,Y20B95,Y20B95_exp1B,1,Y20B95_day1_exp1B,Y20B95_1B_day1.JPG,0.4704,Y20B95_day11_exp1B,Y20B95_1B_day11.JPG,0.52095,0.107461735,0.05055
2,A,A,7.5,nutrient,A_7.5,20,F,A,F_A,209,A_7.5_20_F_A,Y7B41,Y7B41_exp2A,1,Y7B41_day1_exp2A,Y7B41_2A_day1.JPG,0.42746,Y7B41_day11_exp2A,Y7B41_2A_day11.JPG,0.51713,0.209774014,0.08967
1,B,A,7.5,nutrient,A_7.5,30,S,S,S_S,171,A_7.5_30_S_S,Y4B33,Y4B33_exp1B,1,Y4B33_day1_exp1B,Y4B33_1B_day1.JPG,0.53661,Y4B33_day11_exp1B,Y4B33_1B_day11.JPG,0.51591,-0.038575502,-0.0207
1,B,A,7.5,nutrient,A_7.5,20,F,S,F_S,166,A_7.5_20_F_S,Y20B100,Y20B100_exp1B,1,Y20B100_day1_exp1B,Y20B100_1B_day1.JPG,0.48714,Y20B100_day11_exp1B,Y20B100_1B_day11.JPG,0.51491,0.057006199,0.02777
2,B,A,7.5,nutrient,A_7.5,30,S,A,S_A,178,A_7.5_30_S_A,Y21B5628,Y21B5628_exp2B,1,Y21B5628_day1_exp2B,Y21B56_2B_day1.JPG,0.46816,Y21B5628_day11_exp2B,Y21B56_2B_day11..JPG,0.50274,0.073863636,0.03458
3,B,A,7.5,nutrient,A_7.5,30,F,A,F_A,242,A_7.5_30_F_A,W13O56,W13O56_exp3B,1,W13O56_day1_exp3B,W13O56_3B_day1.JPG,0.365,W13O56_day11_exp3B,W12O51_3B_day11.JPG,0.50191,0.37509589,0.13691
3,A,A,7.5,nutrient,A_7.5,20,F,A,F_A,234,A_7.5_20_F_A,Y4B30,Y4B30_exp3A,1,Y4B30_day1_exp3A,Y4B30_3A_day1.JPG,0.44491,Y4B30_day11_exp3A,Y4B30_3A_day11.JPG,0.50073,0.125463577,0.05582
2,A,A,7.5,nutrient,A_7.5,20,F,S,F_S,220,A_7.5_20_F_S,Y7B44,Y7B44_exp2A,1,Y7B44_day1_exp2A,Y7B44_2A_day1.JPG,0.45808,Y7B44_day11_exp2A,Y7B44_2A_day11.JPG,0.49948,0.090377227,0.0414
2,A,A,7.5,nutrient,A_7.5,30,S,S,S_S,206,A_7.5_30_S_S,Y23B1026,Y23B1026_exp2A,1,Y23B1026_day1_exp2A,Y23B1026_2A_day1.JPG,0.38503,Y23B1026_day11_exp2A,Y23B21_2A_day11.JPG,0.49921,0.296548321,0.11418
2,A,A,7.5,nutrient,A_7.5,30,F,S,F_S,221,A_7.5_30_F_S,Y20B21,Y20B21_exp2A,1,Y20B21_day1_exp2A,Y20B21_2A_day1.JPG,0.45493,Y20B21_day11_exp2A,Y20B21_2A_day11.JPG,0.49017,0.077462467,0.03524
3,B,A,7.5,nutrient,A_7.5,20,S,A,S_A,239,A_7.5_20_S_A,O14Y20,O14Y20_exp3B,1,O14Y20_day1_exp3B,O14Y20_3B_day1.JPG,0.50343,O14Y20_day11_exp3B,O14Y20_3B_day11.JPG,0.48506,-0.036489681,-0.01837
3,B,A,7.5,nutrient,A_7.5,30,S,S,S_S,245,A_7.5_30_S_S,W14O64,W14O64_exp3B,1,W14O64_day1_exp3B,W14O64_3B_day1.JPG,0.42069,W14O64_day11_exp3B,W13O58_3B_day11.JPG,0.47817,0.136632675,0.05748
2,B,A,7.5,nutrient,A_7.5,30,S,S,S_S,219,A_7.5_30_S_S,Y21B6232,Y21B6232_exp2B,1,Y21B6232_day1_exp2B,Y21B62_2B_day1.JPG,0.49065,Y21B6232_day11_exp2B,Y21B62_2B_day11.JPG,0.47802,-0.025741363,-0.01263
3,B,A,7.5,nutrient,A_7.5,30,S,A,S_A,249,A_7.5_30_S_A,W13O60,W13O60_exp3B,1,W13O60_day1_exp3B,W13O60_3B_day1.JPG,0.55002,W13O60_day11_exp3B,W12O55_3B_day11.JPG,0.47605,-0.134486019,-0.07397
2,A,A,7.5,nutrient,A_7.5,20,S,A,S_A,220,A_7.5_20_S_A,Y8B46,Y8B46_exp2A,1,Y8B46_day1_exp2A,Y8B46_2A_day1.JPG,0.41994,Y8B46_day11_exp2A,Y8B46_2A_day11.JPG,0.4711,0.121826928,0.05116
1,B,A,7.5,nutrient,A_7.5,30,F,A,F_A,167,A_7.5_30_F_A,Y3B25,Y3B25_exp1B,1,Y3B25_day1_exp1B,Y3B25_1B_day1.JPG,0.44897,Y3B25_day11_exp1B,Y3B25_1B_day11.JPG,0.47087,0.048778315,0.0219
2,A,A,7.5,nutrient,A_7.5,30,S,A,S_A,226,A_7.5_30_S_A,Y23B2009,Y23B2009_exp2A,1,Y23B2009_day1_exp2A,Y23B2009_2A_day1.JPG,0.35915,Y23B2009_day11_exp2A,Y23B99_2A_day11.JPG,0.468,0.303076709,0.10885
2,A,A,7.5,nutrient,A_7.5,30,F,S,F_S,198,A_7.5_30_F_S,Y20B17,Y20B17_exp2A,1,Y20B17_day1_exp2A,Y20B17_2A_day1.JPG,0.47825,Y20B17_day11_exp2A,Y20B17_2A_day11.JPG,0.46595,-0.025718766,-0.0123
3,A,A,7.5,nutrient,A_7.5,20,F,A,F_A,241,A_7.5_20_F_A,Y3B29,Y3B29_exp3A,1,Y3B29_day1_exp3A,Y3B29_3A_day1.JPG,0.51369,Y3B29_day11_exp3A,Y3B29_3A_day11.JPG,0.46323,-0.09823045,-0.05046
3,A,A,7.5,nutrient,A_7.5,30,F,S,F_S,240,A_7.5_30_F_S,Y13B73,Y13B73_exp3A,1,Y13B73_day1_exp3A,Y13B73_3A_day1.JPG,0.39837,Y13B73_day11_exp3A,Y13B73_3A_day1.JPG,0.46193,0.159550167,0.06356
3,A,A,7.5,nutrient,A_7.5,30,S,A,S_A,241,A_7.5_30_S_A,Y20B100,Y20B100_exp3A,1,Y20B100_day1_exp3A,Y20B100_3A_day1.JPG,0.47077,Y20B100_day11_exp3A,Y20B100_3A_day1.JPG,0.45761,-0.027954203,-0.01316
1,B,A,7.5,nutrient,A_7.5,20,S,A,S_A,190,A_7.5_20_S_A,Y23B1621,Y23B1621_exp1B,1,Y23B1621_day1_exp1B,Y23B16_1B_day1.JPG,0.44257,Y23B1621_day11_exp1B,Y23B16_1B_day11.JPG,0.45706,0.032740583,0.01449
1,A,A,7.5,nutrient,A_7.5,20,F,S,F_S,152,A_7.5_20_F_S,Y11B58,Y11B58_exp1A,1,Y11B58_day1_exp1A,Y11B58_1A_day1.JPG,0.32894,Y11B58_day11_exp1A,Y11B58_1A_day11.JPG,0.45419,0.380768529,0.12525
1,A,A,7.5,nutrient,A_7.5,30,F,S,F_S,157,A_7.5_30_F_S,Y15B85,Y15B85_exp1A,1,Y15B85_day1_exp1A,Y15B85_1A_day1.JPG,0.43836,Y15B85_day11_exp1A,Y15B85_1A_day11.JPG,0.4535,0.034537823,0.01514
2,B,A,7.5,nutrient,A_7.5,30,F,S,F_S,233,A_7.5_30_F_S,Y17B94,Y17B94_exp2B,1,Y17B94_day1_exp2B,Y17B94_2B_day1.JPG,0.51012,Y17B94_day11_exp2B,Y17B94_2B_day11.JPG,0.45247,-0.113012624,-0.05765
1,B,A,7.5,nutrient,A_7.5,30,F,S,F_S,181,A_7.5_30_F_S,Y3B29,Y3B29_exp1B,1,Y3B29_day1_exp1B,Y3B29_1B_day1.JPG,0.48409,Y3B29_day11_exp1B,Y3B29_1B_day11.JPG,0.45055,-0.069284637,-0.03354
1,A,A,7.5,nutrient,A_7.5,30,S,S,S_S,157,A_7.5_30_S_S,Y21B5437,Y21B5437_exp1A,1,Y21B5437_day1_exp1A,Y21B54_1A_day1.JPG,0.41396,Y21B5437_day11_exp1A,Y21B27_1A_day11.JPG,0.44078,0.064788868,0.02682
3,A,A,7.5,nutrient,A_7.5,30,F,A,F_A,241,A_7.5_30_F_A,Y12B67,Y12B67_exp3A,1,Y12B67_day1_exp3A,Y12B67_3A_day1.JPG,0.40498,Y12B67_day11_exp3A,Y12B67_3A_day11.JPG,0.44018,0.086917872,0.0352
2,B,A,7.5,nutrient,A_7.5,20,F,S,F_S,185,A_7.5_20_F_S,Y10B54,Y10B54_exp2B,1,Y10B54_day1_exp2B,Y10B54_2B_day1.JPG,0.41625,Y10B54_day11_exp2B,Y10B54_2B_day11.JPG,0.43779,0.051747748,0.02154
1,A,A,7.5,nutrient,A_7.5,20,S,S,S_S,144,A_7.5_20_S_S,Y17B92,Y17B92_exp1A,1,Y17B92_day1_exp1A,Y17B92_1A_day1.JPG,0.35844,Y17B92_day11_exp1A,Y17B92_1A_day11.JPG,0.43759,0.220817989,0.07915
3,B,A,7.5,nutrient,A_7.5,30,F,S,F_S,248,A_7.5_30_F_S,W13O58,W13O58_exp3B,1,W13O58_day1_exp3B,W13O58_3B_day1.JPG,0.56492,W13O58_day11_exp3B,W12O53_3B_day11.JPG,0.43319,-0.23318346,-0.13173
1,A,A,7.5,nutrient,A_7.5,20,F,S,F_S,155,A_7.5_20_F_S,Y11B59,Y11B59_exp1A,1,Y11B59_day1_exp1A,Y11B59_1A_day1.JPG,0.34932,Y11B59_day11_exp1A,Y11B59_1A_day11.JPG,0.43297,0.239465247,0.08365
3,B,A,7.5,nutrient,A_7.5,30,F,A,F_A,243,A_7.5_30_F_A,W12O55,W12O55_exp3B,1,W12O55_day1_exp3B,W12O55_3B_day1.JPG,0.46718,W12O55_day11_exp3B,O3B20_3B_day11.JPG,0.432,-0.075302881,-0.03518
1,B,A,7.5,nutrient,A_7.5,20,F,S,F_S,175,A_7.5_20_F_S,Y20B17,Y20B17_exp1B,1,Y20B17_day1_exp1B,Y20B17_1B_day1.JPG,0.44998,Y20B17_day11_exp1B,Y20B17_1B_day11.JPG,0.43157,-0.040912929,-0.01841
2,B,A,7.5,nutrient,A_7.5,20,F,S,F_S,192,A_7.5_20_F_S,Y10B52,Y10B52_exp2B,1,Y10B52_day1_exp2B,Y10B52_2B_day1.JPG,0.41345,Y10B52_day11_exp2B,Y10B52_2B_day11.JPG,0.42636,0.031225057,0.01291
3,A,A,7.5,nutrient,A_7.5,30,F,A,F_A,235,A_7.5_30_F_A,Y13B70,Y13B70_exp3A,1,Y13B70_day1_exp3A,Y13B70_3A_day1.JPG,0.40782,Y13B70_day11_exp3A,Y13B70_3A_day1.JPG,0.4249,0.041881222,0.01708
1,A,A,7.5,nutrient,A_7.5,30,S,A,S_A,158,A_7.5_30_S_A,Y21B9940,Y21B9940_exp1A,1,Y21B9940_day1_exp1A,Y21B99_1A_day1.JPG,0.3623,Y21B9940_day11_exp1A,Y21B99_1A_day11.JPG,0.42434,0.171239304,0.06204
2,A,A,7.5,nutrient,A_7.5,20,F,S,F_S,198,A_7.5_20_F_S,Y7B43,Y7B43_exp2A,1,Y7B43_day1_exp2A,Y7B43_2A_day1.JPG,0.47312,Y7B43_day11_exp2A,Y7B43_2A_day11.JPG,0.42309,-0.105744843,-0.05003
1,A,A,7.5,nutrient,A_7.5,30,F,S,F_S,153,A_7.5_30_F_S,Y15B84,Y15B84_exp1A,1,Y15B84_day1_exp1A,Y15B84_1A_day1.JPG,0.4345,Y15B84_day11_exp1A,Y15B84_1A_day11.JPG,4.19E-01,-0.035673188,-0.0155
1,B,A,7.5,nutrient,A_7.5,20,F,A,F_A,167,A_7.5_20_F_A,Y20B21,Y20B21_exp1B,1,Y20B21_day1_exp1B,Y20B21_1B_day1.JPG,0.41594,Y20B21_day11_exp1B,Y20B21_1B_day11.JPG,0.41808,0.005144973,0.00214
