exp_num,subrun,N_species,N_dose,control_or_nutrient,N_species_dose,temp,food,sym_state,food_sym_state,col_num,treat_ID,beetag,beetag_exprun,image_day,beetag_day1_exp_concat,image_name_day1,red_day1,beetag_day11_exp_concat,image_name_day11,red_day11,red_percent_change,red_delta
3,A,A,7.5,nutrient,A_7.5,20,S,A,S_A,241,A_7.5_20_S_A,Y4B34,Y4B34_exp3A,1,Y4B34_day1_exp3A,Y4B34_3A_day1.JPG,0.48216,Y4B34_day11_exp3A,Y4B34_3A_day11.JPG,0.4166,-0.135971462,-0.06556
3,B,A,7.5,nutrient,A_7.5,30,S,S,S_S,255,A_7.5_30_S_S,W14O65,W14O65_exp3B,1,W14O65_day1_exp3B,W14O65_3B_day1.JPG,0.44172,W14O65_day11_exp3B,W13O59_3B_day11.JPG,0.41287,-0.065312868,-0.02885
2,A,A,7.5,nutrient,A_7.5,20,S,A,S_A,197,A_7.5_20_S_A,Y8B45,Y8B45_exp2A,1,Y8B45_day1_exp2A,Y8B45_2A_day1.JPG,0.24739,Y8B45_day11_exp2A,Y8B45_2A_day11.JPG,0.41284,0.668782085,0.16545
2,A,A,7.5,nutrient,A_7.5,30,F,A,F_A,210,A_7.5_30_F_A,Y20B97,Y20B97_exp2A,1,Y20B97_day1_exp2A,Y20B97_2A_day1.JPG,0.42295,Y20B97_day11_exp2A,Y20B97_2A_day11.JPG,0.40419,-0.044355125,-0.01876
2,B,A,7.5,nutrient,A_7.5,30,S,S,S_S,200,A_7.5_30_S_S,Y21B2759,Y21B2759_exp2B,1,Y21B2759_day1_exp2B,Y21B27_2B_day1.JPG,0.3931,Y21B2759_day11_exp2B,Y21B27_2B_day11.JPG,0.39884,0.014601882,0.00574
1,A,A,7.5,nutrient,A_7.5,30,F,A,F_A,161,A_7.5_30_F_A,Y15B80,Y15B80_exp1A,1,Y15B80_day1_exp1A,Y15B80_1A_day1.JPG,0.41536,Y15B80_day11_exp1A,Y15B80_1A_day11.JPG,0.39825,-0.041193182,-0.01711
2,B,A,7.5,nutrient,A_7.5,30,F,S,F_S,214,A_7.5_30_F_S,Y17B93,Y17B93_exp2B,1,Y17B93_day1_exp2B,Y17B93_2B_day1.JPG,0.39042,Y17B93_day11_exp2B,Y17B93_2B_day11.JPG,0.39777,0.01882588,0.00735
1,B,A,7.5,nutrient,A_7.5,30,F,A,F_A,178,A_7.5_30_F_A,Y3B26,Y3B26_exp1B,1,Y3B26_day1_exp1B,Y3B26_1B_day1.JPG,0.3682,Y3B26_day11_exp1B,Y3B26_1B_day11.JPG,0.39366,0.069147203,0.02546
3,A,A,7.5,nutrient,A_7.5,20,F,A,F_A,237,A_7.5_20_F_A,Y4B31,Y4B31_exp3A,1,Y4B31_day1_exp3A,Y4B31_3A_day1.JPG,0.37083,Y4B31_day11_exp3A,Y4B31_3A_day11.JPG,0.39316,0.060216272,0.02233
3,A,A,7.5,nutrient,A_7.5,20,F,S,F_S,240,A_7.5_20_F_S,Y4B33,Y4B33_exp3A,1,Y4B33_day1_exp3A,Y4B33_3A_day1.JPG,0.41452,Y4B33_day11_exp3A,Y4B33_3A_day11.JPG,0.39226,-0.053700666,-0.02226
3,A,A,7.5,nutrient,A_7.5,20,F,S,F_S,240,A_7.5_20_F_S,Y8B49,Y8B49_exp3A,1,Y8B49_day1_exp3A,O11G26_3B_day1.JPG,0.4676,Y8B49_day11_exp3A,Y8B49_3A_day11.JPG,0.3919,-0.161890505,-0.0757
2,A,A,7.5,nutrient,A_7.5,20,S,S,S_S,201,A_7.5_20_S_S,Y8B48,Y8B48_exp2A,1,Y8B48_day1_exp2A,Y8B48_2A_day1.JPG,0.41078,Y8B48_day11_exp2A,Y8B48_2A_day11.JPG,0.38974,-0.051219631,-0.02104
1,B,A,7.5,nutrient,A_7.5,20,S,A,S_A,187,A_7.5_20_S_A,Y23B1026,Y23B1026_exp1B,1,Y23B1026_day1_exp1B,Y23B10_1B_day1.JPG,0.34229,Y23B1026_day11_exp1B,Y23B10_1B_day11.JPG,0.38699,0.130591019,0.0447
3,B,A,7.5,nutrient,A_7.5,20,F,S,F_S,252,A_7.5_20_F_S,O14Y17,O14Y17_exp3B,1,O14Y17_day1_exp3B,O14Y17_3B_day1.JPG,0.37425,O14Y17_day11_exp3B,O14Y17_3B_day11.JPG,0.38603,0.031476286,0.01178
2,A,A,7.5,nutrient,A_7.5,30,S,A,S_A,174,A_7.5_30_S_A,Y23B1621,Y23B1621_exp2A,1,Y23B1621_day1_exp2A,Y23B1621_2A_day1.JPG,0.51951,Y23B1621_day11_exp2A,Y23B26_2A_day11.JPG,0.38166,-0.265346192,-0.13785
2,A,A,7.5,nutrient,A_7.5,20,F,A,F_A,195,A_7.5_20_F_A,Y7B40,Y7B40_exp2A,1,Y7B40_day1_exp2A,Y7B40_2A_day1.JPG,0.37349,Y7B40_day11_exp2A,Y7B40_2A_day11.JPG,0.37984,0.017001794,0.00635
1,B,A,7.5,nutrient,A_7.5,30,F,A,F_A,186,A_7.5_30_F_A,Y3B27,Y3B27_exp1B,1,Y3B27_day1_exp1B,Y3B27_1B_day1.JPG,0.34832,Y3B27_day11_exp1B,Y3B27_1B_day11.JPG,0.37727,0.083113229,0.02895
3,B,A,7.5,nutrient,A_7.5,20,S,S,S_S,255,A_7.5_20_S_S,O15Y24,O15Y24_exp3B,1,O15Y24_day1_exp3B,O15Y24_3B_day1.JPG,0.53231,O15Y24_day11_exp3B,O15Y24_3B_day11.JPG,0.37649,-0.292724164,-0.15582
2,A,A,7.5,nutrient,A_7.5,20,S,A,S_A,233,A_7.5_20_S_A,Y8B47,Y8B47_exp2A,1,Y8B47_day1_exp2A,Y8B47_2A_day1.JPG,0.36459,Y8B47_day11_exp2A,Y8B47_2A_day11.JPG,0.3764,0.032392551,0.01181
3,B,A,7.5,nutrient,A_7.5,20,F,S,F_S,248,A_7.5_20_F_S,O14Y15,O14Y15_exp3B,1,O14Y15_day1_exp3B,O14Y15_3B_day1.JPG,0.45232,O14Y15_day11_exp3B,O14Y15_3B_day11.JPG,0.37416,-0.172798019,-0.07816
3,B,A,7.5,nutrient,A_7.5,20,S,S,S_S,249,A_7.5_20_S_S,O15Y23,O15Y23_exp3B,1,O15Y23_day1_exp3B,O15Y23_3B_day1.JPG,0.45817,O15Y23_day11_exp3B,O15Y23_3B_day11.JPG,0.37192,-0.188248903,-0.08625
1,A,A,7.5,nutrient,A_7.5,20,S,A,S_A,154,A_7.5_20_S_A,Y17B90,Y17B90_exp1A,1,Y17B90_day1_exp1A,Y17B90_1A_day1.JPG,0.35836,Y17B90_day11_exp1A,Y17B90_1A_day11.JPG,0.37161,0.036973993,0.01325
2,B,A,7.5,nutrient,A_7.5,20,F,S,F_S,211,A_7.5_20_F_S,Y10B53,Y10B53_exp2B,1,Y10B53_day1_exp2B,Y10B53_2B_day1.JPG,0.37317,Y10B53_day11_exp2B,Y10B53_2B_day11.JPG,0.37126,-0.005118311,-0.00191
2,B,A,7.5,nutrient,A_7.5,20,S,A,S_A,216,A_7.5_20_S_A,Y11B56,Y11B56_exp2B,1,Y11B56_day1_exp2B,Y11B56_2B_day1.JPG,0.39973,Y11B56_day11_exp2B,Y11B56_2B_day11.JPG,0.37023,-0.073799815,-0.0295
2,B,A,7.5,nutrient,A_7.5,20,S,A,S_A,190,A_7.5_20_S_A,Y11B55,Y11B55_exp2B,1,Y11B55_day1_exp2B,Y11B55_2B_day1.JPG,0.3609,Y11B55_day11_exp2B,Y11B55_2B_day11.JPG,0.3683,0.020504295,0.0074
2,B,A,7.5,nutrient,A_7.5,30,S,S,S_S,234,A_7.5_30_S_S,Y21B5431,Y21B5431_exp2B,1,Y21B5431_day1_exp2B,Y21B54_2B_day1.JPG,0.49695,Y21B5431_day11_exp2B,Y21B54_2B_day11.JPG,0.36704,-0.261414629,-0.12991
3,B,A,7.5,nutrient,A_7.5,30,S,A,S_A,242,A_7.5_30_S_A,W14O62,W14O62_exp3B,1,W14O62_day1_exp3B,W14O62_3B_day1.JPG,0.37728,W14O62_day11_exp3B,W13O56_3B_day11.JPG,0.36674,-0.027936811,-0.01054
2,B,A,7.5,nutrient,A_7.5,30,F,A,F_A,171,A_7.5_30_F_A,Y17B87,Y17B87_exp2B,1,Y17B87_day1_exp2B,Y17B87_2B_day1.JPG,0.40554,Y17B87_day11_exp2B,Y17B87_2B_day11.JPG,0.36416,-0.10203679,-0.04138
3,B,A,7.5,nutrient,A_7.5,30,F,S,F_S,247,A_7.5_30_F_S,W13O57,W13O57_exp3B,1,W13O57_day1_exp3B,W13O57_3B_day1.JPG,0.24064,W13O57_day11_exp3B,W12O52_3B_day11.JPG,0.36401,0.512674535,0.12337
1,B,A,7.5,nutrient,A_7.5,30,S,S,S_S,182,A_7.5_30_S_S,Y4B34,Y4B34_exp1B,1,Y4B34_day1_exp1B,Y4B34_1B_day1.JPG,0.39886,Y4B34_day11_exp1B,Y4B34_1B_day11.JPG,0.36277,-0.090482876,-0.03609
2,A,A,7.5,nutrient,A_7.5,20,S,S,S_S,222,A_7.5_20_S_S,Y8B49,Y8B49_exp2A,1,Y8B49_day1_exp2A,Y8B49_2A_day1.JPG,0.46455,Y8B49_day11_exp2A,Y8B49_2A_day11.JPG,0.3613,-0.222258099,-0.10325
2,B,A,7.5,nutrient,A_7.5,30,F,A,F_A,213,A_7.5_30_F_A,Y17B90,Y17B90_exp2B,1,Y17B90_day1_exp2B,Y17B90_2B_day1.JPG,0.37809,Y17B90_day11_exp2B,Y17B90_2B_day11.JPG,0.35921,-0.049935201,-0.01888
2,A,A,7.5,nutrient,A_7.5,20,F,A,F_A,232,A_7.5_20_F_A,Y7B42,Y7B42_exp2A,1,Y7B42_day1_exp2A,Y7B42_2A_day1.JPG,0.40941,Y7B42_day11_exp2A,Y7B42_2A_day11.JPG,0.35686,-0.128355438,-0.05255
3,A,A,7.5,nutrient,A_7.5,30,F,S,F_S,237,A_7.5_30_F_S,Y13B72,Y13B72_exp3A,1,Y13B72_day1_exp3A,Y13B72_3A_day1.JPG,0.31025,Y13B72_day11_exp3A,Y13B72_3A_day1.JPG,0.356,0.147461724,0.04575
1,A,A,7.5,nutrient,A_7.5,30,S,S,S_S,145,A_7.5_30_S_S,Y21B2759,Y21B2759_exp1A,1,Y21B2759_day1_exp1A,Y21B27_1A_day1.JPG,0.41369,Y21B2759_day11_exp1A,Y2162_1A_day11.JPG,0.35259,-0.147695134,-0.0611
1,B,A,7.5,nutrient,A_7.5,20,S,A,S_A,169,A_7.5_20_S_A,Y23B2009,Y23B2009_exp1B,1,Y23B2009_day1_exp1B,Y23B20_1B_day1.JPG,0.4214,Y23B2009_day11_exp1B,Y23B20_1B_day11.JPG,0.35096,-0.167157095,-0.07044
2,B,A,7.5,nutrient,A_7.5,20,S,S,S_S,233,A_7.5_20_S_S,Y11B59,Y11B59_exp2B,1,Y11B59_day1_exp2B,Y11B59_2B_day1.JPG,0.36913,Y11B59_day11_exp2B,Y11B59_2B_day11.JPG,0.34544,-0.064177932,-0.02369
1,A,A,7.5,nutrient,A_7.5,30,S,A,S_A,156,A_7.5_30_S_A,Y21B5628,Y21B5628_exp1A,1,Y21B5628_day1_exp1A,Y21B56_1A_day1.JPG,0.45039,Y21B5628_day11_exp1A,Y21B54_1A_day11.JPG,0.3422,-0.240214037,-0.10819
3,A,A,7.5,nutrient,A_7.5,20,S,A,S_A,236,A_7.5_20_S_A,Y7B40,Y7B40_exp3A,1,Y7B40_day1_exp3A,O10G14_3B_day1.JPG,0.3588,Y7B40_day11_exp3A,Y7B40_3A_day11.JPG,0.34118,-0.049108138,-0.01762
3,B,A,7.5,nutrient,A_7.5,20,S,A,S_A,242,A_7.5_20_S_A,O15Y21,O15Y21_exp3B,1,O15Y21_day1_exp3B,O15Y21_3B_day1.JPG,0.31578,O15Y21_day11_exp3B,O15Y21_3B_day11.JPG,0.33345,0.055956679,0.01767
3,A,A,7.5,nutrient,A_7.5,30,F,A,F_A,237,A_7.5_30_F_A,Y13B71,Y13B71_exp3A,1,Y13B71_day1_exp3A,Y13B71_3A_day1.JPG,0.33523,Y13B71_day11_exp3A,Y13B71_3A_day1.JPG,0.33329,-0.005787072,-0.00194
3,A,A,7.5,nutrient,A_7.5,30,S,A,S_A,237,A_7.5_30_S_A,Y20B17,Y20B17_exp3A,1,Y20B17_day1_exp3A,Y20B17_3A_day1.JPG,0.30441,Y20B17_day11_exp3A,Y20B17_3A_day1.JPG,0.33164,0.089451726,0.02723
3,A,A,7.5,nutrient,A_7.5,20,S,S,S_S,238,A_7.5_20_S_S,Y7B42,Y7B42_exp3A,1,Y7B42_day1_exp3A,O10G17_3B_day1.JPG,0.42803,Y7B42_day11_exp3A,Y7B42_3A_day11.JPG,0.33057,-0.22769432,-0.09746
1,A,A,7.5,nutrient,A_7.5,30,F,A,F_A,145,A_7.5_30_F_A,Y15B82,Y15B82_exp1A,1,Y15B82_day1_exp1A,Y15B82_1A_day1.JPG,0.38996,Y15B82_day11_exp1A,Y15B82_1A_day11.JPG,0.33014,-0.153400349,-0.05982
1,A,A,7.5,nutrient,A_7.5,20,F,S,F_S,144,A_7.5_20_F_S,Y11B57,Y11B57_exp1A,1,Y11B57_day1_exp1A,Y11B57_1A_day1.JPG,0.36255,Y11B57_day11_exp1A,Y11B57_1A_day11.JPG,0.32537,-0.102551372,-0.03718
1,A,A,7.5,nutrient,A_7.5,20,S,S,S_S,153,A_7.5_20_S_S,Y17B93,Y17B93_exp1A,1,Y17B93_day1_exp1A,Y17B93_1A_day1.JPG,0.38983,Y17B93_day11_exp1A,Y17B93_1A_day11.JPG,0.31968,-0.179950235,-0.07015
2,B,A,7.5,nutrient,A_7.5,20,F,A,F_A,213,A_7.5_20_F_A,Y10B51,Y10B51_exp2B,1,Y10B51_day1_exp2B,Y10B51_2B_day1.JPG,0.291,Y10B51_day11_exp2B,Y10B51_2B_day11.JPG,0.31945,0.097766323,0.02845
3,A,A,7.5,nutrient,A_7.5,30,S,A,S_A,237,A_7.5_30_S_A,Y20B21,Y20B21_exp3A,1,Y20B21_day1_exp3A,Y20B21_3A_day1.JPG,0.34751,Y20B21_day11_exp3A,Y20B21_3A_day1.JPG,0.31664,-0.088831976,-0.03087
3,A,A,7.5,nutrient,A_7.5,20,S,A,S_A,237,A_7.5_20_S_A,Y7B41,Y7B41_exp3A,1,Y7B41_day1_exp3A,O10G15_3B_day1.JPG,0.24739,Y7B41_day11_exp3A,Y7B41_3A_day11.JPG,0.31401,0.269291402,0.06662
1,A,A,7.5,nutrient,A_7.5,30,S,S,S_S,153,A_7.5_30_S_S,Y21B6232,Y21B6232_exp1A,1,Y21B6232_day1_exp1A,Y21B62_1A_day1.JPG,0.36397,Y21B6232_day11_exp1A,Y21B56_1A_day11.JPG,0.31354,-0.138555375,-0.05043
3,B,A,7.5,nutrient,A_7.5,20,F,A,F_A,242,A_7.5_20_F_A,O14Y13,O14Y13_exp3B,1,O14Y13_day1_exp3B,O14Y13_3B_day1.JPG,0.347,O14Y13_day11_exp3B,O14Y13_3B_day11.JPG,0.31347,-0.096628242,-0.03353
1,B,A,7.5,nutrient,A_7.5,30,S,A,S_A,181,A_7.5_30_S_A,Y4B31,Y4B31_exp1B,1,Y4B31_day1_exp1B,Y4B31_1B_day1.JPG,0.37801,Y4B31_day11_exp1B,Y4B31_1B_day11.JPG,0.31311,-0.17168858,-0.0649
1,A,A,7.5,nutrient,A_7.5,20,S,S,S_S,157,A_7.5_20_S_S,Y17B94,Y17B94_exp1A,1,Y17B94_day1_exp1A,Y17B94_1A_day1.JPG,0.38518,Y17B94_day11_exp1A,Y17B94_1A_day11.JPG,0.3114,-0.191546809,-0.07378
2,A,A,7.5,nutrient,A_7.5,30,S,S,S_S,233,A_7.5_30_S_S,Y23B1927,Y23B1927_exp2A,1,Y23B1927_day1_exp2A,Y23B1927_2A_day1.JPG,0.39809,Y23B1927_day11_exp2A,Y23B27_2A_day11.JPG,0.30425,-0.23572559,-0.09384
3,A,A,7.5,nutrient,A_7.5,20,S,S,S_S,240,A_7.5_20_S_S,Y7B43,Y7B43_exp3A,1,Y7B43_day1_exp3A,O10G20_3B_day1.JPG,0.60264,Y7B43_day11_exp3A,Y7B43_3A_day11.JPG,0.30273,-0.497660295,-0.29991
1,A,A,7.5,nutrient,A_7.5,20,F,A,F_A,143,A_7.5_20_F_A,Y11B56,Y11B56_exp1A,1,Y11B56_day1_exp1A,Y11B56_1A_day1.JPG,0.2479,Y11B56_day11_exp1A,Y11B56_1A_day11.JPG,0.29834,0.203469141,0.05044
3,A,A,7.5,nutrient,A_7.5,30,S,S,S_S,238,A_7.5_30_S_S,Y20B95,Y20B95_exp3A,1,Y20B95_day1_exp3A,Y20B95_3A_day1.JPG,0.25966,Y20B95_day11_exp3A,Y20B95_3A_day1.JPG,0.28112,0.082646538,0.02146
1,A,A,7.5,nutrient,A_7.5,20,S,A,S_A,162,A_7.5_20_S_A,Y17B87,Y17B87_exp1A,1,Y17B87_day1_exp1A,Y17B87_1A_day1.JPG,0.31681,Y17B87_day11_exp1A,Y17B87_1A_day11.JPG,0.2782,-0.121871153,-0.03861
2,A,A,7.5,nutrient,A_7.5,30,F,A,F_A,232,A_7.5_30_F_A,Y20B100,Y20B100_exp2A,1,Y20B100_day1_exp2A,Y20B100_2A_day1.JPG,0.2608,Y20B100_day11_exp2A,Y20B100_2A_Day11.JPG,0.27542,0.056058282,0.01462
2,B,A,7.5,nutrient,A_7.5,20,S,S,S_S,197,A_7.5_20_S_S,Y11B57,Y11B57_exp2B,1,Y11B57_day1_exp2B,Y11B57_2B_day1.JPG,0.31459,Y11B57_day11_exp2B,Y11B57_2B_day11.JPG,0.27179,-0.136050097,-0.0428
3,B,A,7.5,nutrient,A_7.5,20,S,S,S_S,247,A_7.5_20_S_S,O15Y22,O15Y22_exp3B,1,O15Y22_day1_exp3B,O15Y22_3B_day1.JPG,0.27061,O15Y22_day11_exp3B,O15Y22_3B_day11.JPG,0.26863,-0.007316803,-0.00198
2,B,A,7.5,nutrient,A_7.5,20,S,S,S_S,217,A_7.5_20_S_S,Y11B58,Y11B58_exp2B,1,Y11B58_day1_exp2B,Y11B58_2B_day1.JPG,0.30505,Y11B58_day11_exp2B,Y11B58_2B_day11.JPG,0.26296,-0.137977381,-0.04209
3,B,A,7.5,nutrient,A_7.5,20,F,A,F_A,244,A_7.5_20_F_A,O14Y14,O14Y14_exp3B,1,O14Y14_day1_exp3B,O14Y14_3B_day1.JPG,0.22528,O14Y14_day11_exp3B,O14Y14_3B_day11.JPG,0.26009,0.154518821,0.03481
1,A,A,7.5,nutrient,A_7.5,20,F,A,F_A,153,A_7.5_20_F_A,Y11B55,Y11B55_exp1A,1,Y11B55_day1_exp1A,Y11B55_1A_day1.JPG,0.24221,Y11B55_day11_exp1A,Y11B55_1A_day11.JPG,0.25635,0.058379093,0.01414
1,B,A,7.5,nutrient,A_7.5,20,F,A,F_A,184,A_7.5_20_F_A,Y20B97,Y20B97_exp1B,1,Y20B97_day1_exp1B,Y20B97_1B_day1.JPG,0.25803,Y20B97_day11_exp1B,Y20B97_1B_day11.JPG,0.25529,-0.01061892,-0.00274
1,B,A,7.5,nutrient,A_7.5,30,S,A,S_A,188,A_7.5_30_S_A,Y4B32,Y4B32_exp1B,1,Y4B32_day1_exp1B,Y4B32_1B_day1.JPG,0.24125,Y4B32_day11_exp1B,Y4B32_1B_day11.JPG,0.24737,0.025367876,0.00612
1,B,A,7.5,nutrient,A_7.5,30,S,A,S_A,169,A_7.5_30_S_A,Y4B30,Y4B30_exp1B,1,Y4B30_day1_exp1B,Y4B30_1B_day1.JPG,0.19311,Y4B30_day11_exp1B,Y4B30_1B_day11.JPG,0.24279,0.2572627,0.04968
2,B,A,7.5,nutrient,A_7.5,30,S,A,S_A,225,A_7.5_30_S_A,Y21B9940,Y21B9940_exp2B,1,Y21B9940_day1_exp2B,Y21B99_2B_day1.JPG,0.28292,Y21B9940_day11_exp2B,Y21B99_2B_day11.JPG,0.23643,-0.16432207,-0.04649
2,B,A,7.5,nutrient,A_7.5,30,F,S,F_S,196,A_7.5_30_F_S,Y17B92,Y17B92_exp2B,1,Y17B92_day1_exp2B,Y17B92_2B_day1.JPG,0.32531,Y17B92_day11_exp2B,Y17B92_2B_day11.JPG,0.23237,-0.28569672,-0.09294
2,A,A,7.5,nutrient,A_7.5,30,F,A,F_A,196,A_7.5_30_F_A,Y20B95,Y20B95_exp2A,1,Y20B95_day1_exp2A,Y20B95_2A_day1.JPG,0.20956,Y20B95_day11_exp2A,Y20B95_2A_day11.JPG,0.22819,0.088900554,0.01863
1,A,A,7.5,nutrient,A_7.5,30,F,S,F_S,144,A_7.5_30_F_S,Y15B83,Y15B83_exp1A,1,Y15B83_day1_exp1A,Y15B83_1A_day1.JPG,0.16102,Y15B83_day11_exp1A,Y15B83_1A_day11.JPG,0.21137,0.312694075,0.05035
3,A,A,7.5,nutrient,A_7.5,20,F,S,F_S,237,A_7.5_20_F_S,Y4B32,Y4B32_exp3A,1,Y4B32_day1_exp3A,Y4B32_3A_day1.JPG,0.21608,Y4B32_day11_exp3A,Y4B32_3A_day11.JPG,0.20348,-0.058311736,-0.0126
3,B,A,7.5,nutrient,A_7.5,30,S,S,S_S,251,A_7.5_30_S_S,W14O63,W14O63_exp3B,1,W14O63_day1_exp3B,W14O63_3B_day1.JPG,0.33285,W14O63_day11_exp3B,W13O57_3B_day11.JPG,0.1873,-0.437284062,-0.14555
3,B,A,10,nutrient,A_10,30,S,S,S_S,256,A_10_30_S_S,W20O87,W20O87_exp3B,1,W20O87_day1_exp3B,W20O87_3B_day1.JPG,0.57907,W20O87_day11_exp3B,W20O87_3B_day11.JPG,0.62511,0.079506795,0.04604
1,A,A,10,nutrient,A_10,30,F,S,F_S,157,A_10_30_F_S,R12W60,R12W60_exp1A,1,R12W60_day1_exp1A,G37Y33_1A_day1.JPG,0.5002,R12W60_day11_exp1A,R12W60_1A_day11.JPG,0.55502,0.109596162,0.05482
2,B,A,10,nutrient,A_10,30,S,S,S_S,223,A_10_30_S_S,R20W92,R20W92_exp2B,1,R20W92_day1_exp2B,R20W92_2B_day1.JPG,0.54156,R20W92_day11_exp2B,R20W92_2B_day11.JPG,0.54998,0.015547677,0.00842
2,A,A,10,nutrient,A_10,20,S,S,S_S,205,A_10_20_S_S,R13W65,R13W65_exp2A,1,R13W65_day1_exp2A,R13W65_2A_day1.JPG,0.48712,R13W65_day11_exp2A,R13W65_2A_day11.JPG,0.53747,0.103362621,0.05035
1,A,A,10,nutrient,A_10,20,F,S,F_S,155,A_10_20_F_S,R7W39,R7W39_exp1A,1,R7W39_day1_exp1A,R7W39_1A_day1.JPG,0.477,R7W39_day11_exp1A,R7W39_1A_day11.JPG,0.52988,0.110859539,0.05288
1,A,A,10,nutrient,A_10,20,F,S,F_S,152,A_10_20_F_S,R7W38,R7W38_exp1A,1,R7W38_day1_exp1A,R7W38_1A_day1.JPG,0.51144,R7W38_day11_exp1A,R7W38_1A_day11.JPG,0.52786,0.032105428,0.01642
1,B,A,10,nutrient,A_10,20,S,S,S_S,167,A_10_20_S_S,R14W73,R14W73_exp1B,1,R14W73_day1_exp1B,R14W73_1B_day1.JPG,0.58332,R14W73_day11_exp1B,R14W73_1B_day11.JPG,0.52085,-0.107093876,-0.06247
2,A,A,10,nutrient,A_10,20,S,S,S_S,233,A_10_20_S_S,R13W64,R13W64_exp2A,1,R13W64_day1_exp2A,R13W64_2A_day1.JPG,0.52546,R13W64_day11_exp2A,R13W64_2A_day11.JPG,0.51672,-0.016633045,-0.00874
1,B,A,10,nutrient,A_10,30,F,A,F_A,167,A_10_30_F_A,R1W2,R1W2_exp1B,1,R1W2_day1_exp1B,R1W2_1B_day1.JPG,0.50214,R1W2_day11_exp1B,R1W2_1B_day11.JPG,0.51256,0.020751185,0.01042
1,A,A,10,nutrient,A_10,30,S,A,S_A,165,A_10_30_S_A,R20W88,R20W88_exp1A,1,R20W88_day1_exp1A,R12W57_1A_day1.JPG,0.50548,R20W88_day11_exp1A,R20W88_1A_day11.JPG,0.50565,0.000336314,0.00017
1,A,A,10,nutrient,A_10,30,S,S,S_S,157,A_10_30_S_S,R20Y93,R20Y93_exp1A,1,R20Y93_day1_exp1A,R12W60_1A_day1.JPG,0.61305,R20Y93_day11_exp1A,R20W93_1A_day11.JPG,0.50264,-0.180099502,-0.11041
2,B,A,10,nutrient,A_10,20,F,A,F_A,170,A_10_20_F_A,R5W21,R5W21_exp2B,1,R5W21_day1_exp2B,R5W21_2B_day1.JPG,0.47827,R5W21_day11_exp2B,R5W21_2B_day11.JPG,0.49873,0.042779183,0.02046
1,A,A,10,nutrient,A_10,30,F,S,F_S,144,A_10_30_F_S,R12W58,R12W58_exp1A,1,R12W58_day1_exp1A,G37Y31_1A_day1.JPG,0.47969,R12W58_day11_exp1A,R12W58_1A_day11.JPG,0.49752,0.037169839,0.01783
3,A,A,10,nutrient,A_10,20,F,S,F_S,240,A_10_20_F_S,R11W53,R11W53_exp3A,1,R11W53_day1_exp3A,R11W53_3A_day1.JPG,0.52132,R11W53_day11_exp3A,R11W53_3A_day11.JPG,0.48592,-0.06790455,-0.0354
3,B,A,10,nutrient,A_10,30,F,A,F_A,243,A_10_30_F_A,W16O77,W16O77_exp3B,1,W16O77_day1_exp3B,W15O72_3B_day1.JPG,0.47313,W16O77_day11_exp3B,W15O72_3B_day11.JPG,0.48287,0.020586308,0.00974
1,B,A,10,nutrient,A_10,20,F,S,F_S,167,A_10_20_F_S,R13W65,R13W65_exp1B,1,R13W65_day1_exp1B,R13W65_1B_day1.JPG,0.5337,R13W65_day11_exp1B,R13W65_1B_day11.JPG,0.47995,-0.10071201,-0.05375
1,B,A,10,nutrient,A_10,30,S,A,S_A,169,A_10_30_S_A,R15W75,R15W75_exp1B,1,R15W75_day1_exp1B,R15W75_1B_day1.JPG,0.55859,R15W75_day11_exp1B,R15W75_1B_day11.JPG,0.47912,-0.142268927,-0.07947
3,A,A,10,nutrient,A_10,30,F,S,F_S,240,A_10_30_F_S,R17W84,R17W84_exp3A,1,R17W84_day1_exp3A,R17W84_3A_day1.JPG,0.45156,R17W84_day11_exp3A,R17W84_3A_day11.JPG,0.47895,0.060656391,0.02739
1,A,A,10,nutrient,A_10,20,S,S,S_S,144,A_10_20_S_S,R8W42,R8W42_exp1A,1,R8W42_day1_exp1A,R8W42_1A_day1.JPG,0.52415,R8W42_day11_exp1A,R8W42_1A_day11.JPG,0.47865,-0.086807212,-0.0455
1,A,A,10,nutrient,A_10,30,S,A,S_A,150,A_10_30_S_A,R20W87,R20W87_exp1A,1,R20W87_day1_exp1A,R12W56_1A_day1.JPG,0.28133,R20W87_day11_exp1A,R20W87_1A_day11.JPG,0.47849,0.700813991,0.19716
2,A,A,10,nutrient,A_10,20,F,A,F_A,210,A_10_20_F_A,R11W51,R11W51_exp2A,1,R11W51_day1_exp2A,R11W51_2A_day1.JPG,0.3909,R11W51_day11_exp2A,R11W51_2A_day11.JPG,0.47151,0.206216424,0.08061
