exp_num,subrun,N_species,N_dose,control_or_nutrient,N_species_dose,temp,food,sym_state,food_sym_state,col_num,treat_ID,beetag,beetag_exprun,image_day,beetag_day1_exp_concat,image_name_day1,red_day1,beetag_day11_exp_concat,image_name_day11,red_day11,red_percent_change,red_delta
1,A,A,10,nutrient,A_10,20,S,A,S_A,154,A_10_20_S_A,R8W41,R8W41_exp1A,1,R8W41_day1_exp1A,R8W41_1A_day1.JPG,0.50733,R8W41_day11_exp1A,R8W41_1A_day11.JPG,0.47072,-0.072162104,-0.03661
1,B,A,10,nutrient,A_10,30,F,S,F_S,167,A_10_30_F_S,R1W6,R1W6_exp1B,1,R1W6_day1_exp1B,R1W6_1B_day1.JPG,0.4908,R1W6_day11_exp1B,R1W6_1B_day11.JPG,0.4703,-0.041768541,-0.0205
2,A,A,10,nutrient,A_10,30,S,A,S_A,198,A_10_30_S_A,R21W94,R21W94_exp2A,1,R21W94_day1_exp2A,R21W94_2A_day1.JPG,0.39547,R21W94_day11_exp2A,R21W94_2A_day11.JPG,0.46195,0.168103775,0.06648
2,A,A,10,nutrient,A_10,30,S,S,S_S,233,A_10_30_S_S,R21W55,R21W55_exp2A,1,R21W55_day1_exp2A,R21W55_2A_day1.JPG,0.45256,R21W55_day11_exp2A,R21W55_2A_day11.JPG,0.46181,0.020439279,0.00925
3,B,A,10,nutrient,A_10,30,S,S,S_S,245,A_10_30_S_S,W20O86,W20O86_exp3B,1,W20O86_day1_exp3B,W20O86_3B_day1.JPG,0.4993,W20O86_day11_exp3B,W20O86_3B_day11.JPG,0.45606,-0.086601242,-0.04324
3,A,A,10,nutrient,A_10,30,F,A,F_A,241,A_10_30_F_A,R15W79,R15W79_exp3A,1,R15W79_day1_exp3A,R15W79_3A_day1.JPG,0.4325,R15W79_day11_exp3A,R15W79_3A_day11.JPG,0.45596,0.054242775,0.02346
1,A,A,10,nutrient,A_10,20,S,S,S_S,157,A_10_20_S_S,R8W44,R8W44_exp1A,1,R8W44_day1_exp1A,R8W44_1A_day1.JPG,0.32328,R8W44_day11_exp1A,R8W44_1A_day11.JPG,0.45333,0.402282851,0.13005
3,A,A,10,nutrient,A_10,30,S,A,S_A,243,A_10_30_S_A,R21W55,R21W55_exp3A,1,R21W55_day1_exp3A,R21W55_3A_day1.JPG,0.38417,R21W55_day11_exp3A,R21W55_3A_day11.JPG,0.45191,0.176328188,0.06774
3,B,A,10,nutrient,A_10,30,F,S,F_S,253,A_10_30_F_S,W17O82,W17O82_exp3B,1,W17O82_day1_exp3B,W16O76_3B_day1.JPG,0.56623,W17O82_day11_exp3B,W16O76_3B_day11.JPG,0.4508,-0.20385709,-0.11543
1,B,A,10,nutrient,A_10,30,S,A,S_A,185,A_10_30_S_A,R15W79,R15W79_exp1B,1,R15W79_day1_exp1B,R15W79_1B_day1.JPG,0.4588,R15W79_day11_exp1B,R15W79_1B_day11.JPG,0.45041,-0.018286835,-0.00839
3,B,A,10,nutrient,A_10,20,F,S,F_S,248,A_10_20_F_S,O21W41,O21W41_exp3B,1,O21W41_day1_exp3B,O21W41_3B_day1.JPG,0.39622,O21W41_day11_exp3B,O21W41_3B_day11.JPG,0.44976,0.13512695,0.05354
3,A,A,10,nutrient,A_10,20,S,A,S_A,241,A_10_20_S_A,R11W54,R11W54_exp3A,1,R11W54_day1_exp3A,R11W54_3A_day1.JPG,0.41953,R11W54_day11_exp3A,R11W54_3A_day11.JPG,0.44801,0.067885491,0.02848
2,B,A,10,nutrient,A_10,20,F,S,F_S,196,A_10_20_F_S,R5W24,R5W24_exp2B,1,R5W24_day1_exp2B,R5W24_2B_day1.JPG,0.43169,R5W24_day11_exp2B,R5W24_2B_day11.JPG,0.44638,0.034029049,0.01469
2,A,A,10,nutrient,A_10,20,S,A,S_A,222,A_10_20_S_A,R13W67,R13W67_exp2A,1,R13W67_day1_exp2A,R13W67_2A_day1.JPG,0.38913,R13W67_day11_exp2A,R13W67_2A_day11.JPG,0.44525,0.144219156,0.05612
3,A,A,10,nutrient,A_10,20,F,A,F_A,235,A_10_20_F_A,R11W50,R11W50_exp3A,1,R11W50_day1_exp3A,R11W50_3A_day1.JPG,0.43167,R11W50_day11_exp3A,R11W50_3A_day11.JPG,0.44359,0.027613686,0.01192
1,B,A,10,nutrient,A_10,20,F,A,F_A,167,A_10_20_F_A,R13W62,R13W62_exp1B,1,R13W62_day1_exp1B,R13W62_1B_day1.JPG,0.28713,R13W62_day11_exp1B,R13W62_1B_day11.JPG,0.44203,0.539476892,0.1549
1,A,A,10,nutrient,A_10,30,F,A,F_A,146,A_10_30_F_A,R12W57,R12W57_exp1A,1,R12W57_day1_exp1A,G37Y30_1A_day1.JPG,0.57542,R12W57_day11_exp1A,R12W57_1A_day11.JPG,0.44014,-0.235097842,-0.13528
1,B,A,10,nutrient,A_10,20,S,A,S_A,180,A_10_20_S_A,R14W71,R14W71_exp1B,1,R14W71_day1_exp1B,R14W71_1B_day1.JPG,0.44823,R14W71_day11_exp1B,R14W71_1B_day11.JPG,0.43872,-0.021216786,-0.00951
2,A,A,10,nutrient,A_10,30,F,S,F_S,222,A_10_30_F_S,R17W85,R17W85_exp2A,1,R17W85_day1_exp2A,R17W85_2A_day1.JPG,0.40754,R17W85_day11_exp2A,R17_W85_2A_day11.JPG,0.43757,0.073686019,0.03003
2,B,A,10,nutrient,A_10,30,F,S,F_S,233,A_10_30_F_S,R12W60,R12W60_exp2B,1,R12W60_day1_exp2B,R12W60_2B_day1.JPG,0.49194,R12W60_day11_exp2B,R12W60_2B_day11.JPG,0.43624,-0.11322519,-0.0557
3,B,A,10,nutrient,A_10,20,F,S,F_S,252,A_10_20_F_S,O21W42,O21W42_exp3B,1,O21W42_day1_exp3B,O21W42_3B_day1.JPG,0.55687,O21W42_day11_exp3B,O21W42_3B_day11.JPG,0.4356,-0.217770754,-0.12127
3,A,A,10,nutrient,A_10,20,S,S,S_S,238,A_10_20_S_S,R13W64,R13W64_exp3A,1,R13W64_day1_exp3A,R13W65_3A_day1.JPG,0.42219,R13W64_day11_exp3A,R13W65_3A_day11.JPG,0.4353,0.03105237,0.01311
2,A,A,10,nutrient,A_10,30,S,A,S_A,226,A_10_30_S_A,R21W95,R21W95_exp2A,1,R21W95_day1_exp2A,R21W95_2A_day1.JPG,0.42407,R21W95_day11_exp2A,R21W95_2A_day11.JPG,0.43318,0.021482302,0.00911
2,A,A,10,nutrient,A_10,30,S,A,S_A,174,A_10_30_S_A,R21Y97,R21Y97_exp2A,1,R21Y97_day1_exp2A,R21W97_2A_day1.JPG,0.43573,R21Y97_day11_exp2A,R21W97_2A_day11.JPG,0.43261,-0.007160397,-0.00312
3,A,A,10,nutrient,A_10,30,S,S,S_S,240,A_10_30_S_S,R21W100,R21W100_exp3A,1,R21W100_day1_exp3A,R21W100_3A_day1.JPG,0.42597,R21W100_day11_exp3A,R21W100_3A_day11.JPG,0.43023,0.010000704,0.00426
2,A,A,10,nutrient,A_10,20,S,A,S_A,198,A_10_20_S_A,R13W62,R13W62_exp2A,1,R13W62_day1_exp2A,R13W62_2A_day1.JPG,0.35447,R13W62_day11_exp2A,R13W62_2A_day11.JPG,0.42975,0.212373403,0.07528
3,B,A,10,nutrient,A_10,20,S,A,S_A,243,A_10_20_S_A,O21W43,O21W43_exp3B,1,O21W43_day1_exp3B,O21W43_3B_day1.JPG,0.51644,O21W43_day11_exp3B,O21W43_3B_day11.JPG,0.42727,-0.172662846,-0.08917
2,B,A,10,nutrient,A_10,20,F,S,F_S,182,A_10_20_F_S,R5W27,R5W27_exp2B,1,R5W27_day1_exp2B,R5W27_2B_day1.JPG,0.45449,R5W27_day11_exp2B,R5W27_2B_day11.JPG,0.4175,-0.081387929,-0.03699
1,B,A,10,nutrient,A_10,30,F,A,F_A,178,A_10_30_F_A,R1W3,R1W3_exp1B,1,R1W3_day1_exp1B,R1W3_1B_day1.JPG,0.43771,R1W3_day11_exp1B,R1W3_1B_day11.JPG,0.41638,-0.048730895,-0.02133
3,A,A,10,nutrient,A_10,30,S,S,S_S,240,A_10_30_S_S,R1W7,R1W7_exp3A,1,R1W7_day1_exp3A,R1W7_3A_day1.JPG,0.41821,R1W7_day11_exp3A,R1W7_3A_day11.JPG,0.41474,-0.008297267,-0.00347
3,A,A,10,nutrient,A_10,20,S,S,S_S,238,A_10_20_S_S,R13W64,R13W64_exp3A,1,R13W64_day1_exp3A,R13W64_3A_day1.JPG,0.34883,R13W64_day11_exp3A,R13W64_3A_day11.JPG,0.40457,0.159791302,0.05574
3,B,A,10,nutrient,A_10,30,F,A,F_A,242,A_10_30_F_A,W17O78,W17O78_exp3B,1,W17O78_day1_exp3B,W16O73_3B_day1.JPG,0.44696,W17O78_day11_exp3B,W16O73_3B_day11.JPG,0.39815,-0.109204403,-0.04881
1,B,A,10,nutrient,A_10,30,S,S,S_S,190,A_10_30_S_S,R15W77,R15W77_exp1B,1,R15W77_day1_exp1B,R15W77_1B_day1.JPG,0.43704,R15W77_day11_exp1B,R15W77_1B_day11.JPG,0.3957,-0.094590884,-0.04134
2,A,A,10,nutrient,A_10,30,F,S,F_S,200,A_10_30_F_S,R17W84,R17W84_exp2A,1,R17W84_day1_exp2A,R17W84_2A_day1.JPG,0.48241,R17W84_day11_exp2A,R17W84_2A_day11.JPG,0.3935,-0.184303808,-0.08891
2,B,A,10,nutrient,A_10,30,F,A,F_A,215,A_10_30_F_A,R12W57,R12W57_exp2B,1,R12W57_day1_exp2B,R12W57_2B_day1.JPG,0.44998,R12W57_day11_exp2B,R12W57_2B_day11.JPG,0.3933,-0.125961154,-0.05668
2,B,A,10,nutrient,A_10,30,S,S,S_S,234,A_10_30_S_S,R20W93,R20W93_exp2B,1,R20W93_day1_exp2B,R20W93_2B_day1.JPG,0.42517,R20W93_day11_exp2B,R20W93_2B_day11.JPG,0.39318,-0.075240492,-0.03199
3,B,A,10,nutrient,A_10,30,S,A,S_A,256,A_10_30_S_A,W1O5,W1O5_exp3B,1,W1O5_day1_exp3B,W17O83_3B_day1.JPG,0.50554,W1O5_day11_exp3B,W1O5_3B_day11.JPG,0.39303,-0.222554101,-0.11251
3,A,A,10,nutrient,A_10,30,F,S,F_S,237,A_10_30_F_S,R17W83,R17W83_exp3A,1,R17W83_day1_exp3A,R17W83_3A_day1.JPG,0.40472,R17W83_day11_exp3A,R17W83_3A_day11.JPG,0.38988,-0.036667326,-0.01484
1,B,A,10,nutrient,A_10,20,F,S,F_S,176,A_10_20_F_S,R13W67,R13W67_exp1B,1,R13W67_day1_exp1B,R13W67_1B_day1.JPG,0.35539,R13W67_day11_exp1B,R13W67_1B_day11.JPG,0.38715,0.089366611,0.03176
2,A,A,10,nutrient,A_10,20,F,S,F_S,220,A_10_20_F_S,R11W54,R11W54_exp2A,1,R11W54_day1_exp2A,R11W54_2A_day1.JPG,0.43232,R11W54_day11_exp2A,R11W54_2A_day11.JPG,0.38671,-0.105500555,-0.04561
2,A,A,10,nutrient,A_10,20,F,A,F_A,232,A_10_20_F_A,R11W52,R11W52_exp2A,1,R11W52_day1_exp2A,R11W52_2A_day1.JPG,0.42712,R11W52_day11_exp2A,R11W52_2A_day11.JPG,0.38639,-0.095359618,-0.04073
1,A,A,10,nutrient,A_10,30,F,S,F_S,153,A_10_30_F_S,R12W59,R12W59_exp1A,1,R12W59_day1_exp1A,G37Y32_1A_day1.JPG,0.40926,R12W59_day11_exp1A,R12W59_1A_day11.JPG,0.38615,-0.056467771,-0.02311
2,A,A,10,nutrient,A_10,30,S,S,S_S,206,A_10_30_S_S,R21W100,R21W100_exp2A,1,R21W100_day1_exp2A,R21W100_2A_day1.JPG,0.4401,R21W100_day11_exp2A,R21W100_2A_day11.JPG,0.38318,-0.129334242,-0.05692
1,B,A,10,nutrient,A_10,20,S,A,S_A,169,A_10_20_S_A,R14W70,R14W70_exp1B,1,R14W70_day1_exp1B,R14W70_1B_day1.JPG,0.33868,R14W70_day11_exp1B,R14W70_1B_day11.JPG,0.38166,0.126904453,0.04298
2,B,A,10,nutrient,A_10,30,F,A,F_A,171,A_10_30_F_A,R12W56,R12W56_exp2B,1,R12W56_day1_exp2B,R12W56_2B_day1.JPG,0.32119,R12W56_day11_exp2B,R12W56_2B_day11.JPG,0.37967,0.182072916,0.05848
1,B,A,10,nutrient,A_10,30,S,A,S_A,181,A_10_30_S_A,R15W76,R15W76_exp1B,1,R15W76_day1_exp1B,R15W76_1B_day1.JPG,0.38473,R15W76_day11_exp1B,R15W76_1B_day11.JPG,0.37842,-0.016401112,-0.00631
3,B,A,10,nutrient,A_10,20,S,A,S_A,242,A_10_20_S_A,O22W44,O22W44_exp3B,1,O22W44_day1_exp3B,O22W44_3B_day1.JPG,0.35644,O22W44_day11_exp3B,O22W44_3B_day11.JPG,0.37599,0.054847941,0.01955
3,B,A,10,nutrient,A_10,20,F,A,F_A,242,A_10_20_F_A,O21W39,O21W39_exp3B,1,O21W39_day1_exp3B,O21W39_3B_day1.JPG,0.38061,O21W39_day11_exp3B,O21W39_3B_day11.JPG,0.37373,-0.018076246,-0.00688
2,B,A,10,nutrient,A_10,20,F,S,F_S,211,A_10_20_F_S,R5W26,R5W26_exp2B,1,R5W26_day1_exp2B,R5W26_2B_day1.JPG,0.37796,R5W26_day11_exp2B,R5W26_2B_day11.JPG,0.37246,-0.014551804,-0.0055
1,B,A,10,nutrient,A_10,20,S,S,S_S,182,A_10_20_S_S,R14W74,R14W74_exp1B,1,R14W74_day1_exp1B,R14W74_1B_day1.JPG,0.39111,R14W74_day11_exp1B,R14W74_1B_day11.JPG,0.36955,-0.055125157,-0.02156
2,B,A,10,nutrient,A_10,20,S,S,S_S,197,A_10_20_S_S,R6W30,R6W30_exp2B,1,R6W30_day1_exp2B,R6W30_2B_day1.JPG,0.34063,R6W30_day11_exp2B,R6W30_2B_day11.JPG,0.36389,0.068285236,0.02326
1,A,A,10,nutrient,A_10,20,S,A,S_A,154,A_10_20_S_A,R8W40,R8W40_exp1A,1,R8W40_day1_exp1A,R8W40_1A_day1.JPG,0.42426,R8W40_day11_exp1A,R8W40_1A_day11.JPG,0.36199,-0.146773205,-0.06227
2,A,A,10,nutrient,A_10,20,S,A,S_A,220,A_10_20_S_A,R13W63,R13W63_exp2A,1,R13W63_day1_exp2A,R13W63_2A_day1.JPG,0.38439,R13W63_day11_exp2A,R13W63_2A_day11.JPG,0.36113,-0.06051146,-0.02326
3,B,A,10,nutrient,A_10,20,S,S,S_S,249,A_10_20_S_S,O22W46,O22W46_exp3B,1,O22W46_day1_exp3B,O22W46_3B_day1.JPG,0.53752,O22W46_day11_exp3B,O22W46_3B_day11.JPG,0.36017,-0.329941211,-0.17735
3,A,A,10,nutrient,A_10,30,F,A,F_A,235,A_10_30_F_A,R17W80,R17W80_exp3A,1,R17W80_day1_exp3A,R17W80_3A_day1.JPG,0.37205,R17W80_day11_exp3A,R17W80_3A_day11.JPG,0.3577,-0.038570085,-0.01435
2,B,A,10,nutrient,A_10,20,F,A,F_A,213,A_10_20_F_A,R5W22,R5W22_exp2B,1,R5W22_day1_exp2B,R5W22_2B_day1.JPG,0.30502,R5W22_day11_exp2B,R5W22_2B_day11.JPG,0.35723,0.171169104,0.05221
1,A,A,10,nutrient,A_10,20,F,A,F_A,144,A_10_20_F_A,R7W36,R7W36_exp1A,1,R7W36_day1_exp1A,R7W36_1A_day1.JPG,0.35309,R7W36_day11_exp1A,R7W36_1A_day11.JPG,0.35343,0.000962927,0.00034
2,A,A,10,nutrient,A_10,30,F,A,F_A,232,A_10_30_F_A,R17W83,R17W83_exp2A,1,R17W83_day1_exp2A,R17W83_2A_day1.JPG,0.38771,R17W83_day11_exp2A,R17W83_2A_day11.JPG,0.35311,-0.089241959,-0.0346
1,A,A,10,nutrient,A_10,30,S,S,S_S,145,A_10_30_S_S,R20W90,R20W90_exp1A,1,R20W90_day1_exp1A,R12W58_1A_day1.JPG,0.49116,R20W90_day11_exp1A,R20W90_1A_day11.JPG,0.35269,-0.281924424,-0.13847
3,B,A,10,nutrient,A_10,20,S,S,S_S,255,A_10_20_S_S,O22W47,O22W47_exp3B,1,O22W47_day1_exp3B,O22W47_3B_day1.JPG,0.37439,O22W47_day11_exp3B,O22W47_3B_day11.JPG,0.35022,-0.064558348,-0.02417
2,B,A,10,nutrient,A_10,20,S,S,S_S,217,A_10_20_S_S,R6W31,R6W31_exp2B,1,R6W31_day1_exp2B,R6W31_2B_day1.JPG,0.34913,R6W31_day11_exp2B,R6W31_2B_day11.JPG,0.34651,-0.007504368,-0.00262
2,B,A,10,nutrient,A_10,20,S,A,S_A,178,A_10_20_S_A,R6W28,R6W28_exp2B,1,R6W28_day1_exp2B,R6W28_2B_day1.JPG,0.30606,R6W28_day11_exp2B,R6W28_2B_day11.JPG,0.34633,0.131575508,0.04027
3,B,A,10,nutrient,A_10,30,F,S,F_S,248,A_10_30_F_S,W17O80,W17O80_exp3B,1,W17O80_day1_exp3B,W16O75_3B_day1.JPG,0.38209,W17O80_day11_exp3B,W16O75_3B_day11.JPG,0.3409,-0.107801827,-0.04119
3,A,A,10,nutrient,A_10,20,F,A,F_A,237,A_10_20_F_A,R11W51,R11W51_exp3A,1,R11W51_day1_exp3A,R11W51_3A_day1.JPG,0.34189,R11W51_day11_exp3A,R11W51_3A_day11.JPG,0.3382,-0.010792945,-0.00369
1,B,A,10,nutrient,A_10,30,F,S,F_S,182,A_10_30_F_S,R1W7,R1W7_exp1B,1,R1W7_day1_exp1B,R1W7_1B_day1.JPG,0.34314,R1W7_day11_exp1B,R1W7_1B_day11.JPG,0.33644,-0.019525558,-0.0067
1,B,A,10,nutrient,A_10,20,S,A,S_A,187,A_10_20_S_A,R14W72,R14W72_exp1B,1,R14W72_day1_exp1B,R14W72_1B_day1.JPG,0.35077,R14W72_day11_exp1B,R14W72_1B_day11.JPG,0.33175,-0.054223565,-0.01902
1,A,A,10,nutrient,A_10,20,F,S,F_S,143,A_10_20_F_S,R7W37,R7W37_exp1A,1,R7W37_day1_exp1A,R7W37_1A_day1.JPG,0.38096,R7W37_day11_exp1A,R7W37_1A_day11.JPG,0.32716,-0.141222176,-0.0538
2,A,A,10,nutrient,A_10,20,F,S,F_S,198,A_10_20_F_S,R11W53,R11W53_exp2A,1,R11W53_day1_exp2A,R11W53_2A_day1.JPG,0.4675,R11W53_day11_exp2A,R11W53_2A_day11.JPG,0.32638,-0.301860963,-0.14112
2,A,A,10,nutrient,A_10,30,F,A,F_A,210,A_10_30_F_A,R17W82,R17W82_exp2A,1,R17W82_day1_exp2A,R17W82_2A_day1.JPG,0.35003,R17W82_day11_exp2A,R17W82_2A_day11.JPG,0.32222,-0.079450333,-0.02781
2,B,A,10,nutrient,A_10,30,F,S,F_S,217,A_10_30_F_S,R12W59,R12W59_exp2B,1,R12W59_day1_exp2B,R12W59_2B_day1.JPG,0.36663,R12W59_day11_exp2B,R12W59_2B_day11.JPG,0.31746,-0.134113411,-0.04917
2,B,A,10,nutrient,A_10,30,F,S,F_S,196,A_10_30_F_S,R12W58,R12W58_exp2B,1,R12W58_day1_exp2B,R12W58_2B_day1.JPG,0.37682,R12W58_day11_exp2B,R12W58_2B_day11.JPG,0.31448,-0.165437079,-0.06234
2,A,A,10,nutrient,A_10,30,F,A,F_A,196,A_10_30_F_A,R17W80,R17W80_exp2A,1,R17W80_day1_exp2A,R17W80_2A_day1.JPG,0.32183,R17W80_day11_exp2A,R17W80_2A_day11.JPG,0.31366,-0.025386073,-0.00817
3,B,A,10,nutrient,A_10,20,F,S,F_S,245,A_10_20_F_S,O21W40,O21W40_exp3B,1,O21W40_day1_exp3B,O21W40_3B_day1.JPG,0.28993,O21W40_day11_exp3B,O21W40_3B_day11.JPG,0.31237,0.077397993,0.02244
1,B,A,10,nutrient,A_10,20,F,A,F_A,178,A_10_20_F_A,R13W63,R13W63_exp1B,1,R13W63_day1_exp1B,R13W63_1B_day1.JPG,0.44238,R13W63_day11_exp1B,R13W63_1B_day11.JPG,0.30993,-0.299403228,-0.13245
1,A,A,10,nutrient,A_10,30,S,S,S_S,153,A_10_30_S_S,R20W92,R20W92_exp1A,1,R20W92_day1_exp1A,R12W59_1A_day1.JPG,0.32585,R20W92_day11_exp1A,R20W92_1A_day11.JPG,0.30766,-0.055823232,-0.01819
1,A,A,10,nutrient,A_10,20,S,S,S_S,153,A_10_20_S_S,R8W43,R8W43_exp1A,1,R8W43_day1_exp1A,R8W43_1A_day1.JPG,0.34191,R8W43_day11_exp1A,R8W43_1A_day11.JPG,0.30316,-0.113333918,-0.03875
1,B,A,10,nutrient,A_10,30,F,A,F_A,187,A_10_30_F_A,R1W5,R1W5_exp1B,1,R1W5_day1_exp1B,R1W5_1B_day1.JPG,0.32095,R1W5_day11_exp1B,R1W5_1B_day11.JPG,0.30276,-0.056675495,-0.01819
3,A,A,10,nutrient,A_10,30,F,A,F_A,237,A_10_30_F_A,R17W82,R17W82_exp3A,1,R17W82_day1_exp3A,R17W82_3A_day1.JPG,0.30519,R17W82_day11_exp3A,R17W82_3A_day11.JPG,0.29797,-0.023657394,-0.00722
3,A,A,10,nutrient,A_10,20,S,A,S_A,236,A_10_20_S_A,R13W62,R13W62_exp3A,1,R13W62_day1_exp3A,R13W62_3A_day1.JPG,0.36073,R13W62_day11_exp3A,R13W62_3A_day11.JPG,0.29772,-0.174673579,-0.06301
1,B,A,10,nutrient,A_10,30,S,S,S_S,171,A_10_30_S_S,R15W78,R15W78_exp1B,1,R15W78_day1_exp1B,R15W78_1B_day1.JPG,0.29388,R15W78_day11_exp1B,R15W78_1B_day11.JPG,0.29323,-0.002211787,-0.00065
2,B,A,10,nutrient,A_10,30,S,A,S_A,225,A_10_30_S_A,R20W88,R20W88_exp2B,1,R20W88_day1_exp2B,R20W88_2B_day1.JPG,0.30174,R20W88_day11_exp2B,R20W88_2B_day11.JPG,0.29115,-0.035096441,-0.01059
2,B,A,10,nutrient,A_10,20,S,S,S_S,233,A_10_20_S_S,R6W32,R6W32_exp2B,1,R6W32_day1_exp2B,R6W32_2B_day1.JPG,0.27896,R6W32_day11_exp2B,R6W32_2B_day11.JPG,0.29006,0.039790651,0.0111
3,B,A,10,nutrient,A_10,20,S,S,S_S,250,A_10_20_S_S,O22W45,O22W45_exp3B,1,O22W45_day1_exp3B,O22W45_3B_day1.JPG,0.25462,O22W45_day11_exp3B,O22W45_3B_day11.JPG,0.27762,0.090330689,0.023
2,B,A,10,nutrient,A_10,30,S,S,S_S,200,A_10_30_S_S,R20W90,R20W90_exp2B,1,R20W90_day1_exp2B,R20W90_2B_day1.JPG,0.29099,R20W90_day11_exp2B,R20W90_2B_day11.JPG,0.27669,-0.049142582,-0.0143
3,A,A,10,nutrient,A_10,30,S,A,S_A,237,A_10_30_S_A,R21W95,R21W95_exp3A,1,R21W95_day1_exp3A,R21W95_3A_day1.JPG,0.28862,R21W95_day11_exp3A,R21W95_3A_day11.JPG,0.27433,-0.049511468,-0.01429
3,A,A,10,nutrient,A_10,20,S,A,S_A,237,A_10_20_S_A,R13W63,R13W63_exp3A,1,R13W63_day1_exp3A,R13W63_3A_day1.JPG,0.27808,R13W63_day11_exp3A,R13W63_3A_day11.JPG,0.27209,-0.021540564,-0.00599
3,A,A,10,nutrient,A_10,30,S,A,S_A,237,A_10_30_S_A,R21W94,R21W94_exp3A,1,R21W94_day1_exp3A,R21W94_3A_day1.JPG,0.27192,R21W94_day11_exp3A,R21W94_3A_day11.JPG,0.26921,-0.009966167,-0.00271
3,B,A,10,nutrient,A_10,30,S,S,S_S,251,A_10_30_S_S,W20O85,W20O85_exp3B,1,W20O85_day1_exp3B,W20O85_3B_day1.JPG,0.26554,W20O85_day11_exp3B,W20O85_3B_day11.JPG,0.26797,0.009151164,0.00243
3,A,A,10,nutrient,A_10,20,F,S,F_S,237,A_10_20_F_S,R11W52,R11W52_exp3A,1,R11W52_day1_exp3A,R11W52_3A_day1.JPG,0.27035,R11W52_day11_exp3A,R11W52_3A_day11.JPG,0.26526,-0.018827446,-0.00509
2,B,A,10,nutrient,A_10,20,S,A,S_A,224,A_10_20_S_A,R6W29,R6W29_exp2B,1,R6W29_day1_exp2B,R6W29_2B_day1.JPG,0.2408,R6W29_day11_exp2B,R6W29_2B_day11.JPG,0.2603,0.080980066,0.0195
2,B,A,10,nutrient,A_10,30,S,A,S_A,184,A_10_30_S_A,R20W87,R20W87_exp2B,1,R20W87_day1_exp2B,R20W87_2B_day1.JPG,0.29441,R20W87_day11_exp2B,R20W87_2B_day11.JPG,0.25426,-0.136374444,-0.04015
1,B,A,10,nutrient,A_10,20,F,A,F_A,184,A_10_20_F_A,R13W64,R13W64_exp1B,1,R13W64_day1_exp1B,R13W64_1B_day1.JPG,0.23054,R13W64_day11_exp1B,R13W64_1B_day11.JPG,0.25084,0.088054134,0.0203
2,A,A,10,nutrient,A_10,20,F,A,F_A,196,A_10_20_F_A,R11W50,R11W50_exp2A,1,R11W50_day1_exp2A,R11W50_2A_day1.JPG,0.37386,R11W50_day11_exp2A,R11W50_2A_day11.JPG,0.24614,-0.341625207,-0.12772
1,A,A,10,nutrient,A_10,20,F,A,F_A,153,A_10_20_F_A,R7W35,R7W35_exp1A,1,R7W35_day1_exp1A,R7W35_1A_day1.JPG,0.21363,R7W35_day11_exp1A,R7W35_1A_day11.JPG,0.22604,0.058091092,0.01241
1,A,A,10,nutrient,A_10,30,F,A,F_A,162,A_10_30_F_A,R12W56,R12W56_exp1A,1,R12W56_day1_exp1A,G37Y29_1A_day1.JPG,0.30949,R12W56_day11_exp1A,R12W56_1A_day11.JPG,0.22496,-0.273126757,-0.08453
3,B,A,10,nutrient,A_10,30,F,S,F_S,247,A_10_30_F_S,W17O79,W17O79_exp3B,1,W17O79_day1_exp3B,W16O74_3B_day1.JPG,0.22067,W17O79_day11_exp3B,W16O74_3B_day11.JPG,0.21651,-0.018851679,-0.00416
3,B,A,10,nutrient,A_10,20,F,A,F_A,236,A_10_20_F_A,O20W38,O20W38_exp3B,1,O20W38_day1_exp3B,O20W38_3B_day1.JPG,0.33335,O20W38_day11_exp3B,O20W38_3B_day11.JPG,0.19813,-0.405639718,-0.13522
