exp_num,subrun,exp_run_full,N_species,N_dose,control_or_nutrient,N_species_dose,temp,food,sym_state,food_sym_state,col_num,treat_ID,beetag,beetag_exprun,image_day,beetag_day1_exp_concat,image_name_day1,red_day1,beetag_day11_exp_concat,image_name_day11,red_day11,red_percent_change,red_delta
3,A,3A,N,0,control,N_0,20,S,S,S_S,239,CNTRL_20_S_S,B22G31,B22G31_exp3A,1,B22G31_day1_exp3A,B22G31_3A_day1.JPG,0.39145,B22G31_day11_exp3A,B22G31_3A_day11.JPG,0.31579,-0.19328139,-0.07566
3,A,3A,N,0,control,N_0,30,F,A,F_A,226,CNTRL_30_F_A,B25G43,B25G43_exp3A,1,B25G43_day1_exp3A,B25G43_3A_day1.JPG,0.40382,B25G43_day11_exp3A,B25G43_3A_day11.JPG,0.45247,0.120474469,0.04865
3,A,3A,N,0,control,N_0,30,F,A,F_A,237,CNTRL_30_F_A,B25G45,B25G45_exp3A,1,B25G45_day1_exp3A,B25G45_3A_day1.JPG,0.42579,B25G45_day11_exp3A,B25G45_3A_day11.JPG,0.43869,0.030296625,0.0129
3,A,3A,N,0,control,N_0,30,F,A,F_A,237,CNTRL_30_F_A,B25G44,B25G44_exp3A,1,B25G44_day1_exp3A,B25G44_3A_day1.JPG,0.31611,B25G44_day11_exp3A,B25G44_3A_day11.JPG,0.35348,0.118218342,0.03737
3,A,3A,N,0,control,N_0,30,F,A,F_A,229,CNTRL_30_F_A,B26G48,B26G48_exp3A,1,B26G48_day1_exp3A,B26G48_3A_day1.JPG,0.2839,B26G48_day11_exp3A,B26G48_3A_day11.JPG,0.31509,0.109862628,0.03119
3,A,3A,N,0,control,N_0,30,F,S,F_S,240,CNTRL_30_F_S,B25G47,B25G47_exp3A,1,B25G47_day1_exp3A,B25G47_3A_day1.JPG,0.38025,B25G47_day11_exp3A,B25G47_3A_day11.JPG,0.49938,0.313293886,0.11913
3,A,3A,N,0,control,N_0,30,F,S,F_S,239,CNTRL_30_F_S,B25G46,B25G46_exp3A,1,B25G46_day1_exp3A,B25G46_3A_day1.JPG,0.35705,B25G46_day11_exp3A,B25G46_3A_day11.JPG,0.36119,0.011595015,0.00414
3,A,3A,N,0,control,N_0,30,S,A,S_A,239,CNTRL_30_S_A,B26G51,B26G51_exp3A,1,B26G51_day1_exp3A,B26G51_3A_day1.JPG,0.32396,B26G51_day11_exp3A,B26G51_3A_day11.JPG,0.42443,0.31013088,0.10047
3,A,3A,N,0,control,N_0,30,S,A,S_A,237,CNTRL_30_S_A,B26G50,B26G50_exp3A,1,B26G50_day1_exp3A,B26G50_3A_day1.JPG,0.3905,B26G50_day11_exp3A,B26G50_3A_day11.JPG,0.37068,-0.050755442,-0.01982
3,A,3A,N,0,control,N_0,30,S,A,S_A,237,CNTRL_30_S_A,B26G49,B26G49_exp3A,1,B26G49_day1_exp3A,B26G49_3A_day1.JPG,0.36487,B26G49_day11_exp3A,B26G49_3A_day11.JPG,0.34303,-0.059856935,-0.02184
3,A,3A,N,0,control,N_0,30,S,S,S_S,241,CNTRL_30_S_S,B26G52,B26G52_exp3A,1,B26G52_day1_exp3A,B26G52_3A_day1.JPG,0.43386,B26G52_day11_exp3A,B26G52_3A_day11.JPG,0.45249,0.042940119,0.01863
3,A,3A,N,0,control,N_0,30,S,S,S_S,235,CNTRL_30_S_S,B28G58,B28G58_exp3A,1,B28G58_day1_exp3A,B28G58_3A_day1.JPG,0.2019,B28G58_day11_exp3A,B28G58_3A_day11.JPG,0.1955,-0.031698861,-0.0064
3,B,3B,N,0,control,N_0,20,F,A,F_A,238,CNTRL_20_F_A,O1B1,O1B1_exp3B,1,O1B1_day1_exp3B,O1B1_3B_day1.JPG,0.25803,O1B1_day11_exp3B,O1B1_3B_day11.JPG,0.2566,-0.005541991,-0.00143
3,B,3B,N,0,control,N_0,20,F,S,F_S,251,CNTRL_20_F_S,O1B3,O1B3_exp3B,1,O1B3_day1_exp3B,O1B3_3B_day1.JPG,0.42489,O1B3_day11_exp3B,O1B3_3B_day11.JPG,0.42409,-0.00188284,-0.0008
3,B,3B,N,0,control,N_0,20,F,S,F_S,245,CNTRL_20_F_S,O1B4,O1B4_exp3B,1,O1B4_day1_exp3B,O1B4_3B_day1.JPG,0.47072,O1B4_day11_exp3B,O1B4_3B_day11.JPG,0.40797,-0.133306424,-0.06275
3,B,3B,N,0,control,N_0,20,F,S,F_S,242,CNTRL_20_F_S,O1B2,O1B2_exp3B,1,O1B2_day1_exp3B,O1B2_3B_day1.JPG,0.33126,O1B2_day11_exp3B,O1B2_3B_day11.JPG,0.3339,0.007969571,0.00264
3,B,3B,N,0,control,N_0,20,S,A,S_A,238,CNTRL_20_S_A,O2B7,O2B7_exp3B,1,O2B7_day1_exp3B,O2B7_3B_day1.JPG,0.34012,O2B7_day11_exp3B,O2B7_3B_day11.JPG,0.34724,0.020933788,0.00712
3,B,3B,N,0,control,N_0,20,S,A,S_A,257,CNTRL_20_S_A,O2B12,O2B12_exp3B,1,O2B12_day1_exp3B,O2B12_3B_day1.JPG,0.39353,O2B12_day11_exp3B,O2B12_3B_day11.JPG,0.33232,-0.155540874,-0.06121
3,B,3B,N,0,control,N_0,20,S,S,S_S,252,CNTRL_20_S_S,O22W48,O22W48_exp3B,1,O22W48_day1_exp3B,O22W48_3B_day1.JPG,0.46767,O22W48_day11_exp3B,O22W48_3B_day11.JPG,0.53906,0.152650373,0.07139
3,B,3B,N,0,control,N_0,20,S,S,S_S,249,CNTRL_20_S_S,O2B10,O2B10_exp3B,1,O2B10_day1_exp3B,O2B10_3B_day1.JPG,0.42305,O2B10_day11_exp3B,O2B10_3B_day11.JPG,0.33128,-0.216924713,-0.09177
3,B,3B,N,0,control,N_0,20,S,S,S_S,252,CNTRL_20_S_S,O2B11,O2B11_exp3B,1,O2B11_day1_exp3B,O2B11_3B_day1.JPG,0.3855,O2B11_day11_exp3B,O2B11_3B_day11.JPG,0.30338,-0.213022049,-0.08212
3,B,3B,N,0,control,N_0,30,F,A,F_A,249,CNTRL_30_F_A,W17O83,W17O83_exp3B,1,W17O83_day1_exp3B,W16O77_3B_day1.JPG,0.55486,W17O83_day11_exp3B,W16O77_3B_day11.JPG,0.53012,-0.044587824,-0.02474
3,B,3B,N,0,control,N_0,30,F,A,F_A,238,CNTRL_30_F_A,W1O1,W1O1_exp3B,1,W1O1_day1_exp3B,W17O78_3B_day1.JPG,0.35796,W1O1_day11_exp3B,W1O1_3B_day11.JPG,0.34167,-0.045507878,-0.01629
3,B,3B,N,0,control,N_0,30,F,S,F_S,251,CNTRL_30_F_S,W1O3,W1O3_exp3B,1,W1O3_day1_exp3B,W17O80_3B_day1.JPG,0.52119,W1O3_day11_exp3B,W1O3_3B_day11.JPG,0.36925,-0.291525164,-0.15194
3,B,3B,N,0,control,N_0,30,F,S,F_S,245,CNTRL_30_F_S,W1O4,W1O4_exp3B,1,W1O4_day1_exp3B,W17O82_3B_day1.JPG,0.37321,W1O4_day11_exp3B,W1O4_3B_day11.JPG,0.35693,-0.043621554,-0.01628
3,B,3B,N,0,control,N_0,30,F,S,F_S,242,CNTRL_30_F_S,W1O2,W1O2_exp3B,1,W1O2_day1_exp3B,W17O79_3B_day1.JPG,0.32316,W1O2_day11_exp3B,W1O2_3B_day11.JPG,0.25824,-0.200891199,-0.06492
3,B,3B,N,0,control,N_0,30,S,A,S_A,243,CNTRL_30_S_A,W2O12,W2O12_exp3B,1,W2O12_day1_exp3B,W2O12_3B_day1.JPG,0.51222,W2O12_day11_exp3B,W2O12_3B_day11.JPG,0.45898,-0.103939713,-0.05324
3,B,3B,N,0,control,N_0,30,S,A,S_A,238,CNTRL_30_S_A,W2O7,W2O7_exp3B,1,W2O7_day1_exp3B,W2O7_3B_day1.JPG,0.38724,W2O7_day11_exp3B,W2O7_3B_day11.JPG,0.38966,0.006249354,0.00242
3,B,3B,N,0,control,N_0,30,S,S,S_S,252,CNTRL_30_S_S,W2O11,W2O11_exp3B,1,W2O11_day1_exp3B,W2O11_3B_day1.JPG,0.50221,W2O11_day11_exp3B,W2O11_3B_day11.JPG,0.62569,0.24587324,0.12348
3,B,3B,N,0,control,N_0,30,S,S,S_S,250,CNTRL_30_S_S,W2O10,W2O10_exp3B,1,W2O10_day1_exp3B,W2O10_3B_day1.JPG,0.40744,W2O10_day11_exp3B,W2O10_3B_day11.JPG,0.41135,0.009596505,0.00391
3,B,3B,N,0,control,N_0,30,S,S,S_S,252,CNTRL_30_S_S,W20O88,W20O88_exp3B,1,W20O88_day1_exp3B,W20O88_3B_day1.JPG,0.46097,W20O88_day11_exp3B,W20O88_3B_day11.JPG,0.39486,-0.143414973,-0.06611
1,A,1A,N,1.5,nutrient,N_1.5,20,F,A,F_A,150,N_1.5_20_F_A,G29Y71,G29Y71_exp1A,1,G29Y71_day1_exp1A,G29Y71_1A_day1.JPG,0.38521,G29Y71_day11_exp1A,G29Y71_1A_day11.JPG,0.59284,0.539004699,0.20763
1,A,1A,N,1.5,nutrient,N_1.5,20,F,A,F_A,168,N_1.5_20_F_A,G29Y70,G29Y70_exp1A,1,G29Y70_day1_exp1A,G29Y70_1A_day1.JPG,0.33165,G29Y70_day11_exp1A,G29Y70_1A_day11.JPG,0.39036,0.177023971,0.05871
1,A,1A,N,1.5,nutrient,N_1.5,20,F,S,F_S,142,N_1.5_20_F_S,G29Y72,G29Y72_exp1A,1,G29Y72_day1_exp1A,G29Y72_1A_day1.JPG,0.37253,G29Y72_day11_exp1A,G29Y72_1A_day11.JPG,0.35058,-0.058921429,-0.02195
1,A,1A,N,1.5,nutrient,N_1.5,20,F,S,F_S,147,N_1.5_20_F_S,G29Y73,G29Y73_exp1A,1,G29Y73_day1_exp1A,G29Y73_1A_day1.JPG,0.45222,G29Y73_day11_exp1A,G29Y73_1A_day11.JPG,0.32163,-0.288775375,-0.13059
1,A,1A,N,1.5,nutrient,N_1.5,20,F,S,F_S,153,N_1.5_20_F_S,G29Y74,G29Y74_exp1A,1,G29Y74_day1_exp1A,G29Y74_1A_day1.JPG,0.33748,G29Y74_day11_exp1A,G29Y74_1A_day11.JPG,0.26899,-0.20294536,-0.06849
1,A,1A,N,1.5,nutrient,N_1.5,20,S,A,S_A,150,N_1.5_20_S_A,G31Y82,G31Y82_exp1A,1,G31Y82_day1_exp1A,G31Y82_1A_day1.JPG,0.40528,G31Y82_day11_exp1A,G31Y82_1A_day11.JPG,0.41603,0.026524872,0.01075
1,A,1A,N,1.5,nutrient,N_1.5,20,S,A,S_A,168,N_1.5_20_S_A,G31Y80,G31Y80_exp1A,1,G31Y80_day1_exp1A,G31Y80_1A_day1.JPG,0.30867,G31Y80_day11_exp1A,G31Y80_1A_day11.JPG,0.3333,0.079793955,0.02463
1,A,1A,N,1.5,nutrient,N_1.5,20,S,S,S_S,160,N_1.5_20_S_S,G31Y84,G31Y84_exp1A,1,G31Y84_day1_exp1A,G31Y84_1A_day1.JPG,0.57308,G31Y84_day11_exp1A,G31Y84_1A_day11.JPG,0.4866,-0.150903888,-0.08648
1,A,1A,N,1.5,nutrient,N_1.5,20,S,S,S_S,157,N_1.5_20_S_S,G31Y85,G31Y85_exp1A,1,G31Y85_day1_exp1A,G31Y85_1A_day1.JPG,0.54457,G31Y85_day11_exp1A,G31Y85_1A_day11.JPG,0.48173,-0.115393797,-0.06284
1,A,1A,N,1.5,nutrient,N_1.5,20,S,S,S_S,150,N_1.5_20_S_S,G31Y83,G31Y83_exp1A,1,G31Y83_day1_exp1A,G31Y83_1A_day1.JPG,0.47567,G31Y83_day11_exp1A,G31Y83_1A_day11.JPG,0.4308,-0.094330103,-0.04487
1,A,1A,N,1.5,nutrient,N_1.5,30,F,A,F_A,150,N_1.5_30_F_A,G28Y63,G28Y63_exp1A,1,G28Y63_day1_exp1A,G27Y56_1A_day1.JPG,0.35974,G28Y63_day11_exp1A,G28Y63_1A_day11.JPG,0.46213,0.284622227,0.10239
1,A,1A,N,1.5,nutrient,N_1.5,30,F,A,F_A,168,N_1.5_30_F_A,G28Y62,G28Y62_exp1A,1,G28Y62_day1_exp1A,G27Y55_1A_day1.JPG,0.25675,G28Y62_day11_exp1A,G28Y62_1A_day11.JPG,0.32224,0.255073028,0.06549
1,A,1A,N,1.5,nutrient,N_1.5,30,F,S,F_S,142,N_1.5_30_F_S,G28Y64,G28Y64_exp1A,1,G28Y64_day1_exp1A,G27Y57_1A_day1.JPG,0.55867,G28Y64_day11_exp1A,G28Y64_1A_day11.JPG,0.44362,-0.205935525,-0.11505
1,A,1A,N,1.5,nutrient,N_1.5,30,F,S,F_S,148,N_1.5_30_F_S,G28Y65,G28Y65_exp1A,1,G28Y65_day1_exp1A,G27Y58_1A_day1.JPG,0.33064,G28Y65_day11_exp1A,G28Y65_1A_day11.JPG,0.3551,0.07397774,0.02446
1,A,1A,N,1.5,nutrient,N_1.5,30,F,S,F_S,153,N_1.5_30_F_S,G28Y67,G28Y67_exp1A,1,G28Y67_day1_exp1A,G27Y59_1A_day1.JPG,0.57476,G28Y67_day11_exp1A,G28Y67_1A_day11.JPG,0.30158,-0.475294036,-0.27318
1,A,1A,N,1.5,nutrient,N_1.5,30,S,A,S_A,151,N_1.5_30_S_A,G25Y46,G25Y46_exp1A,1,G25Y46_day1_exp1A,G25Y46_1A_day1.JPG,0.42208,G25Y46_day11_exp1A,G25Y46_1A_day11.JPG,0.44109,0.045038855,0.01901
1,A,1A,N,1.5,nutrient,N_1.5,30,S,A,S_A,162,N_1.5_30_S_A,G25Y45,G25Y45_exp1A,1,G25Y45_day1_exp1A,G25Y45_1A_day1.JPG,0.27828,G25Y45_day11_exp1A,G25Y45_1A_day11.JPG,0.30273,0.087861147,0.02445
1,A,1A,N,1.5,nutrient,N_1.5,30,S,S,S_S,155,N_1.5_30_S_S,G25Y48,G25Y48_exp1A,1,G25Y48_day1_exp1A,G25Y48_1A_day1.JPG,0.54739,G25Y48_day11_exp1A,G25Y48_1A_day11.JPG,0.56614,0.034253457,0.01875
1,A,1A,N,1.5,nutrient,N_1.5,30,S,S,S_S,152,N_1.5_30_S_S,G25Y47,G25Y47_exp1A,1,G25Y47_day1_exp1A,G25Y47_1A_day1.JPG,0.54086,G25Y47_day11_exp1A,G25Y47_1A_day11.JPG,0.5327,-0.015087084,-0.00816
1,A,1A,N,1.5,nutrient,N_1.5,30,S,S,S_S,157,N_1.5_30_S_S,G25Y49,G25Y49_exp1A,1,G25Y49_day1_exp1A,G25Y49_1A_day1.JPG,0.34508,G25Y49_day11_exp1A,G25Y49_1A_day11.JPG,0.40154,0.163614234,0.05646
1,B,1B,N,1.5,nutrient,N_1.5,20,F,A,F_A,183,N_1.5_20_F_A,G30Y77,G30Y77_exp1B,1,G30Y77_day1_exp1B,G30Y77_1B_day1.JPG,0.48986,G30Y77_day11_exp1B,G30Y77_1B_day11.JPG,0.51109,0.043338913,0.02123
1,B,1B,N,1.5,nutrient,N_1.5,20,F,A,F_A,163,N_1.5_20_F_A,G30Y75,G30Y75_exp1B,1,G30Y75_day1_exp1B,G30Y75_1B_day1.JPG,0.32025,G30Y75_day11_exp1B,G30Y75_1B_day11.JPG,0.39022,0.218485558,0.06997
1,B,1B,N,1.5,nutrient,N_1.5,20,F,A,F_A,169,N_1.5_20_F_A,G30Y76,G30Y76_exp1B,1,G30Y76_day1_exp1B,G30Y76_1B_day1.JPG,0.3001,G30Y76_day11_exp1B,G30Y76_1B_day11.JPG,0.31425,0.04715095,0.01415
1,B,1B,N,1.5,nutrient,N_1.5,20,F,S,F_S,160,N_1.5_20_F_S,G30Y78,G30Y78_exp1B,1,G30Y78_day1_exp1B,G30Y78_1B_day1.JPG,0.45442,G30Y78_day11_exp1B,G30Y78_1B_day11.JPG,0.69288,0.524756833,0.23846
1,B,1B,N,1.5,nutrient,N_1.5,20,F,S,F_S,171,N_1.5_20_F_S,G30Y79,G30Y79_exp1B,1,G30Y79_day1_exp1B,G30Y79_1B_day1.JPG,0.49973,G30Y79_day11_exp1B,G30Y79_1B_day11.JPG,0.49576,-0.00794429,-0.00397
1,B,1B,N,1.5,nutrient,N_1.5,20,S,A,S_A,171,N_1.5_20_S_A,G34Y4,G34Y4_exp1B,1,G34Y4_day1_exp1B,G34Y4_1B_day1.JPG,0.47333,G34Y4_day11_exp1B,G34Y4_1B_day11.JPG,0.46342,-0.020936767,-0.00991
1,B,1B,N,1.5,nutrient,N_1.5,20,S,A,S_A,166,N_1.5_20_S_A,G34Y3,G34Y3_exp1B,1,G34Y3_day1_exp1B,G34Y3_1B_day1.JPG,0.41916,G34Y3_day11_exp1B,G34Y3_1B_day11.JPG,0.39241,-0.063818112,-0.02675
1,B,1B,N,1.5,nutrient,N_1.5,20,S,A,S_A,184,N_1.5_20_S_A,G34Y5,G34Y5_exp1B,1,G34Y5_day1_exp1B,G34Y5_1B_day1.JPG,0.25124,G34Y5_day11_exp1B,G34Y5_1B_day11.JPG,0.3041,0.210396434,0.05286
1,B,1B,N,1.5,nutrient,N_1.5,20,S,S,S_S,164,N_1.5_20_S_S,G34Y10,G34Y10_exp1B,1,G34Y10_day1_exp1B,G34Y10_1B_day1.JPG,0.34601,G34Y10_day11_exp1B,G34Y10_1B_day11.JPG,0.41695,0.205022976,0.07094
1,B,1B,N,1.5,nutrient,N_1.5,20,S,S,S_S,172,N_1.5_20_S_S,G34Y11,G34Y11_exp1B,1,G34Y11_day1_exp1B,G34Y11_1B_day1.JPG,0.38161,G34Y11_day11_exp1B,G34Y11_1B_day11.JPG,0.40974,0.073714001,0.02813
1,B,1B,N,1.5,nutrient,N_1.5,30,F,A,F_A,183,N_1.5_30_F_A,G23Y2820,G23Y2820_exp1B,1,G23Y2820_day1_exp1B,G23Y28_1B_day1.JPG,0.42152,G23Y2820_day11_exp1B,G23Y2129_1B_day11.JPG,0.46651,0.106732777,0.04499
1,B,1B,N,1.5,nutrient,N_1.5,30,F,A,F_A,170,N_1.5_30_F_A,G23Y1819,G23Y1819_exp1B,1,G23Y1819_day1_exp1B,G23Y18_1B_day1.JPG,0.41295,G23Y1819_day11_exp1B,G23Y0517_1B_day11.JPG,0.46289,0.120934738,0.04994
1,B,1B,N,1.5,nutrient,N_1.5,30,F,A,F_A,165,N_1.5_30_F_A,G23Y5017,G23Y5017_exp1B,1,G23Y5017_day1_exp1B,G23Y5_1B_day1.JPG,0.44,G23Y5017_day11_exp1B,G23Y3130_1B_day11.JPG,0.32848,-0.253454545,-0.11152
1,B,1B,N,1.5,nutrient,N_1.5,30,F,S,F_S,171,N_1.5_30_F_S,G23Y3130,G23Y3130_exp1B,1,G23Y3130_day1_exp1B,G23Y31_1B_day1.JPG,0.40352,G23Y3130_day11_exp1B,G23Y2820_1B_day11.JPG,0.51037,0.264794806,0.10685
1,B,1B,N,1.5,nutrient,N_1.5,30,F,S,F_S,161,N_1.5_30_F_S,G23Y2129,G23Y2129_exp1B,1,G23Y2129_day1_exp1B,G23Y21_1B_day1.JPG,0.41414,G23Y2129_day11_exp1B,G23Y1819_1B_day11.JPG,0.47756,0.15313662,0.06342
1,B,1B,N,1.5,nutrient,N_1.5,30,S,A,S_A,171,N_1.5_30_S_A,G24Y41,G24Y41_exp1B,1,G24Y41_day1_exp1B,G24Y41_1B_day1.JPG,0.43474,G24Y41_day11_exp1B,G24Y41_1B_day11.JPG,0.45057,0.036412568,0.01583
1,B,1B,N,1.5,nutrient,N_1.5,30,S,A,S_A,166,N_1.5_30_S_A,G24Y40,G24Y40_exp1B,1,G24Y40_day1_exp1B,G24Y40_1B_day1.JPG,0.32867,G24Y40_day11_exp1B,G24Y40_1B_day11.JPG,0.38554,0.173030699,0.05687
1,B,1B,N,1.5,nutrient,N_1.5,30,S,A,S_A,184,N_1.5_30_S_A,G24Y42,G24Y42_exp1B,1,G24Y42_day1_exp1B,G24Y42_1B_day1.JPG,0.22565,G24Y42_day11_exp1B,G24Y42_1B_day11.JPG,0.24271,0.075603811,0.01706
1,B,1B,N,1.5,nutrient,N_1.5,30,S,S,S_S,165,N_1.5_30_S_S,G24Y43,G24Y43_exp1B,1,G24Y43_day1_exp1B,G24Y43_1B_day1.JPG,0.47108,G24Y43_day11_exp1B,G24Y43_1B_day11.JPG,0.50608,0.074297359,0.035
1,B,1B,N,1.5,nutrient,N_1.5,30,S,S,S_S,173,N_1.5_30_S_S,G24Y44,G24Y44_exp1B,1,G24Y44_day1_exp1B,G24Y44_1B_day1.JPG,0.4215,G24Y44_day11_exp1B,G24Y44_1B_day11.JPG,0.3698,-0.122657177,-0.0517
2,A,2A,N,1.5,nutrient,N_1.5,20,F,A,F_A,174,N_1.5_20_F_A,G23Y5017,G23Y5017_exp2A,1,G23Y5017_day1_exp2A,G23Y5017_2A_day1.JPG,0.39082,G23Y1819_day11_exp2A,G23Y17_2A_day11.JPG,0.43765,0.119824983,0.04683
2,A,2A,N,1.5,nutrient,N_1.5,20,F,A,F_A,226,N_1.5_20_F_A,G23Y2820,G23Y2820_exp2A,1,G23Y2820_day1_exp2A,G23Y2820_2A_day1.JPG,0.47551,G23Y3130_day11_exp2A,G23Y29_2A_day11.JPG,0.38743,-0.185232698,-0.08808
2,A,2A,N,1.5,nutrient,N_1.5,20,F,A,F_A,199,N_1.5_20_F_A,G23Y1819,G23Y1819_exp2A,1,G23Y1819_day1_exp2A,G23Y1819_2A_day1.JPG,0.29369,G23Y2129_day11_exp2A,G23Y19_2A_day11.JPG,0.31357,0.067690422,0.01988
2,A,2A,N,1.5,nutrient,N_1.5,20,F,S,F_S,185,N_1.5_20_F_S,G23Y2129,G23Y2129_exp2A,1,G23Y2129_day1_exp2A,G23Y2129_2A_day1.JPG,0.46943,G23Y2820_day11_exp2A,G23Y20_2A_day11.JPG,0.54178,0.154123085,0.07235
2,A,2A,N,1.5,nutrient,N_1.5,20,F,S,F_S,206,N_1.5_20_F_S,G23Y3130,G23Y3130_exp2A,1,G23Y3130_day1_exp2A,G23Y3130_2A_day1.JPG,0.39435,G23Y5017_day11_exp2A,G23Y30_2A_day11.JPG,0.25028,-0.365335362,-0.14407
2,A,2A,N,1.5,nutrient,N_1.5,20,S,A,S_A,187,N_1.5_20_S_A,G24Y40,G24Y40_exp2A,1,G24Y40_day1_exp2A,G24Y40_2A_day1.JPG,0.4497,G24Y40_day11_exp2A,G24Y40_2A_day11.JPG,0.48904,0.087480543,0.03934
2,A,2A,N,1.5,nutrient,N_1.5,20,S,A,S_A,228,N_1.5_20_S_A,G24Y42,G24Y42_exp2A,1,G24Y42_day1_exp2A,G24Y42_2A_day1.JPG,0.32714,G24Y42_day11_exp2A,G24Y42_2A_day11.JPG,0.32568,-0.004462921,-0.00146
2,A,2A,N,1.5,nutrient,N_1.5,20,S,A,S_A,203,N_1.5_20_S_A,G24Y41,G24Y41_exp2A,1,G24Y41_day1_exp2A,G24Y41_2A_day1.JPG,0.32358,G24Y41_day11_exp2A,G24Y41_2A_day11.JPG,0.2811,-0.131281291,-0.04248
2,A,2A,N,1.5,nutrient,N_1.5,20,S,S,S_S,208,N_1.5_20_S_S,G24Y44,G24Y44_exp2A,1,G24Y44_day1_exp2A,G24Y44_2A_day1.JPG,0.33497,G24Y44_day11_exp2A,G24Y44_2A_day11.JPG,0.35169,0.049914918,0.01672
2,A,2A,N,1.5,nutrient,N_1.5,20,S,S,S_S,186,N_1.5_20_S_S,G24Y43,G24Y43_exp2A,1,G24Y43_day1_exp2A,G24Y43_2A_day1.JPG,0.37408,G24Y43_day11_exp2A,G24Y43_2A_day11.JPG,0.33627,-0.101074636,-0.03781
2,A,2A,N,1.5,nutrient,N_1.5,30,F,A,F_A,186,N_1.5_30_F_A,G33Y94,G33Y94_exp2A,1,G33Y94_day1_exp2A,G33Y94_2A_day1.JPG,0.40201,G33Y94_day11_exp2A,G33Y94_2A_day11.JPG,0.45657,0.135718017,0.05456
2,A,2A,N,1.5,nutrient,N_1.5,30,F,A,F_A,201,N_1.5_30_F_A,G33Y95,G33Y95_exp2A,1,G33Y95_day1_exp2A,G33Y95_2A_day1.JPG,0.28251,G33Y95_day11_exp2A,G33Y95_2A_day11.JPG,0.40741,0.442108244,0.1249
2,A,2A,N,1.5,nutrient,N_1.5,30,F,A,F_A,227,N_1.5_30_F_A,G33Y97,G33Y97_exp2A,1,G33Y97_day1_exp2A,G33Y97_2A_day1.JPG,0.20956,G33Y97_day11_exp2A,G33Y97_2A_day11.JPG,0.19326,-0.077782019,-0.0163
2,A,2A,N,1.5,nutrient,N_1.5,30,F,S,F_S,206,N_1.5_30_F_S,G33Y1,G33Y1_exp2A,1,G33Y1_day1_exp2A,G33Y100_2A_day1.JPG,0.37337,G33Y1_day11_exp2A,G33Y100_2A_day11.JPG,0.36625,-0.019069556,-0.00712
2,A,2A,N,1.5,nutrient,N_1.5,30,F,S,F_S,185,N_1.5_30_F_S,G33Y100,G33Y100_exp2A,1,G33Y100_day1_exp2A,G33Y1_2A_day1.JPG,0.29159,G33Y100_day11_exp2A,G33Y1_2A_day11.JPG,0.3542,0.214719298,0.06261
2,A,2A,N,1.5,nutrient,N_1.5,30,S,A,S_A,193,N_1.5_30_S_A,G34Y3,G34Y3_exp2A,1,G34Y3_day1_exp2A,G34Y3_2A_day1.JPG,0.45418,G34Y3_day11_exp2A,G34Y3_2A_day11.JPG,0.58098,0.279184464,0.1268
2,A,2A,N,1.5,nutrient,N_1.5,30,S,A,S_A,207,N_1.5_30_S_A,G34Y4,G34Y4_exp2A,1,G34Y4_day1_exp2A,G34Y4_2A_day1.JPG,0.55005,G34Y4_day11_exp2A,G34Y4_2A_day11.JPG,0.5102,-0.072447959,-0.03985
2,A,2A,N,1.5,nutrient,N_1.5,30,S,A,S_A,230,N_1.5_30_S_A,G34Y5,G34Y5_exp2A,1,G34Y5_day1_exp2A,G34Y5_2A_day1.JPG,0.46475,G34Y5_day11_exp2A,G34Y5_2A_day11.JPG,0.42886,-0.077224314,-0.03589
