Run File Date,sample_month,sample_year,station_num,depth,Sample ID,orthophosphate,ammonia,nitrate_and_nitrite,nitrite,nitrate
4/26/2021,February,2021,8,bottom,8 bottom,0.675,3.676,2.408,0.422,1.986
4/26/2021,March,2021,1,upper,1 upper,0.569,5.045,6.324,0.481,5.843
4/26/2021,March,2021,1,middle,1 mid,0.448,3.711,2.058,0.408,1.65
4/26/2021,March,2021,1,bottom,1 bottom,0.561,3.686,1.425,0.455,0.97
4/26/2021,March,2021,2,upper,2 upper,0.592,3.592,1.528,0.475,1.053
4/26/2021,March,2021,2,middle,2 mid,0.626,3.498,1.262,0.47,0.792
4/26/2021,March,2021,2,bottom,2 bottom,0.499,3.617,1.267,0.407,0.86
4/26/2021,March,2021,3,upper,3 upper,0.422,3.477,0.738,0.396,0.342
4/26/2021,March,2021,3,middle,3 mid,0.567,3.709,0.677,0.478,0.199
4/26/2021,March,2021,3,bottom,3 bottom,0.537,3.633,0.584,0.45,0.134
4/26/2021,March,2021,4,upper,4 upper,0.581,3.679,0.769,0.461,0.308
4/26/2021,March,2021,4,middle,4 mid,0.518,3.64,1.318,0.432,0.886
4/26/2021,March,2021,4,bottom,4 bottom,0.506,3.488,0.798,0.421,0.377
4/26/2021,March,2021,5,upper,5 upper,1.187,5.422,0.81,0.832,-0.022
4/26/2021,March,2021,5,middle,5 mid,0.608,3.327,0.962,0.469,0.493
4/26/2021,March,2021,5,bottom,5 bottom,0.524,3.301,0.896,0.401,0.495
4/26/2021,March,2021,6,upper,6 upper,0.569,3.636,0.917,0.496,0.421
4/26/2021,March,2021,6,middle,6 mid,0.514,3.635,0.718,0.471,0.247
4/26/2021,March,2021,6,bottom,6 bottom,0.61,3.341,1.542,0.438,1.104
4/26/2021,March,2021,7,upper,7 upper,0.528,3.513,0.732,0.443,0.289
4/26/2021,March,2021,7,middle,7 mid,0.59,3.854,1.208,0.427,0.781
4/26/2021,March,2021,7,bottom,7 bottom,0.712,3.773,1.552,0.488,1.064
4/26/2021,March,2021,8,upper,8 upper,0.567,3.847,1.753,0.451,1.302
4/26/2021,March,2021,8,middle,8 mid,0.682,3.33,0.795,0.468,0.327
4/26/2021,March,2021,8,bottom,8 bottom,0.849,4.043,1.088,0.506,0.582
4/30/2021,April,2021,1,upper,1 upper,0.767,5.806,7.573,0.31,7.263
4/30/2021,April,2021,1,middle,1 mid,0.843,4.963,3.963,0.343,3.62
4/30/2021,April,2021,1,bottom,1 bottom,0.7,4.543,1.325,0.335,0.99
4/30/2021,April,2021,2,upper,2 upper,0.644,4.446,1.9,0.348,1.552
4/30/2021,April,2021,2,middle,2 mid,0.747,4.569,5.428,0.386,5.042
4/30/2021,April,2021,2,bottom,2 bottom,0.68,4.363,2.092,0.361,1.731
4/30/2021,April,2021,3,upper,3 upper,1.215,6.017,1.761,0.71,1.051
4/30/2021,April,2021,3,middle,3 mid,0.685,4.246,0.764,0.369,0.395
4/30/2021,April,2021,3,bottom,3 bottom,0.58,3.847,0.734,0.324,0.41
4/30/2021,April,2021,4,upper,4 upper,0.713,4.086,0.585,0.448,0.137
4/30/2021,April,2021,4,middle,4 mid,0.76,4.263,7.455,0.422,7.033
4/30/2021,April,2021,4,bottom,4 bottom,1.3,5.84,5.516,0.763,4.753
4/30/2021,April,2021,5,upper,5 upper,0.776,4.341,0.892,0.433,0.459
4/30/2021,April,2021,5,middle,5 mid,0.772,4.425,0.778,0.449,0.329
4/30/2021,April,2021,5,bottom,5 bottom,0.824,4.349,1.086,0.44,0.646
4/30/2021,April,2021,6,upper,6 upper,0.787,4.208,2.368,0.395,1.973
4/30/2021,April,2021,6,middle,6 mid,1.371,5.982,9.375,0.748,8.627
4/30/2021,April,2021,6,bottom,6 bottom,0.744,4.075,0.727,0.384,0.343
4/30/2021,April,2021,7,upper,7 upper,0.722,3.947,0.908,0.385,0.523
4/30/2021,April,2021,7,middle,7 mid,0.785,3.988,0.934,0.43,0.505
4/30/2021,April,2021,7,bottom,7 bottom,0.79,4.122,0.673,0.446,0.227
4/30/2021,April,2021,8,upper,8 upper,0.841,4.377,1.268,0.505,0.763
4/30/2021,April,2021,8,middle,8 mid,0.769,4.06,1.184,0.446,0.738
4/30/2021,April,2021,8,bottom,8 bottom,0.904,4.446,1.247,0.521,0.726
6/15/2021,May,2021,1,upper,1 upper,1.494,6.087,1.775,0.78,0.995
6/15/2021,May,2021,1,middle,1 mid,1.552,5.769,1.179,0.79,0.389
6/15/2021,May,2021,1,bottom,1 bottom,1.554,6.06,1.556,0.812,0.744
6/15/2021,May,2021,2,upper,2 upper,1.476,5.74,0.712,0.835,-0.123
6/15/2021,May,2021,2,middle,2 mid,1.513,5.645,0.659,0.837,-0.178
6/15/2021,May,2021,2,bottom,2 bottom,1.525,5.695,0.521,0.858,-0.337
6/15/2021,May,2021,3,upper,3 upper,1.622,6.272,1.566,0.867,0.699
6/15/2021,May,2021,3,middle,3 mid,1.574,5.93,0.84,0.873,-0.033
6/15/2021,May,2021,3,bottom,3 bottom,1.559,5.899,0.904,0.869,0.035
6/15/2021,May,2021,4,upper,4 upper,1.456,5.616,0.689,0.882,-0.193
6/15/2021,May,2021,4,middle,4 mid,1.052,4.757,0.99,0.663,0.327
6/15/2021,May,2021,4,bottom,4 bottom,1.453,5.8,0.935,0.881,0.054
6/15/2021,May,2021,5,upper,5 upper,1.463,5.895,1.238,0.903,0.335
6/15/2021,May,2021,5,middle,5 mid,1.453,5.413,0.737,0.91,-0.174
6/15/2021,May,2021,5,bottom,5 bottom,0.947,4.399,0.986,0.621,0.365
6/15/2021,May,2021,6,upper,6 upper,0.834,3.965,0.815,0.539,0.276
6/15/2021,May,2021,6,middle,6 mid,1.41,5.388,0.864,0.879,-0.015
6/15/2021,May,2021,6,bottom,6 bottom,1.499,6.21,2.08,0.906,1.174
6/15/2021,May,2021,7,upper,7 upper,1.665,5.267,0.71,0.879,-0.169
6/15/2021,May,2021,7,middle,7 mid,1.354,5.577,1.02,0.897,0.123
6/15/2021,May,2021,7,bottom,7 bottom,1.367,5.775,1.065,0.917,0.148
6/15/2021,May,2021,8,upper,8 upper,1.345,5.231,0.666,0.896,-0.23
6/15/2021,May,2021,8,middle,8 mid,1.374,5.79,1.619,0.913,0.706
6/15/2021,May,2021,8,bottom,8 bottom,1.417,5.93,1.528,0.922,0.606
7/6/2021,June,2021,1,upper,1 upper,1.736,4.92,3.75,0.761,2.989
7/6/2021,June,2021,1,middle,1 mid,1.873,4.908,1.087,0.649,0.438
7/6/2021,June,2021,1,bottom,1 bottom,1.938,5.001,1.156,0.669,0.487
7/6/2021,June,2021,2,upper,2 upper,1.648,5.08,0.779,0.718,0.061
7/6/2021,June,2021,2,middle,2 mid,1.661,4.969,0.779,0.695,0.084
7/6/2021,June,2021,2,bottom,2 bottom,1.668,5.11,0.8,0.727,0.073
7/6/2021,June,2021,3,upper,3 upper,1.749,5.07,0.852,0.733,0.119
7/6/2021,June,2021,3,middle,3 mid,1.773,5.206,0.908,0.819,0.089
7/6/2021,June,2021,3,bottom,3 bottom,0.953,3.452,0.788,0.436,0.352
7/6/2021,June,2021,4,upper,4 upper,0.8975,3.27,0.49,0.424,0.066
7/6/2021,June,2021,4,middle,4 mid,0.856,3.295,0.508,0.419,0.089
7/6/2021,June,2021,4,bottom,4 bottom,0.846,3.294,0.492,0.429,0.063
7/6/2021,June,2021,5,upper,5 upper,1.575,5.568,0.926,0.773,0.153
7/6/2021,June,2021,5,middle,5 mid,0.744,3.483,0.561,0.405,0.156
7/6/2021,June,2021,5,bottom,5 bottom,0.837,3.687,0.473,0.419,0.054
7/6/2021,June,2021,6,upper,6 upper,0.465,3.501,0.562,0.469,0.093
7/6/2021,June,2021,6,middle,6 mid,1.593,4.841,0.834,0.743,0.091
7/6/2021,June,2021,6,bottom,6 bottom,0.908,3.474,0.686,0.437,0.249
7/6/2021,June,2021,7,upper,7 upper,0.798,3.209,0.494,0.42,0.074
7/6/2021,June,2021,7,middle,7 mid,1.5995,5.4245,1.051,0.765,0.286
7/6/2021,June,2021,7,bottom,7 bottom,1.595,5.722,1.151,0.78,0.371
7/6/2021,June,2021,8,upper,8 upper,0.924,3.442,0.848,0.434,0.414
7/6/2021,June,2021,8,middle,8 mid,0.861,3.847,0.997,0.458,0.539
7/6/2021,June,2021,8,bottom,8 bottom,0.851,3.552,0.802,0.461,0.341
7/27/2021,July,2021,1,upper,1 upper,2.299,8.757,9.828,0.578,9.25
7/27/2021,July,2021,1,middle,1 mid,2.219,10.307,6.767,0.558,6.209
7/27/2021,July,2021,1,bottom,1 bottom,1.975,10.352,1.764,0.631,1.133
7/27/2021,July,2021,2,upper,2 upper,1.181,4.553,2.851,0.497,2.354
7/27/2021,July,2021,2,middle,2 mid,1.406,4.328,1.221,0.502,0.719
7/27/2021,July,2021,2,bottom,2 bottom,2.244,6.431,1.664,0.852,0.812
7/27/2021,July,2021,3,upper,3 upper,0.851,4.328,0.547,0.461,0.086
7/27/2021,July,2021,3,middle,3 mid,1.836,4.27,1.338,0.48,0.858
7/27/2021,July,2021,3,bottom,3 bottom,1.907,5.379,0.728,0.599,0.129
7/27/2021,July,2021,4,upper,4 upper,1.645,4.17,0.598,0.486,0.112
7/27/2021,July,2021,4,middle,4 mid,2.048,5.256,1.376,0.801,0.575
7/27/2021,July,2021,4,bottom,4 bottom,1.965,6.023,1.106,0.907,0.199
7/27/2021,July,2021,5,upper,5 upper,0.946,4.276,1.442,0.53,0.912
7/27/2021,July,2021,5,middle,5 mid,1.06,4.39,0.888,0.587,0.301
7/27/2021,July,2021,5,bottom,5 bottom,1.539,4.888,1.308,0.648,0.66
7/27/2021,July,2021,6,upper,6 upper,0.588,4.127,0.691,0.549,0.142
7/27/2021,July,2021,6,middle,6 mid,0.772,4.294,0.757,0.583,0.174
7/27/2021,July,2021,6,bottom,6 bottom,0.621,4.387,1.236,0.554,0.682
7/27/2021,July,2021,7,upper,7 upper,0.82,4.736,0.749,0.762,-0.013
7/27/2021,July,2021,7,middle,7 mid,1.982,4.84,0.917,0.664,0.253
7/27/2021,July,2021,7,bottom,7 bottom,0.843,4.818,1.2,0.629,0.571
7/27/2021,July,2021,8,upper,8 upper,0.58,4.27,0.92,0.597,0.323
7/27/2021,July,2021,8,middle,8 mid,0.962,4.497,0.812,0.666,0.146
7/27/2021,July,2021,8,bottom,8 bottom,0.805,4.932,0.994,0.768,0.226
9/1/2021,August,2021,1,upper,1 upper,2.436,8.066,12.202,0.955,11.247
9/1/2021,August,2021,1,middle,1 mid,2.343,9.003,5.521,1.007,4.514
9/1/2021,August,2021,1,bottom,1 bottom,2.338,11.266,3.125,1.087,2.038
9/1/2021,August,2021,2,upper,2 upper,1.695,5.616,0.711,0.573,0.138
9/1/2021,August,2021,2,middle,2 mid,2.137,7.845,1.684,1.096,0.588
9/1/2021,August,2021,2,bottom,2 bottom,1.952,9.14,1.451,1.042,0.409
9/1/2021,August,2021,3,upper,3 upper,1.73,5.754,1.876,0.483,1.393
9/1/2021,August,2021,3,middle,3 mid,1.982,6.669,1.206,1.118,0.088
9/1/2021,August,2021,3,bottom,3 bottom,1.959,9.056,1.592,1.074,0.518
9/1/2021,August,2021,4,upper,4 upper,1.698,5.357,1.802,0.455,1.347
9/1/2021,August,2021,4,middle,4 mid,1.573,5.657,1.08,0.538,0.542
9/1/2021,August,2021,4,bottom,4 bottom,1.81,7.64,1.182,0.59,0.592
9/1/2021,August,2021,5,upper,5 upper,1.919,7.213,1.892,1.241,0.651
9/1/2021,August,2021,5,middle,5 mid,1.585,6.681,1.305,1.034,0.271
9/1/2021,August,2021,5,bottom,5 bottom,1.711,7.236,1.206,1.205,0.001
9/1/2021,August,2021,6,upper,6 upper,1.702,5.219,0.77,0.717,0.053
9/1/2021,August,2021,6,middle,6 mid,1.843,5.997,1.178,0.553,0.625
9/1/2021,August,2021,6,bottom,6 bottom,1.796,7.927,1.414,1.093,0.321
9/1/2021,August,2021,7,upper,7 upper,1.787,5.433,1.135,1.108,0.027
9/1/2021,August,2021,7,middle,7 mid,1.805,7.344,1.2995,1.193,0.107
9/1/2021,August,2021,7,bottom,7 bottom,1.799,7.099,1.268,1.22,0.048
9/1/2021,August,2021,8,upper,8 upper,1.718,5.648,0.745,0.539,0.206
9/1/2021,August,2021,8,middle,8 mid,1.28,5.698,1.019,0.917,0.102
9/1/2021,August,2021,8,bottom,8 bottom,1.555,6.366,1.178,1.109,0.069
11/9/2021,September,2021,1,upper,1 upper,2.385,5.7675,6.3375,1.037,5.301
11/9/2021,September,2021,1,middle,1 mid,2.41,6.565,6.526,1.036,5.49
11/9/2021,September,2021,1,bottom,1 bottom,2.488,8.264,5.857,1.057,4.8
11/9/2021,September,2021,2,upper,2 upper,1.8,5.818,2.708,0.76,1.948
11/9/2021,September,2021,2,middle,2 mid,1.97,6.526,3.208,0.853,2.355
11/9/2021,September,2021,2,bottom,2 bottom,2.387,10.341,4.415,1.027,3.388
11/9/2021,September,2021,3,upper,3 upper,2.099,7.995,3.737,0.942,2.795
11/9/2021,September,2021,3,middle,3 mid,2.115,8.024,3.632,0.922,2.71
11/9/2021,September,2021,3,bottom,3 bottom,2.14,8.209,3.957,0.98,2.977
11/9/2021,September,2021,4,upper,4 upper,1.775,5.173,2.696,0.846,1.85
11/9/2021,September,2021,4,middle,4 mid,2.1045,8.7405,3.725,0.956,2.769
11/9/2021,September,2021,4,bottom,4 bottom,2.289,10.884,3.724,0.988,2.736
11/9/2021,September,2021,5,upper,5 upper,1.858,7.125,3.22,0.889,2.331
11/9/2021,September,2021,5,middle,5 mid,1.833,7.447,2.162,0.788,1.374
11/9/2021,September,2021,5,bottom,5 bottom,1.762,7.281,1.808,0.735,1.073
11/9/2021,September,2021,6,upper,6 upper,2.123,8.441,4.452,0.974,3.478
11/9/2021,September,2021,6,middle,6 mid,2.079,9.184,4.015,0.942,3.073
11/9/2021,September,2021,6,bottom,6 bottom,2.172,10.57,3.847,0.963,2.884
11/9/2021,September,2021,7,upper,7 upper,1.83,5.969,3.51,0.882,2.628
11/9/2021,September,2021,7,middle,7 mid,2.023,8.493,3.356,0.881,2.475
11/9/2021,September,2021,7,bottom,7 bottom,1.898,8.203,2.4125,0.798,1.615
11/9/2021,September,2021,8,upper,8 upper,1.84,6.807,2.092,0.769,1.323
11/9/2021,September,2021,8,middle,8 mid,2.004,6.818,2.007,0.754,1.253
11/9/2021,September,2021,8,bottom,8 bottom,1.987,6.748,1.646,0.734,0.912
11/2/2021,October,2021,1,upper,1 upper,2.708,11.532,9.12,0.921,8.199
11/2/2021,October,2021,1,middle,1 mid,2.728,11.38,7.944,0.937,7.007
11/2/2021,October,2021,1,bottom,1 bottom,2.633,10.618,5.529,0.943,4.586
11/2/2021,October,2021,2,upper,2 upper,2.307,7.383,2.688,0.869,1.819
11/2/2021,October,2021,2,middle,2 mid,2.166,7.231,2.414,0.859,1.555
11/2/2021,October,2021,2,bottom,2 bottom,2.083,7.168,2.199,0.822,1.377
11/2/2021,October,2021,3,upper,3 upper,2.253,9.252,1.942,0.909,1.033
11/2/2021,October,2021,3,middle,3 mid,2.347,9.03,2.269,0.903,1.366
11/2/2021,October,2021,3,bottom,3 bottom,2.267,8.807,1.804,0.902,0.902
11/2/2021,October,2021,4,upper,4 upper,1.9905,6.9295,1.2095,0.854,0.356
11/2/2021,October,2021,4,middle,4 mid,1.975,7.398,1.182,0.878,0.304
11/2/2021,October,2021,4,bottom,4 bottom,3.221,7.686,1.215,0.887,0.328
11/2/2021,October,2021,5,upper,5 upper,2.781,6.89,1.474,0.974,0.5
11/2/2021,October,2021,5,middle,5 mid,2.739,7.131,1.57,0.983,0.587
11/2/2021,October,2021,5,bottom,5 bottom,2.467,7.106,1.398,0.981,0.417
11/2/2021,October,2021,6,upper,6 upper,2.556,7.297,2.263,0.944,1.319
11/2/2021,October,2021,6,middle,6 mid,2.428,7.391,2.081,0.944,1.137
11/2/2021,October,2021,6,bottom,6 bottom,2.331,7.648,2.046,0.951,1.095
11/2/2021,October,2021,7,upper,7 upper,2.243,7.338,1.71,0.921,0.789
11/2/2021,October,2021,7,middle,7 mid,1.9805,7.178,1.564,0.9255,0.639
11/2/2021,October,2021,7,bottom,7 bottom,1.915,7.258,1.554,0.93,0.624
11/2/2021,October,2021,8,upper,8 upper,1.895,7.219,1.459,0.955,0.504
11/2/2021,October,2021,8,middle,8 mid,1.857,7.119,1.723,1.056,0.667
11/2/2021,October,2021,8,bottom,8 bottom,1.862,7.434,1.901,1.145,0.756
11/16/2021,November,2021,1,upper,1 upper,2.397,9.959,23.151,0.863,22.288
11/16/2021,November,2021,1,middle,1 mid,2.525,9.981,16.972,0.92,16.052
11/16/2021,November,2021,1,bottom,1 bottom,2.382,9.966,7.373,1.017,6.356
11/16/2021,November,2021,2,upper,2 upper,2.256,9.019,11.04,0.958,10.082
11/16/2021,November,2021,2,middle,2 mid,2.222,9.179,11.05,0.962,10.088
11/16/2021,November,2021,2,bottom,2 bottom,2.219,8.983,8.579,0.978,7.601
11/16/2021,November,2021,3,upper,3 upper,2.177,9.44,6.812,0.971,5.841
11/16/2021,November,2021,3,middle,3 mid,2.174,9.431,6.752,0.975,5.777
11/16/2021,November,2021,3,bottom,3 bottom,2.206,9.441,6.772,0.966,5.806
11/16/2021,November,2021,4,upper,4 upper,2.168,8.835,6.0385,0.956,5.083
11/16/2021,November,2021,4,middle,4 mid,2.086,8.508,5.28,0.971,4.309
11/16/2021,November,2021,4,bottom,4 bottom,1.921,7.992,4.609,0.953,3.656
11/16/2021,November,2021,5,upper,5 upper,1.951,7.348,3.833,0.999,2.834
11/16/2021,November,2021,5,middle,5 mid,1.912,7.343,3.813,1.013,2.8
11/16/2021,November,2021,5,bottom,5 bottom,1.899,7.429,3.798,1.022,2.776
11/16/2021,November,2021,6,upper,6 upper,2.071,8.413,6.94,0.972,5.968
11/16/2021,November,2021,6,middle,6 mid,2.019,8.218,6.304,1.008,5.296
11/16/2021,November,2021,6,bottom,6 bottom,1.994,8.066,5.104,1.074,4.03
11/16/2021,November,2021,7,upper,7 upper,1.911,8.046,4.973,1.036,3.937
11/16/2021,November,2021,7,middle,7 mid,1.8625,7.516,4.2805,1.0705,3.21
11/16/2021,November,2021,7,bottom,7 bottom,1.827,7.155,3.617,1.11,2.507
11/16/2021,November,2021,8,upper,8 upper,1.853,7.352,4.257,1.062,3.195
11/16/2021,November,2021,8,middle,8 mid,1.812,6.978,3.657,1.096,2.561
11/16/2021,November,2021,8,bottom,8 bottom,1.699,6.59,2.996,1.126,1.87
12/16/2021,December,2021,1,upper,1 upper,1.492,8.914,29.132,0.864,28.268
12/16/2021,December,2021,1,middle,1 mid,2.154,9.726,26.461,1.214,25.247
12/16/2021,December,2021,1,bottom,1 bottom,2.079,8.572,17.817,1.216,16.601
12/16/2021,December,2021,2,upper,2 upper,2.098,7.64,12.432,1.28,11.152
12/16/2021,December,2021,2,middle,2 mid,2.115,7.604,12.005,1.271,10.734
12/16/2021,December,2021,2,bottom,2 bottom,4.105,8.165,11.7,1.283,10.417
12/16/2021,December,2021,3,upper,3 upper,1.999,7.264,8.806,1.221,7.585
12/16/2021,December,2021,3,middle,3 mid,1.971,7.197,8.468,1.266,7.202
12/16/2021,December,2021,3,bottom,3 bottom,2.0825,7.2445,8.696,1.2505,7.446
12/16/2021,December,2021,4,upper,4 upper,1.951,6.458,7.574,1.293,6.281
12/16/2021,December,2021,4,middle,4 mid,2.041,6.514,7.693,1.284,6.409
12/16/2021,December,2021,4,bottom,4 bottom,1.922,6.368,7.552,1.278,6.274
12/16/2021,December,2021,5,upper,5 upper,1.783,5.787,5.341,1.231,4.11
12/16/2021,December,2021,5,middle,5 mid,1.663,5.521,4.917,1.167,3.75
12/16/2021,December,2021,5,bottom,5 bottom,1.77,5.749,5.253,1.237,4.016
12/16/2021,December,2021,6,upper,6 upper,2.019,6.777,9.046,1.285,7.761
12/16/2021,December,2021,6,middle,6 mid,1.948,6.602,8.663,1.278,7.385
12/16/2021,December,2021,6,bottom,6 bottom,1.933,6.656,8.043,1.287,6.756
12/16/2021,December,2021,7,upper,7 upper,1.818,6.0875,6.9565,1.282,5.675
12/16/2021,December,2021,7,middle,7 mid,1.827,5.974,6.384,1.308,5.076
12/16/2021,December,2021,7,bottom,7 bottom,1.693,5.668,5.047,1.22,3.827
12/16/2021,December,2021,8,upper,8 upper,1.776,5.856,6.134,1.266,4.868
12/16/2021,December,2021,8,middle,8 mid,1.623,5.551,4.762,1.152,3.61
12/16/2021,December,2021,8,bottom,8 bottom,1.61,5.429,3.67,1.104,2.566
