col_num,treat_ID_full,e_coli,abs_resp_rate_SA_corr,NO3_category,dose_level,temp,feed,symbiont,new_treat_ID_full
178,A_7.5_20_F_A,0,0.110660737,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
242,A_5_29_F_A,0,0.110733922,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
156,A_7.5_29_S_A,1,0.111078813,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
237,N_0_20_S_A,1,0.11142044,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
187,A_7.5_20_S_A,0,0.111494448,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
168,N_18_20_F_A,1,0.111574921,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
239,N_0_20_S_S,0,0.111617353,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
175,A_7.5_20_F_S,1,0.111943937,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
160,A_0_29_F_A,1,0.112395863,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
242,A_10_29_F_A,0,0.112705563,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
144,A_7.5_20_S_S,1,0.112740043,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
233,A_10_20_S_A,1,0.112870716,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
233,A_10_29_S_S,1,0.113263849,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
153,N_5_20_F_S,1,0.113456239,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
248,A_5_20_F_S,0,0.113529348,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
237,A_5_20_F_A,0,0.113755355,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
228,N_1.5_20_S_A,1,0.11382807,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
166,N_0_20_S_A,0,0.114291338,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
226,N_0_20_F_A,1,0.114374527,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
233,A_0_20_S_S,1,0.11439849,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
184,A_10_20_F_A,1,0.11440956,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
228,N_18_29_F_A,1,0.115291612,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic
241,A_7.5_29_S_S,1,0.11543992,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
220,A_5_20_F_S,0,0.115699124,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
245,A_7.5_29_S_S,0,0.115747556,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
169,N_5_20_F_A,1,0.115825285,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
161,N_5_20_F_S,0,0.116540883,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
228,N_0_20_S_A,1,0.116935334,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
187,A_10_20_S_A,1,0.117113322,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
157,N_0_29_S_S,1,0.117202826,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
213,A_5_29_F_A,1,0.117255949,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
184,N_5_29_S_A,1,0.117364263,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
206,N_5_20_F_S,1,0.117590743,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
237,A_7.5_29_F_A,0,0.11760635,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
182,A_10_20_F_S,1,0.117873806,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
205,A_10_20_S_S,0,0.117959849,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
153,N_18_20_F_S,1,0.118008154,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
157,N_1.5_20_S_S,1,0.118352282,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
208,N_0_20_S_S,1,0.118783515,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
162,A_5_20_S_A,1,0.118819361,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
193,A_0_20_F_S,0,0.119035998,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
168,N_0_20_F_A,0,0.119251703,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
240,N_1.5_20_F_S,0,0.119272188,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
150,N_0_20_S_A,0,0.11931486,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
194,"A_0_20_F_A
",0,0.119535514,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
162,A_10_29_F_A,1,0.1197012,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
213,A_10_20_F_A,1,0.11994229,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
157,A_10_29_F_S,0,0.120136586,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
171,A_5_20_F_S,1,0.120301961,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
205,N_18_20_F_S,0,0.120767422,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
184,N_18_20_S_A,1,0.121060981,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic
217,A_10_29_F_S,0,0.121276914,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
166,N_5_20_S_A,0,0.121617168,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
241,A_10_20_F_S,1,0.122127602,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
163,N_5_29_F_S,0,0.122391927,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
167,A_10_20_F_S,0,0.122457266,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
184,N_1.5_29_S_A,1,0.123071238,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
151,N_5_29_S_A,0,0.123180422,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
198,A_5_20_F_S,1,0.124287558,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
178,A_7.5_29_F_A,1,0.12445589,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
190,A_10_29_S_A,1,0.124533295,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
144,A_10_20_S_S,0,0.124644067,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
197,A_7.5_20_S_A,0,0.124782775,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
166,A_7.5_20_F_S,0,0.125016874,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
217,A_10_20_S_S,0,0.12521427,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
240,N_18_29_F_S,1,0.125450958,Elevated,Elevated,29,Fed,Symbiotic,Elevated_29_Fed_Symbiotic
175,N_0_20_F_S,0,0.125491552,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
206,N_18_20_F_S,0,0.12562473,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
240,N_0_20_F_S,0,0.125660217,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
207,N_1.5_29_S_A,1,0.126035207,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
157,A_10_29_S_S,1,0.126613527,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
166,N_18_29_F_A,0,0.126930459,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic
212,N_18_29_S_A,1,0.127921561,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
237,A_5_29_S_A,1,0.128099238,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
202,N_18_29_F_A,0,0.128280083,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic
178,A_0_29_F_S,1,0.129313748,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
178,A_5_29_F_A,1,0.129643105,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
208,N_5_20_S_S,1,0.130090147,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
151,N_18_29_S_A,0,0.131075436,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
242,A_5_20_S_A,0,0.131176385,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
237,A_5_29_F_A,0,0.131206257,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
220,A_10_20_F_S,1,0.13131533,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
211,A_0_20_F_S,0,0.131669433,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
237,A_0_29_S_A,1,0.132038698,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
208,N_18_20_S_S,1,0.13233884,Elevated,Elevated,20,Starved,Symbiotic,Elevated_20_Starved_Symbiotic
167,A_10_20_S_S,0,0.132756195,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
247,A_7.5_20_S_A,1,0.13426739,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
237,N_5_29_F_A,1,0.13443722,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
205,A_0_29_S_S,0,0.13496355,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
201,N_18_29_F_A,1,0.135337255,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic
249,A_7.5_20_S_S,0,0.13534876,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
239,N_1.5_20_F_S,1,0.13591809,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
225,N_5_20_S_S,1,0.136182646,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
227,N_18_29_F_A,0,0.136482505,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic
243,A_10_20_F_S,1,0.13710276,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
154,A_10_20_S_A,0,0.137531772,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
254,A_5_20_S_S,1,0.137772315,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
238,N_5_20_F_A,0,0.138482351,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
210,A_10_20_F_A,1,0.138786975,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
248,A_7.5_20_F_S,0,0.139648065,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
168,N_1.5_29_F_A,1,0.140474805,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
175,N_18_29_F_S,0,0.14051421,Elevated,Elevated,29,Fed,Symbiotic,Elevated_29_Fed_Symbiotic
242,A_10_29_S_A,0,0.140566939,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
193,N_0_29_S_A,0,0.140611189,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
237,N_18_29_F_A,1,0.140929432,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic
174,N_18_20_F_A,0,0.141121207,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
209,N_18_29_S_S,0,0.141342801,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
143,A_10_20_F_S,0,0.141685101,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
245,A_10_20_F_A,1,0.142385444,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
149,N_0_20_F_A,0,0.14343632,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
185,N_0_29_F_S,0,0.143536968,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
175,N_5_29_F_S,0,0.143578181,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
152,A_7.5_20_F_S,1,0.143683304,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
224,A_10_20_S_A,1,0.143895625,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
223,N_18_20_F_S,1,0.143934107,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
237,A_7.5_29_S_A,0,0.144353421,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
154,A_7.5_20_S_A,1,0.14476369,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
242,N_5_29_F_A,1,0.14499058,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
226,A_0_20_F_S,1,0.146050989,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
237,N_0_29_S_A,0,0.146336596,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
157,N_18_20_S_S,1,0.146789783,Elevated,Elevated,20,Starved,Symbiotic,Elevated_20_Starved_Symbiotic
208,N_0_29_S_S,1,0.14734102600000001,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
165,A_10_29_S_A,0,0.147606728,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
201,A_0_20_S_S,0,0.148060515,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
233,A_10_29_F_S,1,0.148172607,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
208,N_1.5_20_S_S,1,0.148187589,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
154,N_5_20_S_S,0,0.1502114,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
154,A_10_20_S_A,1,0.150336838,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
161,A_7.5_29_F_A,1,0.1530478,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
215,A_10_29_F_A,1,0.153436797,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
153,A_10_20_F_A,1,0.153604196,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
160,N_5_20_F_A,0,0.155505099,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
213,A_7.5_20_F_A,1,0.156278457,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
159,N_18_20_F_A,1,0.15671939,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
210,A_0_20_S_A,1,0.156722651,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
233,A_10_20_S_S,1,0.157000526,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
178,A_5_29_S_A,0,0.158342226,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
153,A_10_29_F_S,1,0.158389381,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
171,N_18_20_F_S,1,0.160237614,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
238,A_5_29_S_A,0,0.160539969,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
220,A_0_20_F_S,1,0.160821358,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
242,A_10_20_F_A,0,0.161186873,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
162,N_18_20_S_A,0,0.163237547,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic
237,A_0_29_F_A,1,0.165903042,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
174,N_0_20_F_A,0,0.167448916,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
210,A_0_29_F_A,0,0.167931045,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
242,A_7.5_20_S_A,0,0.170210672,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
222,A_0_20_S_S,1,0.170416375,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
184,N_0_20_F_A,1,0.171108015,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
230,N_1.5_20_S_S,0,0.171212115,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
150,N_0_20_F_A,1,0.173322843,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
256,N_5_20_F_S,1,0.17505085,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
252,N_5_20_S_S,1,0.175831433,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
225,A_5_29_S_A,1,0.177273056,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
223,N_1.5_20_F_S,1,0.178145396,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
250,A_10_20_S_A,1,0.179467736,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
203,N_0_20_S_A,1,0.181184453,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
242,N_5_20_F_A,1,0.181786654,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
220,A_7.5_20_F_S,1,0.18434537,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
244,N_5_20_S_A,1,0.185821765,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
209,N_5_20_S_A,1,0.187278812,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
172,N_18_20_S_S,1,0.187674348,Elevated,Elevated,20,Starved,Symbiotic,Elevated_20_Starved_Symbiotic
239,A_5_20_F_S,0,0.188524588,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
252,A_7.5_20_S_S,1,0.18976481,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
249,N_5_20_S_S,0,0.193113892,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
238,N_5_20_S_A,0,0.19352848,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
153,A_10_20_S_S,1,0.201623781,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
216,A_7.5_20_S_A,1,0.203945882,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
150,A_10_29_S_A,1,0.207948106,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
170,A_7.5_20_F_A,0,0.215172137,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
207,N_0_20_S_S,0,0.21608207,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
233,A_7.5_20_S_S,1,0.220198414,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
168,N_5_20_F_A,1,0.224418394,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
227,N_1.5_29_F_A,1,0.232987475,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
223,N_0_20_F_A,1,0.233825669,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
164,N_18_20_S_S,0,0.241147624,Elevated,Elevated,20,Starved,Symbiotic,Elevated_20_Starved_Symbiotic
197,A_5_20_S_A,0,0.247304439,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
167,A_5_29_F_S,0,0.304995179,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
227,N_1.5_20_S_A,1,0.394076958,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
231,N_5_29_S_A,1,0.420508984,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
231,N_18_29_S_A,1,0.573280227,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
