col_num,treat_ID_full,e_coli,resp_rate,pollution,dose,temp,feed,symbiont,dose_level,new_treat_ID_full
166,A_5_20_F_S,0,-0.00238,Ammonium,5,20,Fed,Symbiotic,Low,Ammonium_Low_20_Fed_Symbiotic
173,A_5_20_F_S,1,-0.0037600000000000003,Ammonium,5,20,Fed,Symbiotic,Low,Ammonium_Low_20_Fed_Symbiotic
168,A_5_20_S_A,0,-0.0020800000000000003,Ammonium,5,20,Starved,Aposymbiotic,Low,Ammonium_Low_20_Starved_Aposymbiotic
187,A_5_20_S_A,1,-0.0025700000000000002,Ammonium,5,20,Starved,Aposymbiotic,Low,Ammonium_Low_20_Starved_Aposymbiotic
167,A_5_20_S_S,0,-0.0037500000000000003,Ammonium,5,20,Starved,Symbiotic,Low,Ammonium_Low_20_Starved_Symbiotic
182,A_5_20_S_S,1,-0.004070000000000001,Ammonium,5,20,Starved,Symbiotic,Low,Ammonium_Low_20_Starved_Symbiotic
163,N_18_20_F_A,0,-0.00568,Nitrate,18,20,Fed,Aposymbiotic,High,Nitrate_High_20_Fed_Aposymbiotic
169,N_18_20_F_A,1,-0.00288,Nitrate,18,20,Fed,Aposymbiotic,High,Nitrate_High_20_Fed_Aposymbiotic
161,N_18_20_F_S,0,-0.00462,Nitrate,18,20,Fed,Symbiotic,High,Nitrate_High_20_Fed_Symbiotic
171,N_18_20_F_S,1,-0.006520000000000001,Nitrate,18,20,Fed,Symbiotic,High,Nitrate_High_20_Fed_Symbiotic
171,N_18_20_S_A,0,-0.00233,Nitrate,18,20,Starved,Aposymbiotic,High,Nitrate_High_20_Starved_Aposymbiotic
184,N_18_20_S_A,1,-0.004390000000000001,Nitrate,18,20,Starved,Aposymbiotic,High,Nitrate_High_20_Starved_Aposymbiotic
164,N_18_20_S_S,0,-0.00468,Nitrate,18,20,Starved,Symbiotic,High,Nitrate_High_20_Starved_Symbiotic
172,N_18_20_S_S,1,-0.00564,Nitrate,18,20,Starved,Symbiotic,High,Nitrate_High_20_Starved_Symbiotic
178,A_10_20_F_A,0,-0.004540000000000001,Ammonium,10,20,Fed,Aposymbiotic,High,Ammonium_High_20_Fed_Aposymbiotic
184,A_10_20_F_A,1,-0.006200000000000001,Ammonium,10,20,Fed,Aposymbiotic,High,Ammonium_High_20_Fed_Aposymbiotic
167,A_10_20_F_S,0,-0.00962,Ammonium,10,20,Fed,Symbiotic,High,Ammonium_High_20_Fed_Symbiotic
176,A_10_20_F_S,1,-0.00317,Ammonium,10,20,Fed,Symbiotic,High,Ammonium_High_20_Fed_Symbiotic
180,A_10_20_S_A,0,-0.00304,Ammonium,10,20,Starved,Aposymbiotic,High,Ammonium_High_20_Starved_Aposymbiotic
187,A_10_20_S_A,1,-0.00451,Ammonium,10,20,Starved,Aposymbiotic,High,Ammonium_High_20_Starved_Aposymbiotic
167,A_10_20_S_S,0,-0.00391,Ammonium,10,20,Starved,Symbiotic,High,Ammonium_High_20_Starved_Symbiotic
182,A_10_20_S_S,1,-0.0049700000000000005,Ammonium,10,20,Starved,Symbiotic,High,Ammonium_High_20_Starved_Symbiotic
169,A_10_30_S_A,0,-0.00175,Ammonium,10,30,Starved,Aposymbiotic,High,Ammonium_High_30_Starved_Aposymbiotic
190,A_10_30_S_A,1,-0.005240000000000001,Ammonium,10,30,Starved,Aposymbiotic,High,Ammonium_High_30_Starved_Aposymbiotic
171,A_10_30_S_S,0,-0.0030900000000000003,Ammonium,10,30,Starved,Symbiotic,High,Ammonium_High_30_Starved_Symbiotic
185,A_10_30_S_S,1,-0.0037500000000000003,Ammonium,10,30,Starved,Symbiotic,High,Ammonium_High_30_Starved_Symbiotic
184,N_18_30_S_A,1,-0.0030600000000000002,Nitrate,18,30,Starved,Aposymbiotic,High,Nitrate_High_30_Starved_Aposymbiotic
173,N_18_30_S_S,1,-0.0027700000000000003,Nitrate,18,30,Starved,Symbiotic,High,Nitrate_High_30_Starved_Symbiotic
178,A_10_30_F_A,0,-0.0037700000000000003,Ammonium,10,30,Fed,Aposymbiotic,High,Ammonium_High_30_Fed_Aposymbiotic
187,A_10_30_F_A,1,-0.0018900000000000002,Ammonium,10,30,Fed,Aposymbiotic,High,Ammonium_High_30_Fed_Aposymbiotic
167,A_10_30_F_S,0,-0.0031500000000000005,Ammonium,10,30,Fed,Symbiotic,High,Ammonium_High_30_Fed_Symbiotic
182,A_10_30_F_S,1,-0.00436,Ammonium,10,30,Fed,Symbiotic,High,Ammonium_High_30_Fed_Symbiotic
163,N_18_30_F_S,0,-0.0032900000000000004,Nitrate,18,30,Fed,Symbiotic,High,Nitrate_High_30_Fed_Symbiotic
171,N_18_30_F_S,1,-0.004520000000000001,Nitrate,18,30,Fed,Symbiotic,High,Nitrate_High_30_Fed_Symbiotic
166,N_18_30_F_A,0,-0.0041400000000000005,Nitrate,18,30,Fed,Aposymbiotic,High,Nitrate_High_30_Fed_Aposymbiotic
184,N_18_30_F_A,1,-0.0043,Nitrate,18,30,Fed,Aposymbiotic,High,Nitrate_High_30_Fed_Aposymbiotic
169,A_5_30_S_A,0,-0.0011400000000000002,Ammonium,5,30,Starved,Aposymbiotic,Low,Ammonium_Low_30_Starved_Aposymbiotic
187,A_5_30_S_A,1,-0.0018600000000000001,Ammonium,5,30,Starved,Aposymbiotic,Low,Ammonium_Low_30_Starved_Aposymbiotic
167,A_5_30_S_S,0,-0.004710000000000001,Ammonium,5,30,Starved,Symbiotic,Low,Ammonium_Low_30_Starved_Symbiotic
182,A_5_30_S_S,1,-0.0029400000000000003,Ammonium,5,30,Starved,Symbiotic,Low,Ammonium_Low_30_Starved_Symbiotic
166,N_5_20_S_A,0,-0.008150000000000001,Nitrate,5,20,Starved,Aposymbiotic,Medium,Nitrate_Medium_20_Starved_Aposymbiotic
184,N_5_20_S_A,1,-0.00572,Nitrate,5,20,Starved,Aposymbiotic,Medium,Nitrate_Medium_20_Starved_Aposymbiotic
164,N_5_20_S_S,0,-0.0035700000000000003,Nitrate,5,20,Starved,Symbiotic,Medium,Nitrate_Medium_20_Starved_Symbiotic
172,N_5_20_S_S,1,-0.00353,Nitrate,5,20,Starved,Symbiotic,Medium,Nitrate_Medium_20_Starved_Symbiotic
166,A_7.5_20_F_S,0,-0.005520000000000001,Ammonium,7.5,20,Fed,Symbiotic,Medium,Ammonium_Medium_20_Fed_Symbiotic
175,A_7.5_20_F_S,1,-0.0059700000000000005,Ammonium,7.5,20,Fed,Symbiotic,Medium,Ammonium_Medium_20_Fed_Symbiotic
178,A_7.5_20_F_A,0,-0.004220000000000001,Ammonium,7.5,20,Fed,Aposymbiotic,Medium,Ammonium_Medium_20_Fed_Aposymbiotic
184,A_7.5_20_F_A,1,-0.00251,Ammonium,7.5,20,Fed,Aposymbiotic,Medium,Ammonium_Medium_20_Fed_Aposymbiotic
187,A_7.5_20_S_A,0,-0.00387,Ammonium,7.5,20,Starved,Aposymbiotic,Medium,Ammonium_Medium_20_Starved_Aposymbiotic
167,A_7.5_20_S_S,0,-0.0029300000000000003,Ammonium,7.5,20,Starved,Symbiotic,Medium,Ammonium_Medium_20_Starved_Symbiotic
169,A_7.5_20_S_A,1,-0.0024500000000000004,Ammonium,7.5,20,Starved,Aposymbiotic,Medium,Ammonium_Medium_20_Starved_Aposymbiotic
182,A_7.5_20_S_S,1,-0.0035600000000000002,Ammonium,7.5,20,Starved,Symbiotic,Medium,Ammonium_Medium_20_Starved_Symbiotic
167,A_7.5_30_F_A,0,-0.0024600000000000004,Ammonium,7.5,30,Fed,Aposymbiotic,Medium,Ammonium_Medium_30_Fed_Aposymbiotic
178,A_7.5_30_F_A,1,-0.00423,Ammonium,7.5,30,Fed,Aposymbiotic,Medium,Ammonium_Medium_30_Fed_Aposymbiotic
167,A_7.5_30_F_S,0,-0.00354,Ammonium,7.5,30,Fed,Symbiotic,Medium,Ammonium_Medium_30_Fed_Symbiotic
181,A_7.5_30_F_S,1,-0.00398,Ammonium,7.5,30,Fed,Symbiotic,Medium,Ammonium_Medium_30_Fed_Symbiotic
181,A_7.5_30_S_A,0,-0.004750000000000001,Ammonium,7.5,30,Starved,Aposymbiotic,Medium,Ammonium_Medium_30_Starved_Aposymbiotic
188,A_7.5_30_S_A,1,-0.0029000000000000002,Ammonium,7.5,30,Starved,Aposymbiotic,Medium,Ammonium_Medium_30_Starved_Aposymbiotic
171,A_7.5_30_S_S,0,-0.006350000000000001,Ammonium,7.5,30,Starved,Symbiotic,Medium,Ammonium_Medium_30_Starved_Symbiotic
171,A_7.5_30_S_S,1,-0.004560000000000001,Ammonium,7.5,30,Starved,Symbiotic,Medium,Ammonium_Medium_30_Starved_Symbiotic
160,N_5_20_F_A,0,-0.005240000000000001,Nitrate,5,20,Fed,Aposymbiotic,Medium,Nitrate_Medium_20_Fed_Aposymbiotic
169,N_5_20_F_A,1,-0.0024300000000000003,Nitrate,5,20,Fed,Aposymbiotic,Medium,Nitrate_Medium_20_Fed_Aposymbiotic
161,N_5_20_F_S,0,-0.006540000000000001,Nitrate,5,20,Fed,Symbiotic,Medium,Nitrate_Medium_20_Fed_Symbiotic
171,N_5_20_F_S,1,-0.0048400000000000006,Nitrate,5,20,Fed,Symbiotic,Medium,Nitrate_Medium_20_Fed_Symbiotic
165,N_5_30_F_A,0,-0.003920000000000001,Nitrate,5,30,Fed,Aposymbiotic,Medium,Nitrate_Medium_30_Fed_Aposymbiotic
170,N_5_30_F_A,1,-0.005840000000000001,Nitrate,5,30,Fed,Aposymbiotic,Medium,Nitrate_Medium_30_Fed_Aposymbiotic
163,N_5_30_F_S,0,-0.0040100000000000005,Nitrate,5,30,Fed,Symbiotic,Medium,Nitrate_Medium_30_Fed_Symbiotic
171,N_5_30_F_S,1,-0.005050000000000001,Nitrate,5,30,Fed,Symbiotic,Medium,Nitrate_Medium_30_Fed_Symbiotic
171,N_5_30_S_A,0,-0.0027300000000000002,Nitrate,5,30,Starved,Aposymbiotic,Medium,Nitrate_Medium_30_Starved_Aposymbiotic
184,N_5_30_S_A,1,-0.0041,Nitrate,5,30,Starved,Aposymbiotic,Medium,Nitrate_Medium_30_Starved_Aposymbiotic
166,N_5_30_S_S,0,-0.00393,Nitrate,5,30,Starved,Symbiotic,Medium,Nitrate_Medium_30_Starved_Symbiotic
173,N_5_30_S_S,1,-0.00425,Nitrate,5,30,Starved,Symbiotic,Medium,Nitrate_Medium_30_Starved_Symbiotic
175,N_0_20_F_S,0,-0.0056,Nitrate,0,20,Fed,Symbiotic,control-0,Nitrate_control-0_20_Fed_Symbiotic
206,N_0_20_F_S,1,-0.00479,Nitrate,0,20,Fed,Symbiotic,control-0,Nitrate_control-0_20_Fed_Symbiotic
174,N_0_20_F_A,0,-0.007070000000000001,Nitrate,0,20,Fed,Aposymbiotic,control-0,Nitrate_control-0_20_Fed_Aposymbiotic
226,N_0_20_F_A,1,-0.00394,Nitrate,0,20,Fed,Aposymbiotic,control-0,Nitrate_control-0_20_Fed_Aposymbiotic
207,N_0_20_S_S,0,-0.009460000000000001,Nitrate,0,20,Starved,Symbiotic,control-0,Nitrate_control-0_20_Starved_Symbiotic
228,N_0_20_S_A,1,-0.007150000000000001,Nitrate,0,20,Starved,Aposymbiotic,control-0,Nitrate_control-0_20_Starved_Aposymbiotic
186,N_0_20_S_S,1,-0.006750000000000001,Nitrate,0,20,Starved,Symbiotic,control-0,Nitrate_control-0_20_Starved_Symbiotic
194,"A_0_20_F_A
",0,-0.0050100000000000006,Ammonium,0,20,Fed,Aposymbiotic,control-0,Ammonium_control-0_20_Fed_Aposymbiotic
231,"A_0_20_F_A
",1,-0.0066300000000000005,Ammonium,0,20,Fed,Aposymbiotic,control-0,Ammonium_control-0_20_Fed_Aposymbiotic
193,A_0_20_F_S,0,-0.005940000000000001,Ammonium,0,20,Fed,Symbiotic,control-0,Ammonium_control-0_20_Fed_Symbiotic
220,A_0_20_F_S,1,-0.006960000000000001,Ammonium,0,20,Fed,Symbiotic,control-0,Ammonium_control-0_20_Fed_Symbiotic
210,A_0_20_S_A,1,-0.00532,Ammonium,0,20,Starved,Aposymbiotic,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
201,A_0_20_S_S,0,-0.0035700000000000003,Ammonium,0,20,Starved,Symbiotic,control-0,Ammonium_control-0_20_Starved_Symbiotic
222,A_0_20_S_S,1,-0.0063100000000000005,Ammonium,0,20,Starved,Symbiotic,control-0,Ammonium_control-0_20_Starved_Symbiotic
174,N_0_30_F_A,0,-0.0036200000000000004,Nitrate,0,30,Fed,Aposymbiotic,control-0,Nitrate_control-0_30_Fed_Aposymbiotic
226,N_0_30_F_A,1,-0.0034700000000000004,Nitrate,0,30,Fed,Aposymbiotic,control-0,Nitrate_control-0_30_Fed_Aposymbiotic
185,N_0_30_F_S,0,-0.008650000000000001,Nitrate,0,30,Fed,Symbiotic,control-0,Nitrate_control-0_30_Fed_Symbiotic
206,N_0_30_F_S,1,-0.0050100000000000006,Nitrate,0,30,Fed,Symbiotic,control-0,Nitrate_control-0_30_Fed_Symbiotic
193,N_0_30_S_A,0,-0.005840000000000001,Nitrate,0,30,Starved,Aposymbiotic,control-0,Nitrate_control-0_30_Starved_Aposymbiotic
206,N_0_30_S_A,1,-0.00219,Nitrate,0,30,Starved,Aposymbiotic,control-0,Nitrate_control-0_30_Starved_Aposymbiotic
196,N_0_30_S_S,0,-0.007130000000000001,Nitrate,0,30,Starved,Symbiotic,control-0,Nitrate_control-0_30_Starved_Symbiotic
208,N_0_30_S_S,1,-0.0034600000000000004,Nitrate,0,30,Starved,Symbiotic,control-0,Nitrate_control-0_30_Starved_Symbiotic
210,A_0_30_F_A,0,-0.00683,Ammonium,0,30,Fed,Aposymbiotic,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
232,A_0_30_F_A,1,-0.00321,Ammonium,0,30,Fed,Aposymbiotic,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
198,A_0_30_F_S,0,-0.00542,Ammonium,0,30,Fed,Symbiotic,control-0,Ammonium_control-0_30_Fed_Symbiotic
220,A_0_30_F_S,1,-0.0032600000000000003,Ammonium,0,30,Fed,Symbiotic,control-0,Ammonium_control-0_30_Fed_Symbiotic
198,A_0_30_S_A,0,-0.0031200000000000004,Ammonium,0,30,Starved,Aposymbiotic,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
221,A_0_30_S_A,1,-0.0029700000000000004,Ammonium,0,30,Starved,Aposymbiotic,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
205,A_0_30_S_S,0,-0.008150000000000001,Ammonium,0,30,Starved,Symbiotic,control-0,Ammonium_control-0_30_Starved_Symbiotic
199,N_1.5_20_F_A,0,-0.0023,Nitrate,1.5,20,Fed,Aposymbiotic,Low,Nitrate_Low_20_Fed_Aposymbiotic
185,N_1.5_20_F_S,0,-0.00303,Nitrate,1.5,20,Fed,Symbiotic,Low,Nitrate_Low_20_Fed_Symbiotic
206,N_1.5_20_F_S,1,-0.0037800000000000004,Nitrate,1.5,20,Fed,Symbiotic,Low,Nitrate_Low_20_Fed_Symbiotic
174,N_1.5_20_F_A,1,-0.0029300000000000003,Nitrate,1.5,20,Fed,Aposymbiotic,Low,Nitrate_Low_20_Fed_Aposymbiotic
203,N_1.5_20_S_A,0,-0.0041,Nitrate,1.5,20,Starved,Aposymbiotic,Low,Nitrate_Low_20_Starved_Aposymbiotic
228,N_1.5_20_S_A,1,-0.00604,Nitrate,1.5,20,Starved,Aposymbiotic,Low,Nitrate_Low_20_Starved_Aposymbiotic
186,N_1.5_20_S_S,0,-0.0044800000000000005,Nitrate,1.5,20,Starved,Symbiotic,Low,Nitrate_Low_20_Starved_Symbiotic
208,N_1.5_20_S_S,1,-0.006350000000000001,Nitrate,1.5,20,Starved,Symbiotic,Low,Nitrate_Low_20_Starved_Symbiotic
209,A_5_20_F_A,0,-0.01564,Ammonium,5,20,Fed,Aposymbiotic,Low,Ammonium_Low_20_Fed_Aposymbiotic
232,A_5_20_F_A,1,-0.00481,Ammonium,5,20,Fed,Aposymbiotic,Low,Ammonium_Low_20_Fed_Aposymbiotic
198,A_5_20_F_S,1,-0.0033200000000000005,Ammonium,5,20,Fed,Symbiotic,Low,Ammonium_Low_20_Fed_Symbiotic
220,A_5_20_F_S,0,-0.00885,Ammonium,5,20,Fed,Symbiotic,Low,Ammonium_Low_20_Fed_Symbiotic
197,A_5_20_S_A,0,-0.00651,Ammonium,5,20,Starved,Aposymbiotic,Low,Ammonium_Low_20_Starved_Aposymbiotic
218,A_5_20_S_A,1,-0.00476,Ammonium,5,20,Starved,Aposymbiotic,Low,Ammonium_Low_20_Starved_Aposymbiotic
201,A_5_20_S_S,0,-0.0037500000000000003,Ammonium,5,20,Starved,Symbiotic,Low,Ammonium_Low_20_Starved_Symbiotic
222,A_5_20_S_S,1,-0.011940000000000001,Ammonium,5,20,Starved,Symbiotic,Low,Ammonium_Low_20_Starved_Symbiotic
206,N_1.5_30_F_S,0,-0.00144,Nitrate,1.5,30,Fed,Symbiotic,Low,Nitrate_Low_30_Fed_Symbiotic
185,N_1.5_30_F_S,1,-0.0038,Nitrate,1.5,30,Fed,Symbiotic,Low,Nitrate_Low_30_Fed_Symbiotic
186,N_1.5_30_F_A,0,-0.00304,Nitrate,1.5,30,Fed,Aposymbiotic,Low,Nitrate_Low_30_Fed_Aposymbiotic
227,N_1.5_30_F_A,1,-0.0032800000000000004,Nitrate,1.5,30,Fed,Aposymbiotic,Low,Nitrate_Low_30_Fed_Aposymbiotic
198,N_1.5_30_S_S,0,-0.00206,Nitrate,1.5,30,Starved,Symbiotic,Low,Nitrate_Low_30_Starved_Symbiotic
211,N_1.5_30_S_S,1,-0.0048200000000000005,Nitrate,1.5,30,Starved,Symbiotic,Low,Nitrate_Low_30_Starved_Symbiotic
193,N_1.5_30_S_A,0,-0.00214,Nitrate,1.5,30,Starved,Aposymbiotic,Low,Nitrate_Low_30_Starved_Aposymbiotic
207,N_1.5_30_S_A,1,-0.0055000000000000005,Nitrate,1.5,30,Starved,Aposymbiotic,Low,Nitrate_Low_30_Starved_Aposymbiotic
210,A_5_30_F_A,0,-0.00525,Ammonium,5,30,Fed,Aposymbiotic,Low,Ammonium_Low_30_Fed_Aposymbiotic
232,A_5_30_F_A,1,-0.0034200000000000003,Ammonium,5,30,Fed,Aposymbiotic,Low,Ammonium_Low_30_Fed_Aposymbiotic
198,A_5_30_F_S,0,-0.0037800000000000004,Ammonium,5,30,Fed,Symbiotic,Low,Ammonium_Low_30_Fed_Symbiotic
221,A_5_30_S_A,0,-0.0022,Ammonium,5,30,Starved,Aposymbiotic,Low,Ammonium_Low_30_Starved_Aposymbiotic
175,A_5_30_S_A,1,-0.0027900000000000004,Ammonium,5,30,Starved,Aposymbiotic,Low,Ammonium_Low_30_Starved_Aposymbiotic
205,A_5_30_S_S,0,-0.00223,Ammonium,5,30,Starved,Symbiotic,Low,Ammonium_Low_30_Starved_Symbiotic
222,A_5_30_S_S,1,-0.007450000000000001,Ammonium,5,30,Starved,Symbiotic,Low,Ammonium_Low_30_Starved_Symbiotic
192,N_18_20_S_A,0,-0.0022400000000000002,Nitrate,18,20,Starved,Aposymbiotic,High,Nitrate_High_20_Starved_Aposymbiotic
228,N_18_20_S_A,1,-0.0036000000000000003,Nitrate,18,20,Starved,Aposymbiotic,High,Nitrate_High_20_Starved_Aposymbiotic
193,N_18_20_S_S,0,-0.0029500000000000004,Nitrate,18,20,Starved,Symbiotic,High,Nitrate_High_20_Starved_Symbiotic
208,N_18_20_S_S,1,-0.00205,Nitrate,18,20,Starved,Symbiotic,High,Nitrate_High_20_Starved_Symbiotic
196,A_10_20_F_A,0,-0.0031400000000000004,Ammonium,10,20,Fed,Aposymbiotic,High,Ammonium_High_20_Fed_Aposymbiotic
210,A_10_20_F_A,1,-0.00504,Ammonium,10,20,Fed,Aposymbiotic,High,Ammonium_High_20_Fed_Aposymbiotic
198,A_10_20_F_S,0,-0.0025,Ammonium,10,20,Fed,Symbiotic,High,Ammonium_High_20_Fed_Symbiotic
220,A_10_20_F_S,1,-0.0037200000000000002,Ammonium,10,20,Fed,Symbiotic,High,Ammonium_High_20_Fed_Symbiotic
233,A_10_20_S_A,1,-0.0041400000000000005,Ammonium,10,20,Starved,Aposymbiotic,High,Ammonium_High_20_Starved_Aposymbiotic
205,A_10_20_S_S,0,-0.0031400000000000004,Ammonium,10,20,Starved,Symbiotic,High,Ammonium_High_20_Starved_Symbiotic
222,A_10_20_S_S,1,-0.004070000000000001,Ammonium,10,20,Starved,Symbiotic,High,Ammonium_High_20_Starved_Symbiotic
202,N_18_30_F_A,0,-0.00214,Nitrate,18,30,Fed,Aposymbiotic,High,Nitrate_High_30_Fed_Aposymbiotic
228,N_18_30_F_A,1,-0.004540000000000001,Nitrate,18,30,Fed,Aposymbiotic,High,Nitrate_High_30_Fed_Aposymbiotic
193,N_18_30_F_S,0,-0.0015500000000000002,Nitrate,18,30,Fed,Symbiotic,High,Nitrate_High_30_Fed_Symbiotic
207,N_18_30_F_S,1,-0.0029100000000000003,Nitrate,18,30,Fed,Symbiotic,High,Nitrate_High_30_Fed_Symbiotic
194,N_18_30_S_A,0,-0.0032800000000000004,Nitrate,18,30,Starved,Aposymbiotic,High,Nitrate_High_30_Starved_Aposymbiotic
231,N_18_30_S_A,1,-0.0037400000000000003,Nitrate,18,30,Starved,Aposymbiotic,High,Nitrate_High_30_Starved_Aposymbiotic
193,N_18_30_S_S,0,-0.0019100000000000002,Nitrate,18,30,Starved,Symbiotic,High,Nitrate_High_30_Starved_Symbiotic
218,N_18_30_S_S,1,-0.00338,Nitrate,18,30,Starved,Symbiotic,High,Nitrate_High_30_Starved_Symbiotic
210,A_10_30_F_A,0,-0.0018000000000000002,Ammonium,10,30,Fed,Aposymbiotic,High,Ammonium_High_30_Fed_Aposymbiotic
232,A_10_30_F_A,1,-0.0086,Ammonium,10,30,Fed,Aposymbiotic,High,Ammonium_High_30_Fed_Aposymbiotic
200,A_10_30_F_S,0,-0.0037600000000000003,Ammonium,10,30,Fed,Symbiotic,High,Ammonium_High_30_Fed_Symbiotic
222,A_10_30_F_S,1,-0.00544,Ammonium,10,30,Fed,Symbiotic,High,Ammonium_High_30_Fed_Symbiotic
206,N_18_20_F_S,0,-0.00321,Nitrate,18,20,Fed,Symbiotic,High,Nitrate_High_20_Fed_Symbiotic
174,N_18_20_F_A,0,-0.0026100000000000003,Nitrate,18,20,Fed,Aposymbiotic,High,Nitrate_High_20_Fed_Aposymbiotic
185,N_18_20_F_S,1,-0.0038400000000000005,Nitrate,18,20,Fed,Symbiotic,High,Nitrate_High_20_Fed_Symbiotic
206,A_10_30_S_S,0,-0.00199,Ammonium,10,30,Starved,Symbiotic,High,Ammonium_High_30_Starved_Symbiotic
233,A_10_30_S_S,1,-0.0032700000000000003,Ammonium,10,30,Starved,Symbiotic,High,Ammonium_High_30_Starved_Symbiotic
198,A_10_30_S_A,1,-7.700000000000001e-4,Ammonium,10,30,Starved,Aposymbiotic,High,Ammonium_High_30_Starved_Aposymbiotic
226,A_10_30_S_A,0,-0.00168,Ammonium,10,30,Starved,Aposymbiotic,High,Ammonium_High_30_Starved_Aposymbiotic
186,N_5_30_F_A,0,-0.0015500000000000002,Nitrate,5,30,Fed,Aposymbiotic,Medium,Nitrate_Medium_30_Fed_Aposymbiotic
192,N_5_30_F_S,0,-0.0013900000000000002,Nitrate,5,30,Fed,Symbiotic,Medium,Nitrate_Medium_30_Fed_Symbiotic
207,N_5_30_F_S,1,-0.006540000000000001,Nitrate,5,30,Fed,Symbiotic,Medium,Nitrate_Medium_30_Fed_Symbiotic
194,N_5_30_S_A,0,-0.00136,Nitrate,5,30,Starved,Aposymbiotic,Medium,Nitrate_Medium_30_Starved_Aposymbiotic
231,N_5_30_S_A,1,-0.0022900000000000004,Nitrate,5,30,Starved,Aposymbiotic,Medium,Nitrate_Medium_30_Starved_Aposymbiotic
193,N_5_30_S_S,0,-0.00267,Nitrate,5,30,Starved,Symbiotic,Medium,Nitrate_Medium_30_Starved_Symbiotic
218,N_5_30_S_S,1,-0.00496,Nitrate,5,30,Starved,Symbiotic,Medium,Nitrate_Medium_30_Starved_Symbiotic
232,A_7.5_30_F_A,0,-0.00269,Ammonium,7.5,30,Fed,Aposymbiotic,Medium,Ammonium_Medium_30_Fed_Aposymbiotic
198,A_7.5_30_F_S,0,-0.00159,Ammonium,7.5,30,Fed,Symbiotic,Medium,Ammonium_Medium_30_Fed_Symbiotic
221,A_7.5_30_F_S,1,-0.00316,Ammonium,7.5,30,Fed,Symbiotic,Medium,Ammonium_Medium_30_Fed_Symbiotic
210,A_7.5_30_F_A,1,-0.0037300000000000002,Ammonium,7.5,30,Fed,Aposymbiotic,Medium,Ammonium_Medium_30_Fed_Aposymbiotic
206,A_7.5_30_S_S,0,-0.00206,Ammonium,7.5,30,Starved,Symbiotic,Medium,Ammonium_Medium_30_Starved_Symbiotic
233,A_7.5_30_S_S,1,-0.0022700000000000003,Ammonium,7.5,30,Starved,Symbiotic,Medium,Ammonium_Medium_30_Starved_Symbiotic
226,A_7.5_30_S_A,0,-0.00249,Ammonium,7.5,30,Starved,Aposymbiotic,Medium,Ammonium_Medium_30_Starved_Aposymbiotic
198,A_7.5_30_S_A,1,-0.0025800000000000003,Ammonium,7.5,30,Starved,Aposymbiotic,Medium,Ammonium_Medium_30_Starved_Aposymbiotic
